QuestFormID, QuestEditorID, QuestFull, INDX1, INDX2, NAM2, CNAM
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","9","43776","",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","10","43776","     QUEST START ",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","11","43778","        Move NPCs",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","83","43776","    * STARBORN TEMPLE: Done.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","99","43776","----- PLAYER SECTION ----",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","101","43776","    * STARBORN PATH: selected. (Go to Temple first)",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","112","43776","    * TOPIC: Other Barrett. (Barrett)",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","198","43776","",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","7400","43776","TALK to Barrett. (QO)","After meeting with the Emissary, I learned more about the Artifacts and the existence of the multiverse. Barrett might be interested in this discovery and what it means for him."
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","7401","43778","    TALKED to Barrett. (QO)","Barrett has suggested we find the Temple associated with his Artifact. He believes Vladimir can provide us with coordinates to the location."
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","7402","43776","Added Ervin's slate with context on Harvey",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","7407","43776","Talked to Vladimir CHECKPOINT",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","7998","43776","",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","7999","43776","----- STARBORN SECTION ----",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8000","43776","Get Barrett's Power from the Starborn Temple.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8001","43776","    Barrett has acquired his power.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8010","43776","    LANDED at the Temple on the Temple Planet.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8099","43776","",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8100","43776","Talk with Barrett (QO)",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8101","43776","    TALKED with Barrett (QO)",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8110","43776","    CONVO STARTED: Barrett ""Temple""",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8111","43776","    * Checkpoint: Gagarin is next. ""Starborn Path""",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8112","43776","    * Checkpoint: Gagarin might not matter. ""Starborn Path""",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8120","43776","    CONVO ENDED: Barrett ""Temple""",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8200","43776","",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8299","43776","",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8300","43776","FIND Barrett's Temple (QO)","After meeting with the Emissary, I learned more about the Artifacts and the existence of the multiverse. Barrett might be interested in this discovery and what it means for him."
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8301","43776","    FOUND the Temple (QO)",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8302","43776","Barrett outside temple scene",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8310","43776","    SCENE: Landed at Temple.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8399","43776","",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8400","43776","HELP Barrett get his Power. (QO) ","We located the Temple associated with Barrett's Artifact. I should do what I can to help Barrett get his power."
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8401","43776","    HELPED Barrett acquired his Power. (QO) ",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8405","43776","Entered interior","After meeting with Vladimir, we obtained the coordinates to the Temple associated with Barrett's Artifact and entered the Temple."
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8410","43776","    ENTERED Temple Interior.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8415","43776","    SCENE: Inside Temple",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8499","43776","",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8500","43776","SOLVE Temple Puzzle. Use Activator. ",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8501","43776","    ANIM DONE. Elevator platform is done moving. (Stage set externally)",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8502","43776","    ANIM DONE. Elevator platform is done moving. (Stage set externally)",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8505","43776","    SOLVED Temple Puzzle.","We located the Temple associated with Barrett's artifact and Barrett received his power."
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8510","43776","    SCENE: Solved Puzzle",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8599","43776","",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8600","43776","WAIT for Barrett's new power. (QO) ",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8601","43776","    WAITED for Barrett's power. (QO)",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8605","43776","    PACKAGE: Barrett uses his power now.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8610","43776","    SCENE: Barrett uses his power.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8615","43776","    SPAWN Other Barrett. ",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8620","43776","    SCENE: Other Barrett says Hello.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8624","43776","Barrett spawned",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8625","43776","    SCENE: Barrett replies.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8699","43776","",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8700","43776","TALK to both Barretts. (QO)","We located the Temple associated with Barrett's Artifact and Barrett received his power. After using it, another Barrett seems to have spawned inside the Temple."
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8701","43776","    TALKED to both Barretts. (QO)",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8710","43776","    CONVO STARTED: ""The Two Barretts""",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8711","43776","    * Checkpoint: Welcome Aboard (""The Two Barretts"")",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8712","43776","    * Checkpoint: All About Amundsen (""The Two Barretts"")",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8713","43776","    * Checkpoint: Starborn Ship Lands (""The Two Barretts"")",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8714","43776","    * Checkpoint: Starborn Ship Enabled",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8720","43776","    CONVO ENDED: ""The Two Barretts""",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8799","43776","",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8800","43776","FIGHT the Starborn. (QO) ","We located the Temple associated with Barrett's Artifact and Barrett received his power. However, it seems a Starborn has taken notice and landed outside the Temple."
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8801","43776","    FOUGHT the Starborn. (QO) ",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8805","43776","    SPAWN Starborn Hostile. ",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8810","43776","    LAND the Starborn Ship.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8812","43776","    LANDED Starborn Ship.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8815","43776","    SCENE: Starborn Ship Lands.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8820","43776","    KILLED the Starborn.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8830","43776","    SCENE: Barrett can't maintain power. ",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8835","43776","    SCENE: Other Barrett is dissipating. ",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8840","43776","    SCENE: Cherish them, Amundsen.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8845","43776","    SCENE: I already do, Barrett. ",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8850","43776","    SCENE: Thank you (END)",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8860","43776","    DESPAWN Other Barrett.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8899","43776","",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8900","43776","TALK to Barrett. (QO) ","We located the Temple associated with Barrett's Artifact and Barrett received his power. He was not able to hold the connection for long, however, and the Other Barrett seems to have returned to his home universe. I should discuss what just happened with Barrett."
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8901","43776","    TALKED to Barrett. (QO)",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8910","43776","    CONVO STARTED: ""Conclusion""",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8911","43776","    * Checkpoint: Regular ""Conclusion""",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8912","43776","    * Checkpoint: ""Conclusion""",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8920","43776","    CONVO ENDED: ""Conclusion""",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8930","43776","    EVALUATE Options -- if player hasn't solved Gagarin, return. Else end.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8999","43776","",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","9000","43776","QUEST COMPLETE.","We located the Temple associated with Barrett's Artifact and Barrett received his power, allowing him to summon Barretts from other universes."
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","9100","43776","    REWARDS: Standard.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","9200","43776","    REWARDS: Starborn Path.",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","9998","43776","",""
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","9999","43780","QUEST END.",""
0x00003448,"MQ101","One Small Step","0","29698","Always Run on Start",""
0x00003448,"MQ101","One Small Step","5","0","Preload Vectara worldspace",""
0x00003448,"MQ101","One Small Step","7","21504","Start Elevator",""
0x00003448,"MQ101","One Small Step","8","12544","Elevator has stopped",""
0x00003448,"MQ101","One Small Step","9","31744","Player is allowed to move","It's my second outing with Argos Extractors. I'm following Supervisor Lin around today while she oversees the dig site, doing whatever tasks she has for me."
0x00003448,"MQ101","One Small Step","10","29696","Player is told to head to grab the laser drill",""
0x00003448,"MQ101","One Small Step","11","21504","Lin tells Bening to get up",""
0x00003448,"MQ101","One Small Step","12","41728","Lin tells Troy to move",""
0x00003448,"MQ101","One Small Step","13","21504","Calvert stops shooting",""
0x00003448,"MQ101","One Small Step","14","43776","Calvert now fires with UseWeapon",""
0x00003448,"MQ101","One Small Step","15","21760","Supervisor scene finishes",""
0x00003448,"MQ101","One Small Step","20","29696","Player picks up the drill",""
0x00003448,"MQ101","One Small Step","22","47872","Laser Cutter Tutorial",""
0x00003448,"MQ101","One Small Step","25","18176","Player drills for a bit",""
0x00003448,"MQ101","One Small Step","27","29696","Player picked up the drill early and is now told to mine",""
0x00003448,"MQ101","One Small Step","30","23552","Player is told to go to the tunnel",""
0x00003448,"MQ101","One Small Step","32","29696","Wait for Driller to be in position",""
0x00003448,"MQ101","One Small Step","33","29696","Driller in position",""
0x00003448,"MQ101","One Small Step","34","43776","Force Isabella out of the Furniture",""
0x00003448,"MQ101","One Small Step","35","0","Player reaches tunnel",""
0x00003448,"MQ101","One Small Step","36","29696","Heller enters trigger",""
0x00003448,"MQ101","One Small Step","37","59136","Preload door",""
0x00003448,"MQ101","One Small Step","40","29696","Lin tells you to enter the cavern",""
0x00003448,"MQ101","One Small Step","41","43776","TUTORIAL LIGHT",""
0x00003448,"MQ101","One Small Step","45","0","Play BINK",""
0x00003448,"MQ101","One Small Step","46","58112","TEST - Play Bink",""
0x00003448,"MQ101","One Small Step","47","21248","Shout at Player 1",""
0x00003448,"MQ101","One Small Step","48","21248","Shout at player 2 - play music",""
0x00003448,"MQ101","One Small Step","49","36864","Player is close to the Artifact; pop tutorial",""
0x00003448,"MQ101","One Small Step","50","29696","Player activates Artifact",""
0x00003448,"MQ101","One Small Step","51","0","Artifact is ready to be activated",""
0x00003448,"MQ101","One Small Step","60","55296","Player wakes up",""
0x00003448,"MQ101","One Small Step","62","29952","Fire Medbench Animations",""
0x00003448,"MQ101","One Small Step","63","43776","Fire CharGen after Heller's Animation (or failsafe)",""
0x00003448,"MQ101","One Small Step","65","35840","Player avoids telling Lin what happened",""
0x00003448,"MQ101","One Small Step","70","50432","Player takes sandwich",""
0x00003448,"MQ101","One Small Step","80","0","Player takes slate",""
0x00003448,"MQ101","One Small Step","100","29696","Player is in CharGenFurniture",""
0x00003448,"MQ101","One Small Step","105","29696","Player finishes Character Gen",""
0x00003448,"MQ101","One Small Step","155","29696","START TUTORIALS",""
0x00003448,"MQ101","One Small Step","157","43776","Player picks up Medpack",""
0x00003448,"MQ101","One Small Step","160","29696","Begin walk and talk to the Discovery ship","Whatever I found in the mine knocked me out cold. Now whoever paid for this whole operation is making a landing, and we need to meet him."
0x00003448,"MQ101","One Small Step","161","43776","Airlock buttons pushed",""
0x00003448,"MQ101","One Small Step","162","26880","Player enters airlock",""
0x00003448,"MQ101","One Small Step","163","43776","Keep Player in Airlock",""
0x00003448,"MQ101","One Small Step","165","43776","Player already has the helmet equipped",""
0x00003448,"MQ101","One Small Step","166","43776","Player opens Data Menu during Helmet Tutorial",""
0x00003448,"MQ101","One Small Step","167","43776","Player opens inventory menu during helmet tutorial",""
0x00003448,"MQ101","One Small Step","168","37376","Advance tutorial (if we showed it)",""
0x00003448,"MQ101","One Small Step","169","43776","Helmet equipped early",""
0x00003448,"MQ101","One Small Step","170","29696","Player exit airlock",""
0x00003448,"MQ101","One Small Step","180","26624","Barrett finished landing",""
0x00003448,"MQ101","One Small Step","200","29696","Player reaches the Discovery",""
0x00003448,"MQ101","One Small Step","202","43776","Barrett Forcegreets",""
0x00003448,"MQ101","One Small Step","203","43776","Pirate Arrive scene started",""
0x00003448,"MQ101","One Small Step","205","57600","Enable Pirate ship",""
0x00003448,"MQ101","One Small Step","210","29696","NPCs notice that the Fleet ship drops in","Pirates are attacking us! We need to fend them off."
0x00003448,"MQ101","One Small Step","220","43776","Lin tells you to grab a weapon",""
0x00003448,"MQ101","One Small Step","225","43776","Player grabs weapon (at any time)",""
0x00003448,"MQ101","One Small Step","240","43776","TUTORIAL LOW HEALTH",""
0x00003448,"MQ101","One Small Step","250","29696","Everyone takes defensive positions","Pirates are attacking us! We need to fend them off."
0x00003448,"MQ101","One Small Step","270","29696","Combat with Space Pirates starts for any reason",""
0x00003448,"MQ101","One Small Step","275","2304","Only 3 pirates remain",""
0x00003448,"MQ101","One Small Step","280","29952","All Pirates Dead",""
0x00003448,"MQ101","One Small Step","290","39424","Barrett tells player to turn off Locator Beacon",""
0x00003448,"MQ101","One Small Step","300","29696","Pirates Dead - Talk to Barrett","We survived the pirate attack. I should check with our client, Barrett, and the others to see if they're okay."
0x00003448,"MQ101","One Small Step","302","43776","Player starts talking to Barrett for watch scene, disable POV shift",""
0x00003448,"MQ101","One Small Step","305","43776","Player needs to take the Watch",""
0x00003448,"MQ101","One Small Step","310","29696","enable look controls again","Barrett wants me to take the Artifact to his colleagues in Constellation. I'll have his ship, the Frontier, and his robot Vasco for the journey."
0x00003448,"MQ101","One Small Step","315","15104","Trigger Barrett shout at Vasco",""
0x00003448,"MQ101","One Small Step","320","29696","Player is in the ship",""
0x00003448,"MQ101","One Small Step","330","29696","Vasco board ship scene finishes",""
0x00003448,"MQ101","One Small Step","340","29696","Player sits in the pilot chair",""
0x00003448,"MQ101","One Small Step","345","23296","Take off sequence starts",""
0x00003448,"MQ101","One Small Step","400","29696","Achievement unlocked - Enter Space for the First Time",""
0x00003448,"MQ101","One Small Step","403","13312","Clear Tutorial Objectives",""
0x00003448,"MQ101","One Small Step","405","37120","First ship grav-jumps in",""
0x00003448,"MQ101","One Small Step","407","43776","TUTORIAL - Space Combat",""
0x00003448,"MQ101","One Small Step","408","43776","TUTORIAL - Enemy Shields down",""
0x00003448,"MQ101","One Small Step","410","29696","Vasco warning scene finished",""
0x00003448,"MQ101","One Small Step","419","43776","Ship tutorial - check if we already have power",""
0x00003448,"MQ101","One Small Step","420","29696","Tutorials - Tell player to Start Tutorial or Skip Tutorial",""
0x00003448,"MQ101","One Small Step","421","46080","Start Engine Tutorial",""
0x00003448,"MQ101","One Small Step","422","46080","Finished Engine Tutorial - Start Thruster Tutorial",""
0x00003448,"MQ101","One Small Step","423","46080","Finished Thruster Tutorial - Start Shield Tutorial",""
0x00003448,"MQ101","One Small Step","424","46080","Finished Shield Tutorial. Start Weapon Tutorial",""
0x00003448,"MQ101","One Small Step","485","60928","All systems powered. End Tutorial",""
0x00003448,"MQ101","One Small Step","490","37376","First space encounter over",""
0x00003448,"MQ101","One Small Step","492","43776","Start second combat encounter",""
0x00003448,"MQ101","One Small Step","495","0","Plaer evades the Fleet by grav-jumping away",""
0x00003448,"MQ101","One Small Step","500","26880","DEBUG 10 - Encounter over, skip to New Atlantis",""
0x00003448,"MQ101","One Small Step","510","29696","Check if the player enters the data menu",""
0x00003448,"MQ101","One Small Step","515","29696","Tell Player to activate one of the ships",""
0x00003448,"MQ101","One Small Step","520","29696","Activated one of the Pirate Ships",""
0x00003448,"MQ101","One Small Step","525","29696","Tell player to repair hull",""
0x00003448,"MQ101","One Small Step","530","30976","Repairs to the Hull are complete",""
0x00003448,"MQ101","One Small Step","535","29696","Tell player to power the grav-drive",""
0x00003448,"MQ101","One Small Step","540","0","Grav drive powered",""
0x00003448,"MQ101","One Small Step","600","14592","Kreet Path",""
0x00003448,"MQ101","One Small Step","605","29696","Kreet Path - Arrived in orbit",""
0x00003448,"MQ101","One Small Step","606","43776","Register for when player opens the map",""
0x00003448,"MQ101","One Small Step","607","43776","Arrived in Kreet Worldspace",""
0x00003448,"MQ101","One Small Step","608","43776","TUTORIAL - Opened the Planet View to Land",""
0x00003448,"MQ101","One Small Step","610","14592","Kreet Path - Player starts landing on Kreet - VASCO FOLLOWER",""
0x00003448,"MQ101","One Small Step","615","0","Kreet Path - Landing has finished",""
0x00003448,"MQ101","One Small Step","620","16896","Kreet Path - Vasco comments as you leave the ship",""
0x00003448,"MQ101","One Small Step","625","20992","Kreet Path - Vasco comments as you approach alien life",""
0x00003448,"MQ101","One Small Step","627","43776","TUTORIAL - Scanner",""
0x00003448,"MQ101","One Small Step","630","16896","Kreet Path - Player near outpost",""
0x00003448,"MQ101","One Small Step","640","20992","Kreet Path - Vasco comments inside base",""
0x00003448,"MQ101","One Small Step","645","43776","Kreet Path - Player near locked safe",""
0x00003448,"MQ101","One Small Step","647","43776","Kreet Path - Safe unlocked",""
0x00003448,"MQ101","One Small Step","650","8704","Kreet Path - Vasco comments on finding Helium-3",""
0x00003448,"MQ101","One Small Step","660","43776","Player activates airlock button outside Kreet base",""
0x00003448,"MQ101","One Small Step","670","43776","Player on the Roof",""
0x00003448,"MQ101","One Small Step","680","43776","Trigger Boss Scene",""
0x00003448,"MQ101","One Small Step","682","43776","Speech SUCCESS",""
0x00003448,"MQ101","One Small Step","684","43776","Speech FAIL",""
0x00003448,"MQ101","One Small Step","690","43776","Boss enters combat for any reason",""
0x00003448,"MQ101","One Small Step","695","43776","Boss dead",""
0x00003448,"MQ101","One Small Step","700","43776","Boss lets the player go",""
0x00003448,"MQ101","One Small Step","900","22528","Block fast travel to everywhere but Jemison and Kreet",""
0x00003448,"MQ101","One Small Step","910","43776","Tutorial - Player opens Monocle Menu",""
0x00003448,"MQ101","One Small Step","920","43776","Tutorial - Player opens Surface Map",""
0x00003448,"MQ101","One Small Step","930","43776","Tutorial - Player fast travels",""
0x00003448,"MQ101","One Small Step","1000","0","TUTORIAL - Player is in the ship after dealing with the Crimson Fleet",""
0x00003448,"MQ101","One Small Step","1005","43776","TUTORIAL - Player opens the Data Menu",""
0x00003448,"MQ101","One Small Step","1010","43776","Player opens Missions Menu",""
0x00003448,"MQ101","One Small Step","1020","43776","TUTORIAL - Player opens Galaxy Menu",""
0x00003448,"MQ101","One Small Step","1300","29696","Orbiting Jemison",""
0x00003448,"MQ101","One Small Step","1305","28672","player starts landing on New Atlantis",""
0x00003448,"MQ101","One Small Step","1310","0","Play completes landing at New Atlantis",""
0x00003448,"MQ101","One Small Step","1320","36096","Player exits ship in New Atlantis",""
0x00003448,"MQ101","One Small Step","1325","43776","Start Ship Services Scene",""
0x00003448,"MQ101","One Small Step","1330","43776","TUTORIAL - Cities",""
0x00003448,"MQ101","One Small Step","1335","43776","Player talked to Ship Services NPC",""
0x00003448,"MQ101","One Small Step","1340","43776","Ship Services Tech says goodbye",""
0x00003448,"MQ101","One Small Step","1500","29696","Player arrives outside Lodge",""
0x00003448,"MQ101","One Small Step","1510","25856","Always update objectives",""
0x00003448,"MQ101","One Small Step","1520","25856","Player just outside the Library",""
0x00003448,"MQ101","One Small Step","1600","26880","Player enters the Library",""
0x00003448,"MQ101","One Small Step","1605","43776","Sarah Forcegreets",""
0x00003448,"MQ101","One Small Step","1610","29696","Lodge Argues Scene Starts",""
0x00003448,"MQ101","One Small Step","1620","29696","Tell player to activate table",""
0x00003448,"MQ101","One Small Step","1630","0","Player activates the table",""
0x00003448,"MQ101","One Small Step","1635","43776","Armillary Comes Together",""
0x00003448,"MQ101","One Small Step","1640","0","Sarah asks player about what happened",""
0x00003448,"MQ101","One Small Step","1650","43776","Artifacts comes together scene starts",""
0x00003448,"MQ101","One Small Step","1660","43776","Artifact comes together scene ends",""
0x00003448,"MQ101","One Small Step","1750","46336","Dialogue to set up MQ103 valid",""
0x00003448,"MQ101","One Small Step","1800","29696","Quest Complete","I brought the Artifact to Constellation, and now they want me to join. Sarah Morgan, the Chair of Constellation, is asking me to come with her on a mission."
0x00003448,"MQ101","One Small Step","1810","43776","Player leaves the Lodge After quest complete",""
0x00003448,"MQ101","One Small Step","2000","43776","STARBORN PATH - Start","I've been reborn in a new universe. I should head back to the Lodge and see if I can pick up the trail of the Artifacts."
0x00003448,"MQ101","One Small Step","2100","43776","STARBORN PATH - Quest Complete","I returned to the Lodge in this universe. Now, the search for the Artifacts continues."
0x0000351A,"FFNeonZ09","Balancing the Books","10","43778","Quest started","A Ryujin technician, Rafiq Hamza, has asked me to recover a slate with some classified intel. He suggested I speak to a panhandler in Neon who he's interacted with on several occasions."
0x0000351A,"FFNeonZ09","Balancing the Books","20","43776","Find the spreadsheets","A Ryujin technician, Rafiq Hamza, has asked me to recover a slate with some classified intel. I spoke to a local panhandler who found the slate, and I agreed to exchange it for three paper spreadsheets they lost to the wind. I should check the ground, any tables, and the roof of the Employee Break Area."
0x0000351A,"FFNeonZ09","Balancing the Books","30","43776","Advance quest",""
0x0000351A,"FFNeonZ09","Balancing the Books","40","43776","Advance quest",""
0x0000351A,"FFNeonZ09","Balancing the Books","50","43776","Advance quest",""
0x0000351A,"FFNeonZ09","Balancing the Books","60","43776","Return to Huong","A Ryujin technician, Rafiq Hamza, has asked me to recover a slate with some classified intel. I spoke to a local panhandler who found the slate, and I agreed to exchange it for three paper spreadsheets they lost to the wind. I found the papers and should now return them to Huong."
0x0000351A,"FFNeonZ09","Balancing the Books","70","43776","Return to Hamza","A Ryujin technician, Rafiq Hamza, has asked me to recover a slate with some classified intel. I spoke to a local panhandler who found the slate, and traded it for spreadsheets they had lost. I should now return to Hamza for my reward."
0x0000351A,"FFNeonZ09","Balancing the Books","100","43776","Beggar keeps slate","A Ryujin technician, Rafiq Hamza, has asked me to recover a slate with some classified intel. I spoke to a local beggar who found the slate, and I agreed to let them keep it so long as they wiped the existing data. I should return to Hamza and explain what happened."
0x0000637D,"Trait_RaisedEnlightenedBoxEnabler","[Raised Enlightened Lootbox Enabler]","1","43776","STARTUP",""
0x0000637D,"Trait_RaisedEnlightenedBoxEnabler","[Raised Enlightened Lootbox Enabler]","500","43776","ENABLE THE LOOTBOXES ",""
0x0000637D,"Trait_RaisedEnlightenedBoxEnabler","[Raised Enlightened Lootbox Enabler]","600","43776","DISABLE THE BOXES IF THE TRAIT IS REMOVED",""
0x000068AC,"UC01_Tuala_Misc","Misc pointer to Cmdr. Tuala of the Vanguard","100","43778","P2: Quest started. Direct the player to speak to Tuala",""
0x000068AD,"UC_NA_CL_TolimanScene","","1","43778","ON START",""
0x000068AD,"UC_NA_CL_TolimanScene","","100","43776","Scene triggered.",""
0x000068AD,"UC_NA_CL_TolimanScene","","200","43776","Scene complete. Once both NPCs unload, shut things down.",""
