QuestFormID, QuestEditorID, QuestFull, Index, Flags, NNAM
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8300","0","Take Barrett to <Alias=Location_TemplePlanet>"
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8400","0","Help Barrett acquire his Power"
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8600","0","Wait for Barrett"
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8700","0","Speak with the Barretts"
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8800","0","Defend against the Starborn"
0x00002FAE,"COM_Quest_Barrett_Q02","Worlds Apart","8900","0","Check on Barrett"
0x00003448,"MQ101","One Small Step","5","0","Follow Supervisor Lin"
0x00003448,"MQ101","One Small Step","10","0","Get the Cutter"
0x00003448,"MQ101","One Small Step","20","0","Collect Mineral Deposits"
0x00003448,"MQ101","One Small Step","25","0","Return to Supervisor Lin"
0x00003448,"MQ101","One Small Step","30","0","Follow Supervisor Lin"
0x00003448,"MQ101","One Small Step","40","0","Explore the Cavern"
0x00003448,"MQ101","One Small Step","42","0","Break Up the Deposits"
0x00003448,"MQ101","One Small Step","43","0","Take the Strange Object"
0x00003448,"MQ101","One Small Step","45","0","Talk to Heller and Lin"
0x00003448,"MQ101","One Small Step","50","0","Follow Lin"
0x00003448,"MQ101","One Small Step","60","0","Equip a Helmet"
0x00003448,"MQ101","One Small Step","65","0","Meet with the Client"
0x00003448,"MQ101","One Small Step","70","0","Hold off the Pirates"
0x00003448,"MQ101","One Small Step","75","0","(Optional) Grab a Weapon"
0x00003448,"MQ101","One Small Step","80","0","Talk to Barrett"
0x00003448,"MQ101","One Small Step","85","0","Take the Watch"
0x00003448,"MQ101","One Small Step","90","0","Board the Ship"
0x00003448,"MQ101","One Small Step","100","0","Take off from Vectera"
0x00003448,"MQ101","One Small Step","101","0","Learn to Fly"
0x00003448,"MQ101","One Small Step","102","0","(Optional) Power Up All Systems to Skip Tutorial"
0x00003448,"MQ101","One Small Step","103","0","Allocate Power to Engines"
0x00003448,"MQ101","One Small Step","104","0","Allocate Power to Thrusters"
0x00003448,"MQ101","One Small Step","105","0","Allocate Power to Shields"
0x00003448,"MQ101","One Small Step","106","0","Allocate Power to a Weapon"
0x00003448,"MQ101","One Small Step","110","0","Deal with the Crimson Fleet"
0x00003448,"MQ101","One Small Step","115","0","Loot a Ship"
0x00003448,"MQ101","One Small Step","117","0","Repair the Hull"
0x00003448,"MQ101","One Small Step","118","0","Allocate Power to Grav Drive"
0x00003448,"MQ101","One Small Step","120","0","Travel to Kreet"
0x00003448,"MQ101","One Small Step","125","0","Land at the Kreet Research Base"
0x00003448,"MQ101","One Small Step","130","0","Deal with the Crimson Fleet Captain"
0x00003448,"MQ101","One Small Step","132","0","(Optional) Unlock the Safe"
0x00003448,"MQ101","One Small Step","137","0","Return to the Ship"
0x00003448,"MQ101","One Small Step","140","0","Grav Jump to Jemison"
0x00003448,"MQ101","One Small Step","150","0","Fight Off or Evade the Crimson Fleet Ship"
0x00003448,"MQ101","One Small Step","160","0","Land at New Atlantis"
0x00003448,"MQ101","One Small Step","170","0","Go to the Lodge (MAST District)"
0x00003448,"MQ101","One Small Step","180","0","Enter the Library"
0x00003448,"MQ101","One Small Step","185","0","Talk to Sarah"
0x00003448,"MQ101","One Small Step","187","0","Listen to the Meeting"
0x00003448,"MQ101","One Small Step","190","0","Place the Artifact"
0x00003448,"MQ101","One Small Step","195","0","Listen to the Meeting"
0x0000351A,"FFNeonZ09","Balancing the Books","10","0","Speak to Huong Le"
0x0000351A,"FFNeonZ09","Balancing the Books","20","0","Find the spreadsheets near the Employee Break Area (<Global=FFNeonZ09_PapersCollected>/3)"
0x0000351A,"FFNeonZ09","Balancing the Books","60","0","Return to Huong Le"
0x0000351A,"FFNeonZ09","Balancing the Books","70","0","Return the slate to Rafiq Hamza"
0x00009136,"CF01","Deep Cover","10","0","Undergo the interrogation"
0x00009136,"CF01","Deep Cover","20","0","Follow the SysDef Guard to the Operations Center"
0x00009136,"CF01","Deep Cover","30","0","Proceed to the UC Vigilance"
0x00009136,"CF01","Deep Cover","35","0","Speak to the SysDef Guard"
0x00009136,"CF01","Deep Cover","36","0","Follow the SysDef Guard"
0x00009136,"CF01","Deep Cover","40","0","Speak to Commander Ikande in the Operations Center"
0x00009136,"CF01","Deep Cover","50","0","Speak to Lieutenant Toft"
0x00009136,"CF01","Deep Cover","52","0","Escape the Vigilance"
0x00009136,"CF01","Deep Cover","54","0","Seek out the Crimson Fleet"
0x00009136,"CF01","Deep Cover","55","0","Read the Invite Message"
0x00009136,"CF01","Deep Cover","60","0","Proceed to Cydonia"
0x00009136,"CF01","Deep Cover","70","0","Speak to Saoirse Bowden at the Trade Authority"
0x00009136,"CF01","Deep Cover","80","0","Speak to Adler Kemp at the Broken Spear"
0x00009136,"CF01","Deep Cover","90","0","Recover Karl Fielding's Debt"
0x00009136,"CF01","Deep Cover","100","0","Kill Karl Fielding"
0x0000DBE9,"City_AkilaLife07","Solomon's Trove","200","0","Return Solomon Coe's Don Quixote to Leah Casler"
0x0000DBE9,"City_AkilaLife07","Solomon's Trove","300","0","Return Solomon Coe's Jump Calculations to Leah Casler"
0x0000DBE9,"City_AkilaLife07","Solomon's Trove","400","0","Return Solomon Coe's Cheyenne Inventory to Leah Casler"
0x0000DBE9,"City_AkilaLife07","Solomon's Trove","500","0","Return First Cheyenne Colonists to Leah Casler"
0x0000DBE9,"City_AkilaLife07","Solomon's Trove","600","0","Return Akila City Charter to Leah Casler"
0x000114C9,"MQ103","The Empty Nest","10","0","Talk to Sam Coe"
0x000114C9,"MQ103","The Empty Nest","20","0","Travel to Akila City"
0x000114C9,"MQ103","The Empty Nest","30","0","Talk to Sam"
0x000114C9,"MQ103","The Empty Nest","40","0","Go to the GalBank Vault"
0x000114C9,"MQ103","The Empty Nest","45","0","Complete ""Job Gone Wrong"""
0x000114C9,"MQ103","The Empty Nest","50","0","Search for the Maps"
0x000114C9,"MQ103","The Empty Nest","55","0","Talk to Sam"
0x000114C9,"MQ103","The Empty Nest","60","0","Talk to Jacob"
0x000114C9,"MQ103","The Empty Nest","70","0","Talk to Sam"
0x000114C9,"MQ103","The Empty Nest","80","0","Get the Maps"
0x000114C9,"MQ103","The Empty Nest","85","0","(Optional) Talk to Jacob and Persuade Him"
0x000114C9,"MQ103","The Empty Nest","90","0","(Optional) Talk to Jacob and Have Sam Distract Him"
0x000114C9,"MQ103","The Empty Nest","95","0","(Optional) Ask Cora for Help"
0x000114C9,"MQ103","The Empty Nest","100","0","Talk to Sam"
0x000114C9,"MQ103","The Empty Nest","110","0","Travel to the Empty Nest"
0x000114C9,"MQ103","The Empty Nest","120","0","Get the Artifact"
0x000114C9,"MQ103","The Empty Nest","125","0","Leave the Hideout"
0x000114C9,"MQ103","The Empty Nest","127","0","Deal with Shaw"
0x000114C9,"MQ103","The Empty Nest","128","0","(Optional) Kill the Ashta"
0x000114C9,"MQ103","The Empty Nest","129","0","(Optional) Talk to Shaw"
0x000114C9,"MQ103","The Empty Nest","130","0","Return to the Lodge"
0x000114C9,"MQ103","The Empty Nest","140","0","Add the Artifact"
0x000114C9,"MQ103","The Empty Nest","150","0","Wait for Sam"
0x000114CD,"MQ102","The Old Neighborhood","10","0","Talk to Sarah"
0x000114CD,"MQ102","The Old Neighborhood","20","0","Talk to Sarah's Contact"
0x000114CD,"MQ102","The Old Neighborhood","30","0","Ask About Moara in Cydonia"
0x000114CD,"MQ102","The Old Neighborhood","32","0","(Optional) Check out the Mission Board"
0x000114CD,"MQ102","The Old Neighborhood","40","0","Go to Venus"
0x000114CD,"MQ102","The Old Neighborhood","41","0","Talk to Sarah"
0x000114CD,"MQ102","The Old Neighborhood","42","0","Examine the Satellite"
0x000114CD,"MQ102","The Old Neighborhood","43","0","(Optional) Use minimal power to avoid detection"
0x000114CD,"MQ102","The Old Neighborhood","60","0","Go to Nova Galactic Staryard"
0x000114CD,"MQ102","The Old Neighborhood","61","0","Talk to Sarah"
0x000114CD,"MQ102","The Old Neighborhood","65","0","Dock with Nova Galactic Staryard"
0x000114CD,"MQ102","The Old Neighborhood","70","0","Find Any Clues about Moara"
0x000114CD,"MQ102","The Old Neighborhood","80","0","Go to Neptune"
0x000114CD,"MQ102","The Old Neighborhood","90","0","Approach the Ship"
0x000114CD,"MQ102","The Old Neighborhood","100","0","Evade Fire"
0x000114CD,"MQ102","The Old Neighborhood","110","0","Damage Moara's Ship"
0x000114CD,"MQ102","The Old Neighborhood","120","0","Dock with Moara's Ship"
0x000114CD,"MQ102","The Old Neighborhood","130","0","Clear Moara's Ship of Hostiles"
0x000114CD,"MQ102","The Old Neighborhood","140","0","Get the Key"
0x000114CD,"MQ102","The Old Neighborhood","150","0","Talk to Moara"
0x000114CD,"MQ102","The Old Neighborhood","155","0","Take the Artifact"
0x000114CD,"MQ102","The Old Neighborhood","160","0","Return to the Lodge"
0x000114CD,"MQ102","The Old Neighborhood","170","0","Add the Artifact"
0x000114CD,"MQ102","The Old Neighborhood","180","0","Wait for Sarah"
0x000158E0,"City_NewAtlantis_Z_AShipmentForSalinas","A Shipment for Salinas","20","0","Pick up the package from Red Mile"
0x000160A9,"MQ104A","Into the Unknown","10","0","Talk to Vladimir"
0x000160A9,"MQ104A","Into the Unknown","12","0","Go to <Alias=Location01Planet>"
0x000160A9,"MQ104A","Into the Unknown","20","0","Find the Artifact on <Alias=Location01Planet>"
0x000160A9,"MQ104A","Into the Unknown","22","0","Go to <Alias=Location02Planet>"
0x000160A9,"MQ104A","Into the Unknown","30","0","Find the Artifact on <Alias=Location02Planet>"
0x000160A9,"MQ104A","Into the Unknown","40","0","Find Andreja"
0x000160A9,"MQ104A","Into the Unknown","50","0","Add the Artifacts to the Collection"
0x000160A9,"MQ104A","Into the Unknown","55","0","Talk to Matteo"
0x000160A9,"MQ104A","Into the Unknown","60","0","Talk to Vladimir"
0x000160A9,"MQ104A","Into the Unknown","70","0","Go to <Alias=TemplePlanet>"
0x000160A9,"MQ104A","Into the Unknown","71","0","Land at the Scanner Anomaly"
0x000160A9,"MQ104A","Into the Unknown","72","0","Follow Distortions on the Scanner"
0x000160A9,"MQ104A","Into the Unknown","73","0","Investigate the Source of the Anomaly"
0x000160A9,"MQ104A","Into the Unknown","80","0","Return to the Lodge"
0x000160A9,"MQ104A","Into the Unknown","90","0","Use ""Anti-Gravity Field"" in front of Vladimir"
0x0001638D,"MQ104B","Back to Vectera","10","0","Return to Vectera"
0x0001638D,"MQ104B","Back to Vectera","20","0","Talk to Lin"
0x0001638D,"MQ104B","Back to Vectera","30","0","Fix the Comms Computer"
0x0001638D,"MQ104B","Back to Vectera","35","0","(Optional) Obtain 3 Power Cells"
0x0001638D,"MQ104B","Back to Vectera","40","0","Find a Clue to Barrett's Location"
0x0001638D,"MQ104B","Back to Vectera","50","0","Listen to ""Emergency Transmission 01"""
0x0001638D,"MQ104B","Back to Vectera","60","0","Return to Lin"
0x0001638D,"MQ104B","Back to Vectera","65","0","Travel to <Alias=CrashedShipPlanetLocation>"
0x0001638D,"MQ104B","Back to Vectera","67","0","(Optional) Recruit Lin as Crew"
0x0001638D,"MQ104B","Back to Vectera","70","0","Find Barrett and Heller"
0x0001638D,"MQ104B","Back to Vectera","80","0","Talk to Heller"
0x0001638D,"MQ104B","Back to Vectera","85","0","Listen to ""Emergency Transmission 02"""
0x0001638D,"MQ104B","Back to Vectera","90","0","Travel to <alias=BarrettDungeonPlanetLocation>"
0x0001638D,"MQ104B","Back to Vectera","92","0","(Optional) Recruit Heller as Crew"
0x0001638D,"MQ104B","Back to Vectera","100","0","Rescue Barrett"
0x0001638D,"MQ104B","Back to Vectera","105","0","Kill Matsura"
0x0001638D,"MQ104B","Back to Vectera","110","0","Return to the Lodge"
0x0001638D,"MQ104B","Back to Vectera","115","0","Enter the Library"
0x0001638D,"MQ104B","Back to Vectera","120","0","Wait for Barrett"
0x00017CE7,"MQ202","No Sudden Moves","10","0","Talk to Vladimir"
0x00017CE7,"MQ202","No Sudden Moves","20","0","Travel to the Scow"
0x00017CE7,"MQ202","No Sudden Moves","30","0","Board the Scow"
0x00017CE7,"MQ202","No Sudden Moves","32","0","(Optional) Talk Your Way In"
0x00017CE7,"MQ202","No Sudden Moves","34","0","(Optional) Disable the Engines"
0x00017CE7,"MQ202","No Sudden Moves","40","0","Find Captain Petrov"
0x00017CE7,"MQ202","No Sudden Moves","50","0","Access Petrov's Vault"
0x00017CE7,"MQ202","No Sudden Moves","52","0","(Optional) Pickpocket the Key to the Vault"
0x00017CE7,"MQ202","No Sudden Moves","54","0","(Optional) Pick the Vault Door Lock"
0x00017CE7,"MQ202","No Sudden Moves","56","0","(Optional) Fight Petrov"
0x00017CE7,"MQ202","No Sudden Moves","57","0","Follow Petrov"
0x00017CE7,"MQ202","No Sudden Moves","60","0","Steal the Artifact"
0x00017CE7,"MQ202","No Sudden Moves","70","0","Leave the Scow"
0x00017CE7,"MQ202","No Sudden Moves","100","0","Add the Artifact to the Collection"
0x00017CE7,"MQ202","No Sudden Moves","200","0","(Optional) Find the Thin Walls"
0x00017CE7,"MQ202","No Sudden Moves","210","0","(Optional) Use a Cutter on the Four Bolts"
0x00017CE7,"MQ202","No Sudden Moves","220","0","(Optional) Find the Wall Behind the Vault"
0x00017CE7,"MQ202","No Sudden Moves","230","0","(Optional) Use a Cutter on the Four Bolts"
0x00017CE8,"MQ201","Further Into the Unknown","10","0","Talk to Vladimir"
0x00017CE8,"MQ201","Further Into the Unknown","12","0","Go to <Alias=LocationPlanet01>"
0x00017CE8,"MQ201","Further Into the Unknown","20","0","Find the Artifact on <Alias=LocationPlanet01>"
0x00017CE8,"MQ201","Further Into the Unknown","22","0","Go to <Alias=LocationPlanet02>"
0x00017CE8,"MQ201","Further Into the Unknown","30","0","Find the Artifact on <Alias=LocationPlanet02>"
0x00017CE8,"MQ201","Further Into the Unknown","50","0","Add the Artifacts to the Collection"
0x00017CE8,"MQ201","Further Into the Unknown","60","0","Talk to Matteo"
0x000192D2,"CF02","Rook Meets King","100","0","Rendezvous with the Astraea at Europa"
0x000192D2,"CF02","Rook Meets King","200","0","Hail the Astraea"
0x000192D2,"CF02","Rook Meets King","300","0","Find the Ragana Near Enceladus"
0x000192D2,"CF02","Rook Meets King","310","0","Wait for the Ragana to arrive"
0x000192D2,"CF02","Rook Meets King","400","0","Hail the Ragana"
0x000192D2,"CF02","Rook Meets King","500","1","Attack the Ragana"
0x000192D2,"CF02","Rook Meets King","501","0","Destroy the Ragana"
0x000192D2,"CF02","Rook Meets King","550","0","Board the Ragana"
0x000192D2,"CF02","Rook Meets King","560","0","Talk to Dmitri"
0x000192D2,"CF02","Rook Meets King","600","0","Convince the Ragana to kill Austin Rake"
0x000192D2,"CF02","Rook Meets King","605","1","Find a way to spare Austin Rake"
0x000192D2,"CF02","Rook Meets King","606","0","Kill Austin Rake"
0x000192D2,"CF02","Rook Meets King","610","0","Get the Medical Supplies"
0x000192D2,"CF02","Rook Meets King","700","0","Return to Naeva in Europa's Orbit"
0x000192D2,"CF02","Rook Meets King","740","0","Pay <Global=CF02SuppliesValue> Credits to Naeva"
0x000192D2,"CF02","Rook Meets King","750","0","Fend off the Ecliptic Fighters"
0x000192D2,"CF02","Rook Meets King","800","0","Hail the Astraea"
0x000192D2,"CF02","Rook Meets King","900","0","Jettison the Medical Supplies"
0x000192D2,"CF02","Rook Meets King","1000","0","Report to the Vigilance"
0x000192D2,"CF02","Rook Meets King","1100","0","Board the Vigilance"
0x000192D2,"CF02","Rook Meets King","1150","0","Follow the <Alias=CF02_MarineEscort>"
0x000192D2,"CF02","Rook Meets King","1200","0","Speak to Commander Ikande"
0x000192D2,"CF02","Rook Meets King","1300","0","Speak to Lieutenant Toft"
0x000192D2,"CF02","Rook Meets King","1400","0","Escape the Vigilance"
0x000192D2,"CF02","Rook Meets King","1500","0","Travel to the Key"
0x000192D2,"CF02","Rook Meets King","1600","0","Dock at the Key"
0x000192D2,"CF02","Rook Meets King","1700","0","Speak to Naeva"
0x000192D2,"CF02","Rook Meets King","1800","0","Follow Naeva"
0x000192D2,"CF02","Rook Meets King","1900","0","Speak to Shinya Voss"
0x0001BD20,"CF06","Absolute Power","10","0","Travel to Neon"
0x0001BD20,"CF06","Absolute Power","20","0","Proceed to Madame Sauvage's Place"
0x0001BD20,"CF06","Absolute Power","30","0","Speak to Estelle Vincent"
0x0001BD20,"CF06","Absolute Power","40","0","Ask Myka about Ayumi Komiko’s whereabouts"
0x0001BD20,"CF06","Absolute Power","45","0","Acquire the Generdyne Passkey from Ayumi Komiko"
0x0001BD20,"CF06","Absolute Power","50","0","(Optional) Locate Evidence to Extort Ayumi Komiko"
0x0001BD20,"CF06","Absolute Power","60","0","(Optional) Kill Ayumi Komiko"
0x0001BD20,"CF06","Absolute Power","70","0","(Optional) Use Evidence to Extort Ayumi Komiko"
0x0001BD20,"CF06","Absolute Power","80","0","Enter Generdyne through the Storage Entrance"
0x0001BD20,"CF06","Absolute Power","100","0","Proceed to Generdyne's Power Core"
0x0001BD20,"CF06","Absolute Power","110","0","Obtain the Conduction Grid Data"
0x0001BD20,"CF06","Absolute Power","120","0","Locate Breyson Bayu"
0x0001BD20,"CF06","Absolute Power","130","0","Gain the Encryption Cipher from Breyson Bayu"
0x0001BD20,"CF06","Absolute Power","150","0","Decrypt the Conduction Grid Data"
0x0001BD20,"CF06","Absolute Power","160","0","Upload Estelle's virus"
0x0001BD20,"CF06","Absolute Power","170","0","Return to Estelle"
0x0001BD20,"CF06","Absolute Power","180","0","Speak to Benjamin Bayu"
0x0001BD20,"CF06","Absolute Power","190","0","Locate Estelle at Madame Sauvage's Place"
0x0001BD20,"CF06","Absolute Power","200","0","Speak to Estelle"
0x0001BD20,"CF06","Absolute Power","300","0","Return to the Key"
0x0001C075,"MQ_TempleQuest_Freeform03","Power from Beyond (<Alias=PlanetWithTrait>)","10","0","Acquire the Power on <Alias=PlanetWithTrait>"
0x0001C076,"MQ_TempleQuest_Freeform02","Power from Beyond (<Alias=PlanetWithTrait>)","10","0","Acquire the Power on <Alias=PlanetWithTrait>"
0x0001C077,"MQ_TempleQuest_Freeform01","Power from Beyond (<Alias=PlanetWithTrait>)","10","0","Acquire the Power on <Alias=PlanetWithTrait>"
0x0001C078,"MQ_TempleQuest_Freeform00","Power from Beyond (<Alias=PlanetWithTrait>)","10","0","Acquire the Power on <Alias=PlanetWithTrait>"
0x0001C179,"MQ_TempleQuest_Freeform","Power from Beyond (<Alias=PlanetWithTrait>)","10","0","Acquire the Power on <Alias=PlanetWithTrait>"
0x0001EAE4,"BE_DerelictShip_Generic","[BE -Generic Derelic]","10","0","Investigate the ship"
0x0001EAE4,"BE_DerelictShip_Generic","[BE -Generic Derelic]","11","0","Clear the hostiles"
0x0001EAE4,"BE_DerelictShip_Generic","[BE -Generic Derelic]","15","0","(Optional) Restore the network and download the flight data"
0x0001EAE4,"BE_DerelictShip_Generic","[BE -Generic Derelic]","20","1","Repair the ship"
0x0001EAE4,"BE_DerelictShip_Generic","[BE -Generic Derelic]","30","0","Take over the ship"
0x00021BEF,"MQ106","Starborn","10","0","Surrender the Artifact"
0x00021BEF,"MQ106","Starborn","20","1","Grav Jump to Anywhere"
0x00021BEF,"MQ106","Starborn","25","0","Grav Jump to Anywhere"
0x00021BEF,"MQ106","Starborn","30","0","Talk to Noel"
0x00021BEF,"MQ106","Starborn","40","0","Attend the Lodge Meeting"
0x00021BEF,"MQ106","Starborn","45","0","Talk to Sarah"
0x000246D2,"Neon_EvictedSleepcrate_MinigameHandler","Neon Evicted Sleepcrate Minigame Handler","10","0","Go to the evicted Sleepcrate"
0x000246D2,"Neon_EvictedSleepcrate_MinigameHandler","Neon Evicted Sleepcrate Minigame Handler","30","0","Go to the evicted Sleepcrate"
0x000246D2,"Neon_EvictedSleepcrate_MinigameHandler","Neon Evicted Sleepcrate Minigame Handler","50","0","Go to the evicted Sleepcrate"
0x00025233,"MQ401j","One Small Step","10","0","Go to the Lodge"
0x00025233,"MQ401j","One Small Step","100","0","Talk to ""Sarah Morgan"""
0x00029DA1,"MQ401i","One Small Step","10","0","Go to the Lodge"
0x0002E9F1,"RQ_Settlement_KillCreature_01","Alien Extermination","100","0","Clear all hostile creatures from the <Alias=Dungeon> (<Global=RQ_KillCreature_01_CurrentCount>/<Global=RQ_KillCreature_01_MaxCount>)"
0x0003517B,"UCR04_Dupe00","Apex Predator","100","0","Collect samples on <Alias=PlanetLocation> (<Global=UCR04_SamplesHarvested>/<Global=UCR04_SamplesTotalRequired>)"
0x0003517B,"UCR04_Dupe00","Apex Predator","110","0","(Optional) Approach targets undetected to harvest non-lethally"
0x0003517B,"UCR04_Dupe00","Apex Predator","111","0","(Optional) Approach targets to harvest non-lethally"
0x000369AA,"COM_Quest_Barrett_Q01_SpeechChallenge","","125","0","Convince Wendy to return to Gagarin"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","200","0","Take Barrett to Gagarin"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","230","0","Talk with Barrett"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","300","0","Talk with Barrett"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","400","0","Talk with the lawyer"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","1000","0","Find Ervin's apartment"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","1100","0","Enter Ervin's apartment"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","1200","0","Search the apartment for evidence"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","1300","0","Discuss evidence with Barrett"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","1500","0","Go to Town Hall"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","1510","0","Look up Ervin's Hunting License"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","1600","0","Deliver the evidence to the lawyer"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","2000","0","Go to the Foundry District"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","2100","0","Use your account"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","2120","0","Use Ervin's passcode"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","2130","0","Use the employee's account"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","2140","0","Acquire a passcode"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","2155","0","Use the Foundry Terminal"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","2160","0","Use the Admin account"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","2300","0","Get a passcode from an employee"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","2400","0","Talk with Barrett"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","2500","0","Find the mine's coordinates"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","2800","0","Talk with Barrett"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","5000","0","Go to the Hephaestus Mine"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","5100","0","Search for evidence"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","6000","0","Bring evidence to Ellie"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","6300","0","Find Helgi"
0x000369AB,"COM_Quest_Barrett_Q01","Breach of Contract","6400","0","Talk to Dr. Keala about Helgi"
