LvliFormID, LvliEditorID, Index, Level,  Count, ChanceNone, FormID, EditorID, Type
0x00001C93,"LL_Ammo_100YearOld_IsLinkedTo",22,1,1,0,0x00279280,"LL_Ammo_777mm","LVLI"
0x00001CAB,"LL_Clothes_Slayton_BusinessSuit_Any",1,1,1,0,0x002266A3,"Clothes_Neon_BusinessSuit_01","ARMO"
0x00001CAB,"LL_Clothes_Slayton_BusinessSuit_Any",2,1,1,0,0x002266A2,"Clothes_Neon_BusinessSuit_02","ARMO"
0x00001CAB,"LL_Clothes_Slayton_BusinessSuit_Any",3,1,1,0,0x00027189,"Clothes_Neon_BusinessSuit_01_Slayton_Lapel_Pin","ARMO"
0x00001CAB,"LL_Clothes_Slayton_BusinessSuit_Any",4,1,1,0,0x000788A1,"Clothes_Civilian_FormalShirtSlacks_01","ARMO"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",1,1,1,0,0x00279280,"LL_Ammo_777mm","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",2,1,1,0,0x00279289,"LL_Ammo_27Caliber","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",3,1,1,0,0x0027927D,"LL_Ammo_Laser","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",4,1,1,0,0x00279274,"LL_Ammo_Shotshell","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",5,4,1,0,0x0027927C,"LL_Ammo_LaserSmall","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",6,5,1,0,0x00279273,"LL_Ammo_ShotshellCLL","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",7,5,1,0,0x00279287,"LL_Ammo_43Ultramag","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",8,8,1,0,0x00279275,"LL_Ammo_PumpShotgun","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",9,8,1,0,0x00279276,"LL_Ammo_Rivet","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",10,8,1,0,0x00279288,"LL_Ammo_9x39Caliber","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",11,9,1,0,0x00279277,"LL_Ammo_ParticleFuseLight","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",12,10,1,0,0x00279278,"LL_Ammo_ParticleFuseHeavy","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",13,11,1,0,0x00279282,"LL_Ammo_75mmWhitehot","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",14,12,1,0,0x00279286,"LL_Ammo_45Caliber","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",15,12,1,0,0x0027927B,"LL_Ammo_MIArray43","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",16,13,1,0,0x0027928A,"LL_Ammo_40mmXPL","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",17,14,1,0,0x00279281,"LL_Ammo_762mm","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",18,15,1,0,0x00279279,"LL_Ammo_MIArray65","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",19,19,1,0,0x00279284,"LL_Ammo_50Caliber","LVLI"
0x00001D9D,"LL_Ammo_100YearOld_Leveled",20,20,1,0,0x0027927A,"LL_Ammo_MIArray50","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",1,1,1,0,0x00279280,"LL_Ammo_777mm","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",2,1,1,0,0x00279289,"LL_Ammo_27Caliber","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",3,1,1,0,0x0027927D,"LL_Ammo_Laser","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",4,1,1,0,0x00279274,"LL_Ammo_Shotshell","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",5,4,1,0,0x0027927C,"LL_Ammo_LaserSmall","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",6,5,1,0,0x00279273,"LL_Ammo_ShotshellCLL","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",7,5,1,0,0x00279287,"LL_Ammo_43Ultramag","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",8,8,1,0,0x00279275,"LL_Ammo_PumpShotgun","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",9,8,1,0,0x00279276,"LL_Ammo_Rivet","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",10,8,1,0,0x00279288,"LL_Ammo_9x39Caliber","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",11,9,1,0,0x00279277,"LL_Ammo_ParticleFuseLight","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",12,10,1,0,0x00279278,"LL_Ammo_ParticleFuseHeavy","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",13,11,1,0,0x00279282,"LL_Ammo_75mmWhitehot","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",14,12,1,0,0x00279286,"LL_Ammo_45Caliber","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",15,12,1,0,0x0027927B,"LL_Ammo_MIArray43","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",16,14,1,0,0x00279281,"LL_Ammo_762mm","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",17,15,1,0,0x00279279,"LL_Ammo_MIArray65","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",18,19,1,0,0x00279284,"LL_Ammo_50Caliber","LVLI"
0x00001D9E,"LL_Ammo_100YearOld_Leveled_NoXPL",19,20,1,0,0x0027927A,"LL_Ammo_MIArray50","LVLI"
0x00001DA0,"LL_Display_HeavyWeapons_Common_100YearOld_ChanceLegendary",1,1,1,0,0x00003E77,"LL_Loot_Legendary_Human_SafesAndDisplays_Ranged_Heavy_Common_100YearOld_ChanceNone","LVLI"
0x00001DA0,"LL_Display_HeavyWeapons_Common_100YearOld_ChanceLegendary",2,1,1,0,0x000042AC,"LL_Weapon_Ranged_Heavy_100YearOld","LVLI"
0x00001DCF,"LL_Display_HeavyWeapons_Rare_100YearOld_ChanceLegendary",1,1,1,0,0x00219760,"LL_Loot_Legendary_Human_SafesAndDisplays_Ranged_Heavy_Rare_ChanceNone","LVLI"
0x00001DCF,"LL_Display_HeavyWeapons_Rare_100YearOld_ChanceLegendary",2,1,1,0,0x001CCF4B,"LL_Weapon_Ranged_Heavy_Upgraded","LVLI"
0x00001DD9,"LL_Display_Pistol_Or_Rifle_Or_Shotgun_Rare_100YearOld_ChanceLegendary",1,1,1,0,0x00001DFD,"LL_Display_Rifle_Or_Shotgun_Rare_100YearOld_ChanceLegendary","LVLI"
0x00001DD9,"LL_Display_Pistol_Or_Rifle_Or_Shotgun_Rare_100YearOld_ChanceLegendary",2,1,1,0,0x00001DE6,"LL_Display_Pistols_Rare_100YearOld_ChanceLegendary","LVLI"
0x00001DDC,"LL_Display_Pistols_Common_100YearOld_ChanceLegendary",1,1,1,0,0x00003E79,"LL_Loot_Legendary_Human_SafesAndDisplays_Ranged_Pistol_Common_100YearOld_ChanceNone","LVLI"
0x00001DDC,"LL_Display_Pistols_Common_100YearOld_ChanceLegendary",2,1,1,0,0x00003EA8,"LL_Weapon_Ranged_Handgun_100YearOld","LVLI"
0x00001DE6,"LL_Display_Pistols_Rare_100YearOld_ChanceLegendary",1,1,1,0,0x00003E7B,"LL_Loot_Legendary_Human_SafesAndDisplays_Ranged_Pistol_Rare_100YearOld_ChanceNone","LVLI"
0x00001DE6,"LL_Display_Pistols_Rare_100YearOld_ChanceLegendary",2,1,1,0,0x0000416E,"LL_Weapon_Ranged_Handgun_Rare_100YearOld","LVLI"
0x00001DE8,"LL_Display_Rifle_Or_Shotgun_Common_100YearOld_ChanceLegendary",1,1,1,0,0x00003E8A,"LL_Loot_Legendary_Human_SafesAndDisplays_Ranged_Rifle_Or_Shotgun_Common_100YearOld_ChanceNone","LVLI"
0x00001DE8,"LL_Display_Rifle_Or_Shotgun_Common_100YearOld_ChanceLegendary",2,1,1,0,0x00108EED,"LL_Loot_Display_Weapon_Rifle_Or_Shotgun_100YearOld","LVLI"
0x00001DFD,"LL_Display_Rifle_Or_Shotgun_Rare_100YearOld_ChanceLegendary",1,1,1,0,0x00003E8B,"LL_Loot_Legendary_Human_SafesAndDisplays_Ranged_Rifle_Or_Shotgun_Rare_100YearOld_ChanceNone","LVLI"
0x00001DFD,"LL_Display_Rifle_Or_Shotgun_Rare_100YearOld_ChanceLegendary",2,1,1,0,0x00108EEE,"LL_Weapon_Ranged_Rifle_Or_Shotgun_Rare_100YearOld","LVLI"
0x00001E33,"LLC_Loot_Misc_Small_NoFoodOrDrink",1,1,1,0,0x00004735,"LL_Loot_Misc_Small_NoFoodOrDrink","LVLI"
0x00001E33,"LLC_Loot_Misc_Small_NoFoodOrDrink",2,1,1,0,0x0000478C,"LL_Loot_Misc_Small_NoFoodOrDrink_ChanceNone","LVLI"
0x0000267E,"LL_Chem_Loot_StreetTheme_Leveled_100YearOld",1,1,1,0,0x000027C9,"LL_Chem_Street_Leveled_100YearOld","LVLI"
0x0000267E,"LL_Chem_Loot_StreetTheme_Leveled_100YearOld",2,1,1,0,0x000027C9,"LL_Chem_Street_Leveled_100YearOld","LVLI"
0x0000267E,"LL_Chem_Loot_StreetTheme_Leveled_100YearOld",3,1,1,0,0x00160D2F,"LL_Aid_Any_Leveled","LVLI"
0x000027C8,"LL_Chem_Street_Crafted_Leveled_100YearOld",1,1,1,0,0x0029A856,"Chem_Craft_Amp","ALCH"
0x000027C8,"LL_Chem_Street_Crafted_Leveled_100YearOld",2,3,1,0,0x0029A856,"Chem_Craft_Amp","ALCH"
0x000027C8,"LL_Chem_Street_Crafted_Leveled_100YearOld",3,6,1,0,0x002C5883,"Chem_Hippolyta","ALCH"
0x000027C8,"LL_Chem_Street_Crafted_Leveled_100YearOld",4,14,1,0,0x002C5881,"Chem_Craft_Paramour","ALCH"
0x000027C8,"LL_Chem_Street_Crafted_Leveled_100YearOld",5,14,1,0,0x002C5882,"Chem_Craft_Neurajack","ALCH"
0x000027C8,"LL_Chem_Street_Crafted_Leveled_100YearOld",6,24,1,0,0x002C587F,"Chem_Craft_RedTrench","ALCH"
0x000027C8,"LL_Chem_Street_Crafted_Leveled_100YearOld",7,29,1,0,0x002A5025,"Chem_Craft_Panopticon","ALCH"
0x000027C9,"LL_Chem_Street_Leveled_100YearOld",1,1,1,0,0x000027C8,"LL_Chem_Street_Crafted_Leveled_100YearOld","LVLI"
0x000027C9,"LL_Chem_Street_Leveled_100YearOld",2,1,1,0,0x000027CA,"LL_Chem_Street_Stock_Leveled_100YearOld","LVLI"
0x000027CA,"LL_Chem_Street_Stock_Leveled_100YearOld",1,1,1,0,0x002C5880,"Chem_SynapseAlpha","ALCH"
0x000027CA,"LL_Chem_Street_Stock_Leveled_100YearOld",2,14,1,0,0x0029A85E,"Chem_CQBX","ALCH"
0x000027D2,"LL_Spacesuit_Explorer_01_Landmark_HighestQuality",1,1,1,0,0x000027D3,"LL_Spacesuit_Explorer_01_Landmark_Quality_01","LVLI"
0x000027D2,"LL_Spacesuit_Explorer_01_Landmark_HighestQuality",2,36,1,0,0x000027D4,"LL_Spacesuit_Explorer_01_Landmark_Quality_02","LVLI"
0x000027D2,"LL_Spacesuit_Explorer_01_Landmark_HighestQuality",3,42,1,0,0x000027D6,"LL_Spacesuit_Explorer_01_Landmark_Quality_03","LVLI"
0x000027D2,"LL_Spacesuit_Explorer_01_Landmark_HighestQuality",4,48,1,0,0x000027D7,"LL_Spacesuit_Explorer_01_Landmark_Quality_04","LVLI"
0x000027D3,"LL_Spacesuit_Explorer_01_Landmark_Quality_01",1,1,1,0,0x0003084E,"Spacesuit_Explorer_01_Landmark","ARMO"
0x000027D4,"LL_Spacesuit_Explorer_01_Landmark_Quality_02",1,1,1,0,0x0003084E,"Spacesuit_Explorer_01_Landmark","ARMO"
0x000027D6,"LL_Spacesuit_Explorer_01_Landmark_Quality_03",1,1,1,0,0x0003084E,"Spacesuit_Explorer_01_Landmark","ARMO"
0x000027D7,"LL_Spacesuit_Explorer_01_Landmark_Quality_04",1,1,1,0,0x0003084E,"Spacesuit_Explorer_01_Landmark","ARMO"
0x000027D8,"LL_Spacesuit_Explorer_01_Backpack_Landmark_HighestQuality",1,1,1,0,0x00125148,"LL_Spacesuit_Explorer_01_Backpack_Landmark_Quality_01","LVLI"
0x000027D8,"LL_Spacesuit_Explorer_01_Backpack_Landmark_HighestQuality",2,36,1,0,0x00125158,"LL_Spacesuit_Explorer_01_Backpack_Landmark_Quality_02","LVLI"
0x000027D8,"LL_Spacesuit_Explorer_01_Backpack_Landmark_HighestQuality",3,42,1,0,0x00125159,"LL_Spacesuit_Explorer_01_Backpack_Landmark_Quality_03","LVLI"
0x000027D8,"LL_Spacesuit_Explorer_01_Backpack_Landmark_HighestQuality",4,48,1,0,0x0012515B,"LL_Spacesuit_Explorer_01_Backpack_Landmark_Quality_04","LVLI"
0x000027D9,"LL_Spacesuit_Explorer_01_Helmet_Landmark_HighestQuality",1,1,1,0,0x000027DA,"LL_Spacesuit_Explorer_01_Helmet_Landmark_Quality_01","LVLI"
0x000027D9,"LL_Spacesuit_Explorer_01_Helmet_Landmark_HighestQuality",2,36,1,0,0x000027DB,"LL_Spacesuit_Explorer_01_Helmet_Landmark_Quality_02","LVLI"
0x000027D9,"LL_Spacesuit_Explorer_01_Helmet_Landmark_HighestQuality",3,42,1,0,0x000027DC,"LL_Spacesuit_Explorer_01_Helmet_Landmark_Quality_03","LVLI"
0x000027D9,"LL_Spacesuit_Explorer_01_Helmet_Landmark_HighestQuality",4,48,1,0,0x000027DD,"LL_Spacesuit_Explorer_01_Helmet_Landmark_Quality_04","LVLI"
0x000027DA,"LL_Spacesuit_Explorer_01_Helmet_Landmark_Quality_01",1,1,1,0,0x0003084D,"Spacesuit_Explorer_Helmet_01_Landmark","ARMO"
0x000027DB,"LL_Spacesuit_Explorer_01_Helmet_Landmark_Quality_02",1,1,1,0,0x0003084D,"Spacesuit_Explorer_Helmet_01_Landmark","ARMO"
0x000027DC,"LL_Spacesuit_Explorer_01_Helmet_Landmark_Quality_03",1,1,1,0,0x0003084D,"Spacesuit_Explorer_Helmet_01_Landmark","ARMO"
0x000027DD,"LL_Spacesuit_Explorer_01_Helmet_Landmark_Quality_04",1,1,1,0,0x0003084D,"Spacesuit_Explorer_Helmet_01_Landmark","ARMO"
0x000027DE,"LL_Spacesuit_Mercury_Backpack_HighestQuality",1,1,1,0,0x0012521D,"LL_Spacesuit_Mercury_Backpack_Quality_01","LVLI"
0x000027DE,"LL_Spacesuit_Mercury_Backpack_HighestQuality",2,24,1,0,0x0012521E,"LL_Spacesuit_Mercury_Backpack_Quality_02","LVLI"
0x000027DE,"LL_Spacesuit_Mercury_Backpack_HighestQuality",3,30,1,0,0x00125220,"LL_Spacesuit_Mercury_Backpack_Quality_03","LVLI"
0x000027DE,"LL_Spacesuit_Mercury_Backpack_HighestQuality",4,36,1,0,0x00125221,"LL_Spacesuit_Mercury_Backpack_Quality_04","LVLI"
0x000027DF,"LL_Spacesuit_Mercury_Body_HighestQuality",1,1,1,0,0x000027E0,"LL_Spacesuit_Mercury_Body_Quality_01","LVLI"
0x000027DF,"LL_Spacesuit_Mercury_Body_HighestQuality",2,24,1,0,0x000027E1,"LL_Spacesuit_Mercury_Body_Quality_02","LVLI"
0x000027DF,"LL_Spacesuit_Mercury_Body_HighestQuality",3,30,1,0,0x000027E2,"LL_Spacesuit_Mercury_Body_Quality_03","LVLI"
0x000027DF,"LL_Spacesuit_Mercury_Body_HighestQuality",4,36,1,0,0x000027E3,"LL_Spacesuit_Mercury_Body_Quality_04","LVLI"
0x000027E0,"LL_Spacesuit_Mercury_Body_Quality_01",1,1,1,0,0x001D0F96,"Spacesuit_Mercury_Body","ARMO"
0x000027E1,"LL_Spacesuit_Mercury_Body_Quality_02",1,1,1,0,0x001D0F96,"Spacesuit_Mercury_Body","ARMO"
0x000027E2,"LL_Spacesuit_Mercury_Body_Quality_03",1,1,1,0,0x001D0F96,"Spacesuit_Mercury_Body","ARMO"
0x000027E3,"LL_Spacesuit_Mercury_Body_Quality_04",1,1,1,0,0x001D0F96,"Spacesuit_Mercury_Body","ARMO"
0x000027E4,"LL_Spacesuit_Mercury_Helmet_HighestQuality",1,1,1,0,0x000027E5,"LL_Spacesuit_Mercury_Helmet_Quality_01","LVLI"
0x000027E4,"LL_Spacesuit_Mercury_Helmet_HighestQuality",2,24,1,0,0x000027E6,"LL_Spacesuit_Mercury_Helmet_Quality_02","LVLI"
0x000027E4,"LL_Spacesuit_Mercury_Helmet_HighestQuality",3,30,1,0,0x000027E7,"LL_Spacesuit_Mercury_Helmet_Quality_03","LVLI"
0x000027E4,"LL_Spacesuit_Mercury_Helmet_HighestQuality",4,36,1,0,0x000027E8,"LL_Spacesuit_Mercury_Helmet_Quality_04","LVLI"
0x000027E5,"LL_Spacesuit_Mercury_Helmet_Quality_01",1,1,1,0,0x001D0F94,"Spacesuit_Mercury_Helmet","ARMO"
0x000027E6,"LL_Spacesuit_Mercury_Helmet_Quality_02",1,1,1,0,0x001D0F94,"Spacesuit_Mercury_Helmet","ARMO"
0x000027E7,"LL_Spacesuit_Mercury_Helmet_Quality_03",1,1,1,0,0x001D0F94,"Spacesuit_Mercury_Helmet","ARMO"
0x000027E8,"LL_Spacesuit_Mercury_Helmet_Quality_04",1,1,1,0,0x001D0F94,"Spacesuit_Mercury_Helmet","ARMO"
0x000028AA,"LL_LegendaryItem_ArmorList_100YearOld",1,1,1,0,0x00003EA0,"LL_Spacesuit_100YearOld_Leveled","LVLI"
0x0000297C,"LL_LegendaryItem_ArmorListHelmets_Common_100YearOld",1,1,1,0,0x00003EA3,"LL_Spacesuit_Helmet_100YearOld_Leveled","LVLI"
0x00002988,"LL_LegendaryItem_WeaponList_100YearOld",1,1,1,0,0x00003EA6,"LL_Weapon_Ranged_100YearOld","LVLI"
0x00002988,"LL_LegendaryItem_WeaponList_100YearOld",2,1,1,0,0x00003EA6,"LL_Weapon_Ranged_100YearOld","LVLI"
0x00002988,"LL_LegendaryItem_WeaponList_100YearOld",3,1,1,0,0x00003EA4,"LL_Weapon_Melee_100YearOld","LVLI"
0x0000298C,"LL_LegendaryItem_WeaponListHandguns_Common_100YearOld",1,1,1,0,0x00003EA8,"LL_Weapon_Ranged_Handgun_100YearOld","LVLI"
0x00002AC6,"LL_LegendaryItem_WeaponListHandguns_Rare_100YearOld",1,1,1,0,0x0000416E,"LL_Weapon_Ranged_Handgun_Rare_100YearOld","LVLI"
0x00002AD8,"LL_LegendaryItem_WeaponListHeavyWeapons_Common_100YearOld",1,1,1,0,0x000042AC,"LL_Weapon_Ranged_Heavy_100YearOld","LVLI"
0x00002ADC,"LL_LegendaryItem_WeaponListRiflesShotguns_Common_100YearOld",1,1,1,0,0x00108EED,"LL_Loot_Display_Weapon_Rifle_Or_Shotgun_100YearOld","LVLI"
0x00002B51,"LL_LegendaryItem_WeaponListRiflesShotguns_Rare_100YearOld",1,1,1,0,0x00108EEE,"LL_Weapon_Ranged_Rifle_Or_Shotgun_Rare_100YearOld","LVLI"
0x00002D19,"LL_Spacesuit_UCMarine_LightArmored_AnyPart_AnyQuality",1,1,1,0,0x0015FD7E,"LL_Spacesuit_UCMarine_Backpack_AnyQuality","LVLI"
0x00002D19,"LL_Spacesuit_UCMarine_LightArmored_AnyPart_AnyQuality",2,1,1,0,0x000042D6,"LL_Spacesuit_UCMarine_LightArmored_Body_AnyQuality","LVLI"
0x00002D19,"LL_Spacesuit_UCMarine_LightArmored_AnyPart_AnyQuality",3,1,1,0,0x0015FD7D,"LL_Spacesuit_UCMarine_Helmet_AnyQuality","LVLI"
0x00002FA5,"LL_Outfit_Neon_Gang_Disciples",1,1,1,0,0x003C1311,"Clothes_Crimson_Gang_Disciples_01","ARMO"
0x00002FA5,"LL_Outfit_Neon_Gang_Disciples",2,1,1,0,0x003C1312,"Clothes_Crimson_Gang_Disciples_02","ARMO"
0x00002FA5,"LL_Outfit_Neon_Gang_Disciples",3,1,1,0,0x002262D3,"Clothes_Neon_Gang_Disciples_01","ARMO"
0x000032B4,"LL_Loot_Aid_or_Chem_Leveled_100YearOld",1,1,1,0,0x00160D2F,"LL_Aid_Any_Leveled","LVLI"
0x000032B4,"LL_Loot_Aid_or_Chem_Leveled_100YearOld",2,1,1,0,0x00160D2D,"LL_Chem_Military_Leveled","LVLI"
0x000032B4,"LL_Loot_Aid_or_Chem_Leveled_100YearOld",3,1,1,0,0x000027C9,"LL_Chem_Street_Leveled_100YearOld","LVLI"
0x000032ED,"LL_Vendor_Aid_MedicalStore_Limited",1,1,5,0,0x00160D30,"LL_Aid_Basic_Leveled","LVLI"
0x000032ED,"LL_Vendor_Aid_MedicalStore_Limited",2,1,4,0,0x00160D2E,"LL_Aid_Advanced_Leveled","LVLI"
0x000032ED,"LL_Vendor_Aid_MedicalStore_Limited",3,1,5,0,0x000AC8E2,"LL_Aid_Affl_Basic_Leveled","LVLI"
0x000032ED,"LL_Vendor_Aid_MedicalStore_Limited",4,1,4,0,0x002B1B6F,"LL_Aid_Affl_Leveled_Any","LVLI"
0x000032ED,"LL_Vendor_Aid_MedicalStore_Limited",5,1,3,0,0x00160D2F,"LL_Aid_Any_Leveled","LVLI"
0x000032ED,"LL_Vendor_Aid_MedicalStore_Limited",6,1,1,0,0x00143CB1,"Aid_Craft_JunkFlush","ALCH"
0x000032ED,"LL_Vendor_Aid_MedicalStore_Limited",7,1,1,75,0x00143CB1,"Aid_Craft_JunkFlush","ALCH"
0x000032EE,"LLC_Vendor_City_AC_MaryCartwrightContainer",1,1,1,0,0x0003E57B,"LL_Vendor_Credits_ConvenienceStore","LVLI"
0x000032EE,"LLC_Vendor_City_AC_MaryCartwrightContainer",2,1,1,0,0x000032ED,"LL_Vendor_Aid_MedicalStore_Limited","LVLI"
0x000032EF,"LLC_Vendor_ECS_LoreleiContainer",1,1,1,0,0x000032ED,"LL_Vendor_Aid_MedicalStore_Limited","LVLI"
0x000032F0,"LLC_Vendor_MQ207C_DrBarakovaMedicalContainer",1,1,1,0,0x0003E57B,"LL_Vendor_Credits_ConvenienceStore","LVLI"
0x000032F0,"LLC_Vendor_MQ207C_DrBarakovaMedicalContainer",2,1,1,0,0x000032ED,"LL_Vendor_Aid_MedicalStore_Limited","LVLI"
0x000032F1,"LLC_Vendor_City_CY_CharlieContainer",1,1,1,0,0x00004105,"LL_Vendor_Credits_FranchiseStore","LVLI"
0x000032F1,"LLC_Vendor_City_CY_CharlieContainer",2,1,1,0,0x001B387C,"LL_Vendor_Aid_MedicalStore_WellStocked","LVLI"
0x000032F1,"LLC_Vendor_City_CY_CharlieContainer",3,1,1,0,0x0030B587,"LL_Vendor_UC03_PickMeUp","LVLI"
0x000032F2,"LLC_Vendor_City_Neon_JosephManningContainer",1,1,1,0,0x00004105,"LL_Vendor_Credits_FranchiseStore","LVLI"
0x000032F2,"LLC_Vendor_City_Neon_JosephManningContainer",2,1,1,0,0x001B387C,"LL_Vendor_Aid_MedicalStore_WellStocked","LVLI"
0x000032F3,"LLC_Vendor_NH_GiulianaContainer",1,1,1,0,0x0003E57B,"LL_Vendor_Credits_ConvenienceStore","LVLI"
0x000032F3,"LLC_Vendor_NH_GiulianaContainer",2,1,1,0,0x000032ED,"LL_Vendor_Aid_MedicalStore_Limited","LVLI"
0x000032F4,"LLC_Vendor_Station_ClinicContainer",1,1,1,0,0x00004105,"LL_Vendor_Credits_FranchiseStore","LVLI"
0x000032F4,"LLC_Vendor_Station_ClinicContainer",2,1,1,0,0x001B387C,"LL_Vendor_Aid_MedicalStore_WellStocked","LVLI"
0x000032F4,"LLC_Vendor_Station_ClinicContainer",3,1,5,0,0x002A9DE8,"Aid_EmergencyKit","ALCH"
