FormID, EditorID, Full, Description, Model, FLLD, NAM1, XFLG, Includes, Properties, AttachParentSlots, DataName, AttachPointFormId, AttachPoint, Unknown1, Unknown2, Unknown3
0x00015CD9,"mod_M1919_Slide_Standard","Standard Slide","","Weapons\M1919\m1919_slide_standard.nif",1,0,0,0,1,1,"TESObjectWEAP_InstanceData",0x0012ECEE,"ap_gun_Slide",0x0000,0x0000,0x00000000
0x00015CDA,"mod_XM2311_Slide_Custom","Custom Slide","","Weapons\M1919\M1919_Slide_Custom.nif",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0012ECEE,"ap_gun_Slide",0x0000,0x0000,0x00000000
0x000164D8,"mod_Armor_Helmet_ENV_Mercury","Thermal Resistance","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x001AEB52,"ap_armor_ENV_Resist",0x0000,0x0000,0x00000000
0x000164D9,"mod_Armor_Spacesuit_ENV_Mercury","Airborne Resistance","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x001AEB52,"ap_armor_ENV_Resist",0x0000,0x0000,0x00000000
0x000164DB,"mod_Armor_Backpack_ENV_Mercury","Airborne Resistance","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x001AEB52,"ap_armor_ENV_Resist",0x0000,0x0000,0x00000000
0x0001671C,"bot_ModelA_Civ_01","","","",1,0,0,0,2,0,"TESNPC_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x00018DE6,"SpaceshipEnergyGatlingWeaponMod","Spaceship Gatling Laser","","Ships\Discovery\Parts\WeaponTypeA.nif",1,0,0,0,2,0,"Spaceship_InstanceData",0x00249FEA,"ap_WeaponTypeA",0x0000,0x0000,0x00000000
0x000191EF,"mod_Grendel_Receiver_FullAuto_Standard","Fully Automatic","Improved damage and rate of fire. Inferior Range.","Weapons\Bullpup\Bullpup_Receiver.nif",1,0,0,1,5,8,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x000191F0,"mod_Grendel_Mag_Standard","Standard Magazine","","Weapons\Bullpup\Bullpup_Mag_E-Ink.nif",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x000191F1,"mod_Grendel_Barrel_Slab","Tech Barrel","Superior range and sighted accuracy. Better recoil. Reduced hip-fire accuracy.","Weapons\Bullpup\bullpup_barreltech.nif",1,0,0,1,15,3,"TESObjectWEAP_InstanceData",0x0002249D,"ap_gun_Barrel",0x0000,0x0000,0x00000000
0x000191F2,"OLDmod_Grendel_Scope_ReconScope","Recon Scope","Tracks targets. Superior magnification and sighted accuracy.","Weapons\Bullpup\Bullpup_Scope_Electronic.nif",1,0,0,1,0,0,"TESObjectWEAP_InstanceData",0x00022499,"ap_gun_Scope",0x0000,0x0000,0x00000000
0x000191F4,"OLDmod_Grendel_Scope_SightsIronGlow","Tritium Sights","","Weapons\Bullpup\Bullpup_Sights_Iron_Glow.nif",1,0,0,1,1,1,"TESObjectWEAP_InstanceData",0x00022499,"ap_gun_Scope",0x0000,0x0000,0x00000000
0x000191F5,"mod_Grendel_Barrel_Standard","Standard Barrel","","Weapons\Bullpup\Bullpup_Barrel_Standard.nif",1,0,0,0,2,3,"TESObjectWEAP_InstanceData",0x0002249D,"ap_gun_Barrel",0x0000,0x0000,0x00000000
0x000191F6,"DONOTUSE_CUTmod_Grendel_LightLaser_LaserSightFlashlight_Combo","Combination Light and Laser","Adds Flashlight and Laser Sight Combo","Weapons\Bullpup\bullpup_lightlaser_combo.nif",1,0,0,0,0,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x00019370,"mod_Solstice_Internal_PrecisionTuning","Precision Tuning","","",1,0,0,1,0,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x000193E5,"mod_PumpShotgun_Grip_Stock","Stock","Standard Stock","Weapons\pumpshotgun\PumpShotgun_Stock_Standard.nif",1,0,0,0,13,0,"TESObjectWEAP_InstanceData",0x0002249F,"ap_gun_Grip",0x0000,0x0000,0x00000000
0x0001BC48,"OLD_mod_LaserRifle_Receiver_Pirate","Pirate Receiver","Improved damage. Inferior Range.","Weapons\Laser_Rifle\Pirate\Pirate_LaserRifle_Rev1.nif",1,0,0,0,3,5,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x0001BC4A,"OLDmod_Orion_Mag_Battery","Battery","Better ammo capacity.","Weapons\Laser_Rifle\Pirate\Mag_Battery.nif",1,0,0,0,0,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x0001BC4B,"mod_Equinox_Barrel_Standard","Standard Barrel","","Weapons\laserrifle\pirate_laserrifle_barrel.nif",1,0,0,0,3,3,"TESObjectWEAP_InstanceData",0x0002249D,"ap_gun_Barrel",0x0000,0x0000,0x00000000
0x0001BC4C,"mod_LaserRifle_Scope_ReflexSight","Reflex Sight","Improved focus and better sighted accuracy.","Weapons\laserrifle\pirate_laserrifle_reflexsight.nif",1,0,0,0,2,1,"TESObjectWEAP_InstanceData",0x00022499,"ap_gun_Scope",0x0000,0x0000,0x00000000
0x0001BC4D,"OLDmod_Orion_BarrelCover","Laser Rifle Barrel Cover","Improved damage and rate of fire. Inferior Range.","Weapons\Laser_Rifle\Pirate\Pirate_Shell.nif",1,0,0,0,0,0,"TESObjectWEAP_InstanceData",0x0001BC46,"ap_gun_Cover",0x0000,0x0000,0x00000000
0x0001BC4E,"OLDmod_Orion_Pirate_PowerAmp","Laser Rifle Power Amp","Improved damage. Inferior Range.","Weapons\Laser_Rifle\Pirate\Pirate_PowerAmp.nif",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0001BC46,"ap_gun_Cover",0x0000,0x0000,0x00000000
0x0001BC80,"mod_CCT_Skin_OctopedeAHexohermit_CataxiNymph","Octopede A Hexohermit Cataxi Nymph Special","Octopede A Hexohermit Cataxi Nymph Special Skin","",1,0,0,0,8,0,"TESNPC_InstanceData",0x002AD3EB,"ap_CCT_Skin",0x0000,0x0000,0x00000000
0x0001D618,"BuildableSpaceshipGravJumpMod","Grav Jump Mod","allows spaceship to grav jump","",1,0,0,0,2,0,"Spaceship_InstanceData",0x00008226,"ap_GravDrive",0x0000,0x0000,0x00000000
0x00022701,"mod_CCT_Special_RL039_Swarmling","RL039 Swarmling Speed and Jump Mult","250 SpeedMult and x6 jump mult","",1,0,0,0,3,0,"TESNPC_InstanceData",0x0020AA18,"ap_CCT_Special",0x0000,0x0000,0x00000000
0x00022709,"LDCreatureMod_mod_Size_035_040","LD Specific Size 0.35 - 0.4","","",1,0,0,0,3,0,"TESNPC_InstanceData",0x002AD3EA,"ap_CCT_Size",0x0000,0x0000,0x00000000
0x0002270D,"mod_CCT_Combat_Tough","Tough","5x default health.","",1,0,0,0,1,0,"TESNPC_InstanceData",0x0025614F,"ap_CCT_Combat_Def_1",0x0000,0x0000,0x00000000
0x000242FB,"mod_Flora_Pod_BloodStoneTall","","","Landscape\Flora\Bloodstone\bloodstonemineralvertical01.nif",1,0,0,0,0,0,"TESFlora_InstanceData",0x0029FE1C,"ap_flora_pod",0x0000,0x0000,0x00000000
0x000242FC,"mod_Flora_Pod_BloodStoneFlat","","","Landscape\Flora\Bloodstone\bloodstonemineralhoriztonal.nif",1,0,0,0,0,0,"TESFlora_InstanceData",0x0029FE1C,"ap_flora_pod",0x0000,0x0000,0x00000000
0x000242FD,"mod_Flora_Base_BloodstoneTall","","","Landscape\Flora\Bloodstone\bloodstonemineralverticalbase01.nif",1,0,0,0,0,1,"TESFlora_InstanceData",0x0029FE1E,"ap_flora_base",0x0000,0x0000,0x00000000
0x000242FE,"mod_Flora_Base_BloodStoneFlat","","","Landscape\Flora\Bloodstone\bloodstonemineralhoriztonalbase01.nif",1,0,0,0,0,1,"TESFlora_InstanceData",0x0029FE1E,"ap_flora_base",0x0000,0x0000,0x00000000
0x00025CE4,"bot_ModelS_Crimsonfleet_Turret_Heavy_Auto","","","",1,0,0,0,2,0,"TESNPC_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x00025CE7,"bot_ModelS_Crimsonfleet_Body_Light","","","",1,0,0,0,0,0," NONE",0x00000000,"",0x0000,0x0000,0x00000000
0x00025CE9,"bot_ModelS_Crimsonfleet_Turret_Light_Auto","","","",1,0,0,0,2,0,"TESNPC_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x00025F65,"mod_CCT_Skin_OctopedeAHexohermit_CataxiQueen","Octopede A Hexohermit Cataxi Queen Special","Octopede A Hexohermit Cataxi Queen Special Skin","",1,0,0,0,8,0,"TESNPC_InstanceData",0x002AD3EB,"ap_CCT_Skin",0x0000,0x0000,0x00000000
0x00025F66,"mod_CCT_Skin_OctopedeAHexohermit_CataxiRanged","Octopede A Hexohermit Cataxi Ranged Special","Octopede A Hexohermit Cataxi Ranged Special Skin","",1,0,0,0,8,0,"TESNPC_InstanceData",0x002AD3EB,"ap_CCT_Skin",0x0000,0x0000,0x00000000
0x00028A03,"mod_Grendel_Grip_Standard","Standard Grip",".","Weapons\Bullpup\Bullpup_Grip.nif",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0002249F,"ap_gun_Grip",0x0000,0x0000,0x00000000
0x000297F8,"mod_CCT_Attack_Spitter_Fire","Spitter Fire","Creature attacks with blasts of fire out of its mouth.","",1,0,0,0,3,0,"TESNPC_InstanceData",0x002AD3E6,"ap_CCT_Attack_1",0x0000,0x0000,0x00000000
0x000297F9,"mod_CCT_Attack_Spitter_Ice","Spitter Ice","Creature attacks with blasts of ice out of its mouth.","",1,0,0,0,3,0,"TESNPC_InstanceData",0x002AD3E6,"ap_CCT_Attack_1",0x0000,0x0000,0x00000000
0x0002B402,"mod_Razorback_Grip_Standard","Standard Grip","","Weapons\Razorback\Grip.nif",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0002249F,"ap_gun_Grip",0x0000,0x0000,0x00000000
0x0002BD52,"mod_Grendel_Laser_ReconSight","Recon Laser Sight","Adds a recon sight.","Weapons\Bullpup\bullpup_lightlaser_combo.nif",1,0,0,1,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x0002D773,"mod_XM2311_Barrel_Standard","Standard Barrel","","Weapons\M1919\m1919_barrel_custom.nif",1,0,0,0,1,2,"TESObjectWEAP_InstanceData",0x0002249D,"ap_gun_Barrel",0x0000,0x0000,0x00000000
0x0002E1E7,"mod_Grendel_Mag_ArmorPiercing","Armor-Piercing Rounds","","Weapons\Bullpup\Bullpup_Mag_E-Ink.nif",1,0,0,1,0,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x0002E1E8,"mod_Grendel_Mag_Whitehot","Whitehot Rounds","","Weapons\Bullpup\Bullpup_Mag_E-Ink.nif",1,0,0,1,0,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x0002EE29,"mod_Stinger_Mag_Standard","Standard Magazine","Standard.","Weapons\StingerPistol\stinger_mag.nif",1,0,0,0,3,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x0002EE2A,"mod_Stinger_Scope_SightsIron","Standard Sights","Standard.","Weapons\StingerPistol\stinger_sights.nif",1,0,0,0,3,2,"TESObjectWEAP_InstanceData",0x00022499,"ap_gun_Scope",0x0000,0x0000,0x00000000
0x0002EE2B,"CUT_mod_Stinger_Cover","Cover","Lighter weight. Reduced damage.","Weapons\StingerPistol\stinger_cover.nif",1,0,0,0,4,1,"TESObjectWEAP_InstanceData",0x0001BC46,"ap_gun_Cover",0x0000,0x0000,0x00000000
0x0002EE2E,"OLD_mod_Stinger_Receiver_Standard","Standard Receiver","Standard.","Weapons\StingerPistol\stinger.nif",1,0,0,0,3,9,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x0002EE2F,"mod_Stinger_Battery_Standard","Standard Battery","Standard.","Weapons\StingerPistol\stinger_battery.nif",1,0,0,0,3,0,"TESObjectWEAP_InstanceData",0x0002EE28,"ap_gun_Battery",0x0000,0x0000,0x00000000
0x000304C8,"mod_Stinger_Mag_Extended","Extended Mag","Better ammo capacity. Improved reload speed.","Weapons\StingerPistol\mag_extended.nif",1,0,0,1,0,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x0003084A,"mod_Armor_Spacesuit_ENV_KidStuff","Airborne Resistance","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x001AEB52,"ap_armor_ENV_Resist",0x0000,0x0000,0x00000000
0x0003084B,"mod_Armor_Helmet_ENV_KidStuff","Airborne Resistance","","",1,0,0,0,6,0,"TESObjectARMOR_InstanceData",0x001AEB52,"ap_armor_ENV_Resist",0x0000,0x0000,0x00000000
0x00031EAE,"CUT_mod_Shotty_Muzzle_Compensator","Choke","","Weapons\Shotty\Shotty_Compensator.nif",1,0,0,1,1,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x00031EB0,"mod_AVM_Grendel_Grendel_Tactical","","","",1,0,0,0,2,0,"TESObjectWEAP_InstanceData",0x001F076C,"ap_AVM_Weapon_Skin",0x0000,0x0000,0x00000000
0x000321F2,"mod_Flora_Pod_Salvia","","","Landscape\Flora\florapods\florapodsalvia.nif",1,0,0,0,0,0,"TESFlora_InstanceData",0x0029FE1C,"ap_flora_pod",0x0000,0x0000,0x00000000
0x00032214,"mod_Flora_Pod_Lifebell","","","Landscape\Flora\florapods\FloraPodLifebell01.nif",1,0,0,0,0,0,"TESFlora_InstanceData",0x0029FE1C,"ap_flora_pod",0x0000,0x0000,0x00000000
0x00032216,"mod_Flora_Pod_Mumflower","","","Landscape\Flora\florapods\FloraPodMumFlower01.nif",1,0,0,0,0,0,"TESFlora_InstanceData",0x0029FE1C,"ap_flora_pod",0x0000,0x0000,0x00000000
0x0003A698,"mod_Novalight_ParticleWeapons","Default Particle Weapon Effects","","",1,0,0,1,0,0,"TESObjectWEAP_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x0003AF7D,"mod_Armor_Spacesuit_Quality_05","","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x0011E2C1,"ap_armor_Quality",0x0000,0x0000,0x00000000
0x0003AF7E,"mod_Armor_Spacesuit_DR_Offset_Reward","","","",1,0,0,0,4,0,"TESObjectARMOR_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x0003AF7F,"mod_Armor_Backpack_Quality_05","","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x0011E2C1,"ap_armor_Quality",0x0000,0x0000,0x00000000
0x0003AF80,"mod_Armor_Helmet_Quality_05","","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x0011E2C1,"ap_armor_Quality",0x0000,0x0000,0x00000000
0x0003AF81,"mod_Armor_Helmet_DR_Offset_Reward","","","",1,0,0,0,4,0,"TESObjectARMOR_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x0003AF82,"mod_Armor_Backpack_DR_Offset_Reward","","","",1,0,0,0,4,0,"TESObjectARMOR_InstanceData",0x00000000,"",0x0000,0x0000,0x00000000
0x0003B6C5,"mod_CCT_Legendary_Base_1_Human","Legendary Base Mod 1","Increases base stats of legendary creature.","",1,0,0,0,2,0,"TESNPC_InstanceData",0x00155704,"ap_CCT_Legendary_Base",0x0000,0x0000,0x00000000
0x0003B7D9,"mod_Sidestar_Muzzle_None","No Mod","","",1,0,0,0,1,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x0003BC5D,"mod_Bridger_Grip_TacticalStock","Tactical Stock","","Weapons\bridger\Bridger_TacticalStock.nif",1,0,0,1,0,0,"TESObjectWEAP_InstanceData",0x0002249F,"ap_gun_Grip",0x0000,0x0000,0x00000000
0x0003BC5E,"mod_Bridger_Grip_StandardStock","Standard Stock","","Weapons\bridger\Bridger_Stock.nif",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0002249F,"ap_gun_Grip",0x0000,0x0000,0x00000000
0x0003EFA8,"mod_Armor_Helmet_Quality_05_CrimsonFleet_Charger","","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x0011E2C1,"ap_armor_Quality",0x0000,0x0000,0x00000000
0x0003EFA9,"mod_Armor_Helmet_Quality_05_CrimsonFleet_Officer","","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x0011E2C1,"ap_armor_Quality",0x0000,0x0000,0x00000000
0x0003EFAA,"mod_Armor_Spacesuit_Quality_02_CrimsonFleet_Charger","Standard","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x0011E2C1,"ap_armor_Quality",0x0000,0x0000,0x00000000
0x0003EFAB,"mod_Armor_Spacesuit_Quality_02_CrimsonFleet_Officer","Standard","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x0011E2C1,"ap_armor_Quality",0x0000,0x0000,0x00000000
0x0003EFAC,"mod_Armor_Spacesuit_Quality_03_CrimsonFleet_Charger","","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x0011E2C1,"ap_armor_Quality",0x0000,0x0000,0x00000000
0x0003EFAD,"mod_Armor_Spacesuit_Quality_03_CrimsonFleet_Officer","","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x0011E2C1,"ap_armor_Quality",0x0000,0x0000,0x00000000
0x0003EFAE,"mod_Armor_Spacesuit_Quality_04_CrimsonFleet_Charger","","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x0011E2C1,"ap_armor_Quality",0x0000,0x0000,0x00000000
0x0003EFAF,"mod_Armor_Spacesuit_Quality_04_CrimsonFleet_Officer","","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x0011E2C1,"ap_armor_Quality",0x0000,0x0000,0x00000000
0x0003EFB0,"mod_Armor_Spacesuit_Quality_05_CrimsonFleet_Charger","","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x0011E2C1,"ap_armor_Quality",0x0000,0x0000,0x00000000
0x0003EFB1,"mod_Armor_Spacesuit_Quality_05_CrimsonFleet_Officer","","","",1,0,0,0,5,0,"TESObjectARMOR_InstanceData",0x0011E2C1,"ap_armor_Quality",0x0000,0x0000,0x00000000
0x000403A1,"mod_AVM_Maelstrom_Clean","","","",1,0,0,0,2,0,"TESObjectWEAP_InstanceData",0x001F076C,"ap_AVM_Weapon_Skin",0x0000,0x0000,0x00000000
0x000403AA,"mod_AVM_Kraken_Clean","","","",1,0,0,0,2,0,"TESObjectWEAP_InstanceData",0x001F076C,"ap_AVM_Weapon_Skin",0x0000,0x0000,0x00000000
0x00042C7E,"mod_CCT_Skin_MantidAPumiceStone_RedCanyon","MantidA Pumice Stone Red Canyon Skin - RESERVED","UNIQUE MantidA Pumice Stone Skin Red Canyon","",1,0,0,0,11,0,"TESNPC_InstanceData",0x002AD3EB,"ap_CCT_Skin",0x0000,0x0000,0x00000000
0x00042D24,"mod_InflictorPistol_Muzzle_None","No Mod","","",1,0,0,0,1,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x00042D25,"mod_InflictorPistol_Laser_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x00042D26,"mod_InflictorPistol_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x00042D3B,"mod_InflictorRifle_Muzzle_None","No Mod","","",1,0,0,0,1,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x00042D3C,"mod_InflictorRifle_Laser_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x00042D3D,"mod_InflictorRifle_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x00042D8C,"mod_ArcWelder_Receiver_Standard","Standard Receiver","","Weapons\ArcWelder\ArcWelder.nif",1,0,0,0,1,4,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x00042D8D,"mod_ArcWelder_Muzzle_None","No Mod","","",1,0,0,0,1,2,"TESObjectWEAP_InstanceData",0x0002249C,"ap_gun_Muzzle",0x0000,0x0000,0x00000000
0x00042D8E,"mod_ArcWelder_Laser_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x00042D8F,"mod_ArcWelder_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
0x00042D90,"mod_ArcWelder_Grip_Standard","Standard Grip","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0002249F,"ap_gun_Grip",0x0000,0x0000,0x00000000
0x00042D99,"mod_AutoRivet_Receiver_Standard","Standard Receiver","","Weapons\AutoRivet\autorivet.nif",1,0,0,0,1,5,"TESObjectWEAP_InstanceData",0x00024004,"ap_gun_receiver",0x0000,0x0000,0x00000000
0x00042D9A,"mod_AutoRivet_Mag_Standard","Standard Magazine","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x0005D4D7,"ap_gun_Mag",0x0000,0x0000,0x00000000
0x00042D9B,"mod_AutoRivet_Laser_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x000191EE,"ap_gun_Laser",0x0000,0x0000,0x00000000
0x00042D9C,"mod_AutoRivet_Internal_None","No Mod","","",1,0,0,0,1,0,"TESObjectWEAP_InstanceData",0x00147AFE,"ap_gun_InternalMod",0x0000,0x0000,0x00000000
