FormID, EditorID, Description, Name, Unknown1, Unknown2, Unknown3, Unknown4, Unknown5, Unknown6, Unknown7, Unknown8, Unknown9, Unknown10, Unknown11, Unknown12, Unknown13, Unknown14, Unknown15, Unknown16, Unknown17, Unknown18, Unknown19, Unknown20, Unknown21, Unknown22, Unknown23, Unknown24, Unknown25, Unknown26, Unknown27, Unknown28, Unknown29, Unknown30, Unknown31, Unknown32, Unknown33, Unknown34
0x0001296E, "Chem_IMOD_Drink_Alc_HalfStrength", "Alcohol Half Strength IMOD", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "1", "1", "-1929379840", "1024", "0", "0", "-1", "0", "0", "0"
0x0001675A, "abBoostpackRayCaster", "Boostpack Effect script", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "-1845477504", "0", "0", "0", "0", "0", "0", "0"
0x00016A7C, "abVFX_SpaceShipNPCGravJump", "VFX NPC Grav Jump", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "93709", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "1", "0", "235028352", "1024", "0", "0", "0", "0", "0", "0"
0x00018A86, "RestoreRadsCompanion", "Remove Radiation", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "737", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3", "1", "-2013249664", "0", "0", "0", "0", "0", "0", "0"
0x0001CAC3, "AbFortifyRepairRate", "Fortify Repair Rate", "+<mag> repair rate", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "117440", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "167919488", "0", "0", "0", "0", "0", "0", "0"
0x00021368, "Sharpshooting04_Effect", "Sharpshooting Rank 4 Effect", "Used by Sharpshooting skill to check for and apply crit chance increase.", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "257", "-1946009728", "0", "0", "0", "0", "0", "0", "0"
0x00021A85, "MQ207C_ArtifactExperimentBeamHazardVFXEffect", "Accelerator Beam", "", "0", "0", "0", "0", "991481", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "258", "234897280", "0", "0", "0", "0", "0", "0", "0"
0x00022278, "AbFortifyShipKineticWeaponDamagePercent", "Fortify Grav Jump Max Distance", "+<mag>% kinetic weapon damage", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "139875", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "167919488", "0", "0", "0", "0", "0", "0", "0"
0x00022279, "AbFortifyShipEnergyWeaponDamagePercent", "Fortify Energy Weapon Damage", "+<mag>% energy weapon damage", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "139876", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "167919488", "0", "0", "0", "0", "0", "0", "0"
0x0002227A, "AbFortifyShipEMWeaponDamagePercent", "Fortify EM Weapon power", "+<mag>% electromagnetic weapon damage", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "139877", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "167919488", "0", "0", "0", "0", "0", "0", "0"
0x00023735, "RestoreHealthGeneric", "Restore Health", "Restore <mag> points of Health.", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "724", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3", "1", "134233984", "32", "0", "0", "0", "0", "0", "0"
0x00023C61, "FireHazardEffect", "Fire Damage", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "724", "0", "747", "0", "0", "0", "0", "0", "0", "0", "3", "257", "134561664", "0", "0", "0", "0", "0", "0", "0"
0x00023F16, "WaterRadiationHazardEffect_OBSOLETE", "Radiation Damage", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "737", "0", "747", "0", "0", "0", "0", "0", "0", "0", "3", "0", "168116096", "1024", "0", "0", "0", "0", "0", "0"
0x00024000, "RestoreHealthChem", "Chem: Restore Health", "Restores <mag> Health/s for <dur>", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "31", "0", "0", "0", "3", "1", "16256", "24", "0", "0", "0", "0", "0", "0"
0x0002466C, "RegenerateBoostpackFuel", "Regenerate Boostpack Fuel", "Regenerate <mag> points of boostpack fuel per second", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "147489", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "-1979695232", "32", "0", "0", "0", "0", "0", "0"
0x00029284, "Terrormorph_ArtifactPowerVoidForm_Ab", "Void Form", "Stealth Field for <dur> seconds.", "0", "0", "0", "0", "1547714", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "49", "0", "0", "0", "3", "0", "437403520", "1026", "0", "0", "0", "0", "0", "0"
0x000295F0, "ENV_AFFL_Prognosis_Injury_0_Poor", "Prognosis: <font color="#FF0000">Poor</font>", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3047764", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "-1", "0", "0", "0"
0x000295F1, "ENV_AFFL_Prognosis_Injury_1_Stable", "Prognosis: <font color="#009933">Stable</font>", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3047764", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "-1", "0", "0", "0"
0x000295F2, "ENV_AFFL_Prognosis_Injury_2_Good", "Prognosis: <font color="#009933">Good</font>", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3047764", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "-1", "0", "0", "0"
0x000295F3, "ENV_AFFL_Prognosis_Injury_3_Excellent", "Prognosis: <font color="#009933">Excellent</font>", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3047764", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "-1", "0", "0", "0"
0x0002A6F2, "ShipCriticalHitEffect_Starborn", "Critical Hit - Starborn weapon", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "1", "1", "-1744814208", "4096", "0", "0", "0", "0", "0", "0"
0x0002A6F3, "ShipCriticalHitEffect_Energy", "Critical Hit - Energy weapon", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "1", "1", "-1744814208", "4096", "0", "0", "0", "0", "0", "0"
0x0002A6F4, "ShipCriticalHitEffect_Ballistic", "Critical Hit - Ballistic weapon", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "1", "1", "-1744814208", "4096", "0", "0", "0", "0", "0", "0"
0x0002A6F5, "ShipCriticalHitEffect_EM", "Critical Hit - EM weapon", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "1", "1", "-1744814208", "4096", "0", "0", "0", "0", "0", "0"
0x0002A74C, "COM_AddictionEffect", "Companion Addiction Comment Effect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "0", "-2147467392", "0", "0", "0", "0", "0", "0", "0"
0x0002B8A9, "CarryBoostpackFuel", "Set boostpack fuel capacity", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "147489", "0", "0", "0", "0", "0", "50", "0", "0", "0", "0", "0", "-2147336320", "0", "0", "0", "0", "0", "0", "0"
0x0002E54F, "ffVFX_StarbornDeath", "Starborn Death VFX", "", "0", "0", "0", "0", "189776", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "1", "-1711259776", "5120", "0", "0", "0", "0", "1084227584", "0"
0x0002EE0F, "AbFortifyGravJumpDistancePerFuel", "Fortify Grav Jump Distance Per Fuel", "+<mag> Grav Jump Distance Per Fuel", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "34126", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "167919488", "0", "0", "0", "0", "0", "0", "0"
0x0002EE14, "AbFortifyGravJumpCalc", "Fortify Grav Jump Calc", "+<mag> Grav Jump Calc", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "33310", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "168181632", "0", "0", "0", "0", "0", "0", "0"
0x000367A9, "abStarbornScriptEffect", "Starborn Script", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "-65536", "503382015", "4096", "0", "0", "0", "0", "0", "0"
0x0003693E, "FortifyHealth", "Fortify Health", "+<mag> Health for <dur>", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "724", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "1", "134365056", "0", "0", "0", "0", "0", "0", "0"
0x000385C9, "Env_DmgHealthSelf", "Env_DmgHealthSelf", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "724", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "-2144075775", "134527671", "0", "0", "0", "-1162379212", "0", "0", "0"
0x0003905B, "MQ302B_Space_abModIncomingDamageFakeCombatAllyShipEffect", "LC088_Space_abModIncomingDamageFakeCombatAllyShipEffect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "233564", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "0", "234881024", "0", "0", "0", "-1", "0", "0", "0"
0x0003B806, "Trait_SerpentsEmbrace_DummyEffect_Buff", "Serpent's Embrace", "+<mag> Health and O2", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "769", "131072", "1024", "0", "0", "0", "0", "0", "0"
0x0003CC95, "ScannerGuideEffect", "ScannerGuideEffect", "", "1096915", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "25", "0", "0", "0", "3", "0", "16256", "0", "0", "0", "0", "0", "1073741824", "1073741824"
0x0003CD4B, "Gymnastics_RestoreO2_Effect", "Gymnastics Restore O2", "+<mag> O2 Recovery Rate", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "728", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3", "257", "-2013118592", "24", "0", "0", "0", "0", "0", "0"
0x0003F557, "ENV_Weather_CountHazardousAV", "(Hidden) increments count of weather av", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "259416", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "-2011021440", "1024", "0", "0", "0", "0", "0", "0"
0x00040460, "ENV_DMG_Thermal_Hazard_Heat_Lava_AFFL_Periodic_Chance_Effect", "Lava Burns Chance", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "2301835", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "258", "-2012921984", "1024", "0", "0", "0", "0", "0", "0"
0x00040470, "ENV_DMG_Airborne_Hazard_MicrobialContamination_AFFL_Periodic_Chance_Effect", "Microbial Infection Chance", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "2301835", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "258", "-2012921984", "1024", "0", "0", "0", "0", "0", "0"
0x00040613, "DamageStimFlameHealth", "Damage Health", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "2133451", "0", "1962592", "0", "0", "0", "0", "0", "0", "0", "3", "258", "-2147205248", "0", "0", "0", "0", "0", "0", "0"
0x000459C4, "CureAddiction", "Cure All Addictions", "Cures all Addictions", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "28", "0", "0", "0", "3", "1", "167788416", "0", "0", "0", "0", "0", "0", "0"
0x00046959, "FortifyCarryWeight", "Fortify Carry Weight", "+<mag> Carry Capacity for <dur>", "2532746", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "732", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "1", "134365056", "0", "0", "0", "0", "0", "0", "0"
0x0004696E, "FortifyMeleeDamage_25", "Fortify Melee Damage", "+<mag>% Melee Damage for <dur>", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "576375", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "1", "151142272", "0", "0", "0", "0", "0", "0", "0"
0x0004787E, "ENV_DMG_Airborne_PoorAirQuality_Weather_SoakDepleted_NonExtremePlanet_Effect", "Warning: Suit Protection Depleted", "At risk for afflictions!", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "2374432", "0", "0", "0", "737", "0", "2395441", "0", "0", "0", "0", "0", "0", "0", "3", "0", "405094272", "1032", "0", "0", "0", "0", "0", "0"
0x0004787F, "ENV_DMG_Corrorsive_Weather_SoakDepleted_NonExtremePlanet_Effect", "Warning: Suit Protection Depleted", "At risk of afflictions!", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "2374432", "0", "0", "0", "737", "0", "2395440", "0", "0", "0", "0", "0", "0", "0", "3", "0", "405094272", "1032", "0", "0", "0", "0", "0", "0"
0x00048229, "ModLegendaryEffect_SpaceAdept", "Space Adept", "Increases damage while in space and lowers damage while on a planet.", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1012511", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "0", "-2147467392", "0", "0", "0", "0", "0", "0", "0"
0x0004A0AC, "AbFortifyResistDamage", "Fortify Damage Resist", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "739", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "-1979564160", "0", "0", "0", "0", "0", "0", "0"
0x0004A0C2, "AbFortifyResistRadiationIngest", "Fortify Radiation Resist", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "747", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "167919488", "0", "0", "0", "0", "0", "0", "0"
0x0004A0D2, "AbFortifyHealth", "Fortify Health", "+<mag> Health", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "724", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "-1979564160", "0", "0", "0", "0", "0", "0", "0"
0x0004AC28, "Boostpack_Knockdown_Flame_Visuals", "Boostpack_Knockdown_Visuals", "", "0", "0", "0", "0", "0", "0", "0", "0", "306215", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "1084227584", "0", "0", "0", "257", "-1879048192", "1024", "0", "0", "0", "0", "0", "0"
0x0004B24F, "AbFortifyCarryWeight", "Fortify Carry Weight", "+<mag> Carry Weight", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "732", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "-1979564160", "0", "0", "0", "0", "0", "0", "0"
0x0005490D, "ArtifactPowerPersonalAtmo_O2RecoveryRate", "Personal Atmo: O2 Recovery Rate", "+<mag> O2 Recovery Rate for <dur>s", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "728", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3", "1", "-2013118592", "24", "0", "0", "0", "0", "0", "0"
0x0005490E, "ArtifactPowerPersonalAtmo_CO2RecoveryRate", "Personal Atmo: CO2 Recovery Rate", "+<mag> CO2 Recovery Rate for <dur>s", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "849", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3", "1", "-2013118592", "24", "0", "0", "0", "0", "0", "0"
0x000559A4, "AbFortifyResistEnergy", "Fortify Energy Resist", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "747", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "-1979564160", "0", "0", "0", "0", "0", "0", "0"
0x000560D2, "MQ204VoidFormEffect", "Void Form", "", "0", "0", "1547713", "0", "1547714", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "11", "0", "0", "0", "3", "0", "436354944", "0", "0", "0", "0", "0", "0", "0"
0x00056E5D, "CCT_DamageMod_AddPerkEffect", "CCT_DamageMod_AddPerkEffect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "2163394", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "-2144075776", "-1912554825", "0", "0", "0", "-1162379212", "0", "0", "0"
0x0005B48C, "RestoreHealthShip", "Repair Hull Damage", "%Repairs <mag>% Ship Hull/s for <dur>", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "724", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3", "1", "134233984", "24", "0", "0", "0", "0", "0", "0"
0x0005C527, "WellRestedEffect", "Well Rested", "+10% XP gain", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "378150", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "1", "151142272", "0", "0", "0", "0", "0", "0", "0"
0x0005D4CD, "ShipAbilityCloaking_Effect", "Void Form", "Cloak yourself in the void and become invisible for <dur> seconds.", "0", "0", "0", "0", "382158", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "11", "0", "0", "0", "3", "1", "402800512", "0", "0", "0", "0", "0", "0", "0"
0x0005DD97, "AbsorbRads", "Absorb Radiation", "Regenrate <mag> points of Radiation per second.", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "737", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3", "1", "136331136", "1024", "0", "0", "0", "0", "0", "0"
0x000612E7, "Legendary_Armor_Disarm_AddPerkEffect", "Legendary_Armor_Disarm_AddPerkEffect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "398069", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "-2144075776", "-1912554825", "0", "0", "0", "-1162379212", "0", "0", "0"
0x000612EC, "Legendary_Armor_Stagger_AddPerkEffect", "Legendary_Armor_Stagger_AddPerkEffect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "398071", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "-2144075776", "-1912554825", "0", "0", "0", "-1162379212", "0", "0", "0"
0x00061D48, "ENV_BaseSoakBalanceAdjustment_EffectENV_BaseSoakBalanceAdjustment_Effect_TEMP_BUG_FIX", "Rebalance (reduce) Base Env_Damage_Soak", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "787", "0", "0", "0", "0", "0", "34", "0", "0", "0", "0", "-65536", "-2147024897", "1024", "0", "0", "0", "0", "0", "0"
0x000622EA, "RegenerateHealthCombatAbility", "Regenerate Health In Combat", "Regenerates health while in combat.", "0", "0", "0", "0", "3927984", "0", "0", "0", "0", "0", "0", "0", "0", "0", "835", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "0", "402800512", "32", "0", "0", "0", "0", "0", "0"
0x000628E8, "DamageHealthPoison", "Damage Health", "<mag> Health/s for <dur>", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "724", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "1", "134561664", "0", "0", "0", "0", "0", "0", "0"
0x000690AC, "Legendary_Helmet_ScannerDMG_AddPerkEffect", "Legendary_Helmet_ScannerDMG_AddPerkEffect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "430257", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "-2144075776", "-1912554825", "0", "0", "0", "-1162379212", "0", "0", "0"
0x000710FF, "Legendary_Armor_FallDamage_AddPerkEffect", "Legendary_Armor_FallDamage_AddPerkEffect", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "762933", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0", "-2144075776", "-1912554825", "0", "0", "0", "-1162379212", "0", "0", "0"
0x00072DF5, "CryoSlow", "Cryo Slow", "", "0", "0", "0", "0", "1678881", "0", "0", "0", "0", "0", "201855", "0", "0", "0", "730", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "257", "403128192", "5120", "0", "0", "0", "0", "0", "0"
0x000738B0, "Chem_Effect_CompanionAffinityIncreaseFaster", "Companion Affinity Increases Faster", "Companion Affinity increases faster for <dur>", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "473259", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "1", "486686592", "0", "0", "0", "0", "0", "0", "0"
0x000738B1, "Chem_Effect_ImprovedResearchCritChance", "Improved Research Crit Chance", "+50% chance of Research Sudden Developments for <dur>", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "473260", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "1", "486686592", "0", "0", "0", "0", "0", "0", "0"
0x000738B3, "Chem_Effect_ReducedResearchCost", "Reduced Research Cost", "Research Projects require fewer resources for <dur>", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "473261", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "1", "486686592", "0", "0", "0", "0", "0", "0", "0"
0x00074C36, "ENV_DMG_Airborne_SuitIntegrityFailure_DamageCarbonDioxide_Effect", "", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "2374431", "0", "0", "0", "847", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3", "0", "-2010693760", "1024", "0", "0", "0", "0", "0", "0"
0x00074C37, "ENV_DMG_Airborne_SuitIntegrityFailure_DamageCarbonDioxide_AddCapacityToFixRedBar_Effect", "", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "2374431", "0", "0", "0", "738", "0", "0", "0", "0", "0", "0", "0", "0", "0", "3", "0", "-2010955904", "1024", "0", "0", "0", "0", "0", "0"
0x00074C39, "ENV_DMG_Airborne_SuitIntegrityFailure_WatchWarningSpam_Effect", "Warning: Suit Failure", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "1", "0", "0", "0", "3", "769", "-2010824832", "1024", "0", "0", "0", "0", "0", "0"
0x0007A9AF, "CryoAnimSlow", "Cryo Anim Slow", "", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "722", "0", "0", "0", "0", "0", "34", "0", "0", "0", "3", "257", "403128192", "5120", "0", "0", "0", "0", "0", "0"
