FormID, EditorID, Model, ChanceNone, Flags, FlagText, Count, MaxCount, UseGlobal, LVLL, Override Name
0x00002FA5,"LL_Outfit_Neon_Gang_Disciples","",0.000000,0,"",3,0,0,0,""
0x000032B4,"LL_Loot_Aid_or_Chem_Leveled_100YearOld","",0.000000,3,"AllLevels EachItem ",3,0,0,0,""
0x000032ED,"LL_Vendor_Aid_MedicalStore_Limited","",0.000000,4,"UseAll ",7,0,0,0,""
0x000032EE,"LLC_Vendor_City_AC_MaryCartwrightContainer","",0.000000,4,"UseAll ",2,0,0,0,""
0x000032EF,"LLC_Vendor_ECS_LoreleiContainer","",0.000000,4,"UseAll ",1,0,0,0,""
0x000032F0,"LLC_Vendor_MQ207C_DrBarakovaMedicalContainer","",0.000000,4,"UseAll ",2,0,0,0,""
0x000032F1,"LLC_Vendor_City_CY_CharlieContainer","",0.000000,4,"UseAll ",3,0,0,0,""
0x000032F2,"LLC_Vendor_City_Neon_JosephManningContainer","",0.000000,4,"UseAll ",2,0,0,0,""
0x000032F3,"LLC_Vendor_NH_GiulianaContainer","",0.000000,4,"UseAll ",2,0,0,0,""
0x000032F4,"LLC_Vendor_Station_ClinicContainer","",0.000000,4,"UseAll ",4,0,0,0,""
0x000032F5,"LLC_Vendor_Station_Key_SaminaMizra_Container","",0.000000,4,"UseAll ",4,0,0,0,""
0x000032FA,"LL_Loot_Ammo_100YearOld","",0.000000,0,"",1,0,0,0,""
0x000032FC,"LL_Loot_ChemKit_Chem_Same_100YearOld","",0.000000,1,"AllLevels ",5,0,0,0,""
0x000032FE,"LL_Loot_Legendary_Human_100YearOld_Rank_1","",0.000000,2,"EachItem ",4,0,0,1,""
0x00003300,"LL_Loot_Legendary_Human_100YearOld_Rank_2","",75.000000,2,"EachItem ",4,0,2424024,2,""
0x00003360,"LL_Loot_Legendary_Human_100YearOld_Rank_3","",95.000000,2,"EachItem ",4,0,2424023,3,""
0x00003362,"LL_Loot_Legendary_Human_GeneralContainers_Large_Common_100YearOld_ChanceNone","",95.000000,4,"UseAll ",3,1,1539401,0,""
0x00003364,"LL_Loot_Legendary_Human_GeneralContainers_Large_Rare_100YearOld_ChanceNone","",90.000000,4,"UseAll ",3,1,1607259,0,""
0x00003366,"LL_Loot_Legendary_Human_GeneralContainers_Small_Ranged_Pistol_Common_100YearOld_ChanceNone","",95.000000,4,"UseAll ",3,1,1539401,0,""
0x00003370,"LL_Loot_Legendary_Human_Ranged_Heavy_Common_100YearOld_Rank_1","",0.000000,2,"EachItem ",1,0,0,1,""
0x00003375,"LL_Loot_Legendary_Human_Ranged_Heavy_Common_100YearOld_Rank_2","",75.000000,2,"EachItem ",1,0,2424024,2,""
0x00003377,"LL_Loot_Legendary_Human_Ranged_Heavy_Common_100YearOld_Rank_3","",95.000000,2,"EachItem ",1,0,2424023,3,""
0x0000337A,"LL_Loot_Legendary_Human_Ranged_Pistol_Common_100YearOld_Rank_1","",0.000000,2,"EachItem ",1,0,0,1,""
0x0000337C,"LL_Loot_Legendary_Human_Ranged_Pistol_Common_100YearOld_Rank_2","",75.000000,2,"EachItem ",1,0,2424024,2,""
0x0000337E,"LL_Loot_Legendary_Human_Ranged_Pistol_Common_100YearOld_Rank_3","",95.000000,2,"EachItem ",1,0,2424023,3,""
0x00003380,"LL_Loot_Legendary_Human_Ranged_Pistol_Rare_100YearOld_Rank_1","",0.000000,2,"EachItem ",1,0,0,1,""
0x000033BF,"LL_Loot_Legendary_Human_Ranged_Pistol_Rare_100YearOld_Rank_2","",75.000000,2,"EachItem ",1,0,2424024,2,""
0x000033D4,"LL_Loot_Legendary_Human_Ranged_Pistol_Rare_100YearOld_Rank_3","",95.000000,2,"EachItem ",1,0,2424023,3,""
0x000033D6,"LL_Loot_Legendary_Human_Ranged_Rifle_Or_Shotgun_Common_100YearOld_Rank_1","",0.000000,2,"EachItem ",1,0,0,1,""
0x0000347E,"LL_Loot_Misc_Small_ChanceNone","",75.000000,2,"EachItem ",1,0,13454,0,""
0x0000348D,"LL_Loot_Misc_Small","",0.000000,2,"EachItem ",10,0,0,0,""
0x000034FD,"LL_Drink_NonAlcoholic_Any_NoExclusive","",0.000000,2,"EachItem ",32,0,0,0,""
0x000034FE,"LL_Drink_Alcohol_Any_NoExclusive","",0.000000,258,"EachItem U256 ",32,0,0,0,""
0x00003500,"LL_Food_Chunks_Any","",0.000000,2,"EachItem ",2,0,0,0,""
0x00003501,"LL_Food_Craft_Any","",0.000000,258,"EachItem U256 ",23,0,0,0,""
0x00003506,"LL_Vendor_Convenience_TerraBrewStation","",0.000000,4,"UseAll ",3,0,0,0,""
0x00003508,"LL_Vendor_Weapon_Ranged_Basic","",0.000000,4,"UseAll ",14,0,0,0,""
0x00003772,"LL_ResourceSurfaceFlora_CommonWaterSolid","",0.000000,1,"AllLevels ",3,0,0,0,""
0x00003BC1,"LL_Loot_Legendary_Human_Ranged_Rifle_Or_Shotgun_Common_100YearOld_Rank_2","",75.000000,2,"EachItem ",1,0,2424024,2,""
0x00003BC3,"LL_Loot_Legendary_Human_Ranged_Rifle_Or_Shotgun_Common_100YearOld_Rank_3","",95.000000,2,"EachItem ",1,0,2424023,3,""
0x00003E5F,"LL_Loot_Legendary_Human_Ranged_Rifle_Or_Shotgun_Rare_100YearOld_Rank_1","",0.000000,2,"EachItem ",1,0,0,1,""
0x00003E60,"LL_Loot_Legendary_Human_Ranged_Rifle_Or_Shotgun_Rare_100YearOld_Rank_2","",75.000000,2,"EachItem ",1,0,2424024,2,""
0x00003E62,"LL_Loot_Legendary_Human_Ranged_Rifle_Or_Shotgun_Rare_100YearOld_Rank_3","",95.000000,2,"EachItem ",1,0,2424023,3,""
0x00003E77,"LL_Loot_Legendary_Human_SafesAndDisplays_Ranged_Heavy_Common_100YearOld_ChanceNone","",90.000000,4,"UseAll ",3,1,1470658,0,""
0x00003E79,"LL_Loot_Legendary_Human_SafesAndDisplays_Ranged_Pistol_Common_100YearOld_ChanceNone","",90.000000,4,"UseAll ",3,1,1470658,0,""
0x00003E7B,"LL_Loot_Legendary_Human_SafesAndDisplays_Ranged_Pistol_Rare_100YearOld_ChanceNone","",50.000000,4,"UseAll ",3,1,1470659,0,""
0x00003E8A,"LL_Loot_Legendary_Human_SafesAndDisplays_Ranged_Rifle_Or_Shotgun_Common_100YearOld_ChanceNone","",90.000000,4,"UseAll ",3,1,1470658,0,""
0x00003E8B,"LL_Loot_Legendary_Human_SafesAndDisplays_Ranged_Rifle_Or_Shotgun_Rare_100YearOld_ChanceNone","",50.000000,4,"UseAll ",3,1,1470659,0,""
0x00003E9D,"LL_Loot_Weapon_100YearOld","",0.000000,3,"AllLevels EachItem ",3,0,0,0,""
0x00003EA0,"LL_Spacesuit_100YearOld_Leveled","",0.000000,3,"AllLevels EachItem ",13,0,0,0,""
0x00003EA3,"LL_Spacesuit_Helmet_100YearOld_Leveled","",0.000000,3,"AllLevels EachItem ",13,0,0,0,""
0x00003EA4,"LL_Weapon_Melee_100YearOld","",0.000000,3,"AllLevels EachItem ",7,0,0,0,""
0x00003EA6,"LL_Weapon_Ranged_100YearOld","",0.000000,3,"AllLevels EachItem ",6,0,0,0,""
0x00003EA8,"LL_Weapon_Ranged_Handgun_100YearOld","",0.000000,4,"UseAll ",2,2,0,0,""
0x00003EAA,"LL_Weapon_Ranged_Handgun_100YearOld_Silenced","",0.000000,3,"AllLevels EachItem ",8,0,0,0,""
0x00003EAE,"LL_Weapon_Ranged_Handgun_100YearOld_Upgraded","",0.000000,3,"AllLevels EachItem ",11,0,0,0,""
0x00003EB0,"LL_Weapon_Ranged_Handgun_LowLvl_100YearOld","",0.000000,3,"AllLevels EachItem ",4,0,0,0,""
0x00004104,"LLC_Vendor_City_GG_DoctorKealaContainer","",0.000000,4,"UseAll ",3,0,0,0,""
0x00004105,"LL_Vendor_Credits_FranchiseStore","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0000416E,"LL_Weapon_Ranged_Handgun_Rare_100YearOld","",0.000000,0,"",2,0,0,0,""
0x000041E6,"Loot_LPI_Spacesuit_CrimsonFleet_Assault_Helmet_AnyQuality","Clothes\Spacesuit_Constellation\SpaceSuit_Constellation_Helmet_GO.nif",0.000000,27,"AllLevels EachItem U8 U16 ",1,0,0,0,""
0x000041EA,"LL_Armor_Diver_Backpack_Leveled_Any","",0.000000,2,"EachItem ",1,0,0,0,""
0x000041EB,"LL_Spacesuit_Diver_Backpack_AnyQuality","",0.000000,3,"AllLevels EachItem ",4,0,0,0,""
0x000042AB,"LL_Weapon_Ranged_Handgun_Safe_100YearOld","",0.000000,0,"",2,0,0,0,""
0x000042AC,"LL_Weapon_Ranged_Heavy_100YearOld","",0.000000,4,"UseAll ",2,2,0,0,""
0x000042AD,"LL_Weapon_Ranged_Heavy_LowLevel_100YearOld","",0.000000,3,"AllLevels EachItem ",2,0,0,0,""
0x000042AF,"LL_Weapon_Ranged_Rifle_100YearOld","",0.000000,4,"UseAll ",2,2,0,0,""
0x000042B0,"LL_Weapon_Ranged_Rifle_100YearOld_Silenced","",0.000000,3,"AllLevels EachItem ",5,0,0,0,""
0x000042B1,"LL_Weapon_Ranged_Rifle_100YearOld_Upgraded","",0.000000,3,"AllLevels EachItem ",12,0,0,0,""
0x000042B2,"LL_Weapon_Ranged_Rifle_Auto_100YearOld","",0.000000,3,"AllLevels EachItem ",8,0,0,0,""
0x000042B3,"LL_Weapon_Ranged_Rifle_LowLvl_100YearOld","",0.000000,3,"AllLevels EachItem ",2,0,0,0,""
0x000042B4,"LL_Weapon_Ranged_Rifle_Rare_100YearOld","",0.000000,0,"",2,0,0,0,""
0x000042B6,"LL_Weapon_Ranged_Sniper_100YearOld","",0.000000,4,"UseAll ",2,2,0,0,""
0x000042B7,"LL_Weapon_Thrown_XPL_General","",0.000000,3,"AllLevels EachItem ",7,0,0,0,""
0x000042B8,"LLC_Loot_Ammo_100YearOld","",0.000000,4,"UseAll ",2,0,0,0,""
0x000042B9,"LLC_Loot_Ammo_NoXPL_100YearOld","",0.000000,4,"UseAll ",2,0,0,0,""
0x000042BA,"LLC_Loot_Display_WeaponRack01_Rare_100YearOld","",0.000000,4,"UseAll ",3,0,0,0,""
0x000042BB,"LLC_Loot_Display_WeaponRack02_Common_100YearOld","",0.000000,4,"UseAll ",2,0,0,0,""
0x000042D6,"LL_Spacesuit_UCMarine_LightArmored_Body_AnyQuality","",0.000000,3,"AllLevels EachItem ",4,0,0,0,""
0x000042D7,"LL_Spacesuit_UCMarine_LightArmored_FullSet_AnyQuality","",0.000000,4,"UseAll ",3,0,0,0,""
0x000042D8,"LL_Spacesuit_UCMarine_LightArmored_SysDef_AnyPart_AnyQuality","",0.000000,3,"AllLevels EachItem ",3,0,0,0,""
0x000042D9,"LL_Spacesuit_UCMarine_LightArmored_SysDef_Body_AnyQuality","",0.000000,3,"AllLevels EachItem ",4,0,0,0,""
0x000042DA,"LL_Spacesuit_UCMarine_LightArmored_SysDef_FullSet_AnyQuality","",0.000000,4,"UseAll ",3,0,0,0,""
0x000042DB,"LL_Spacesuit_UCMarine_LightArmored_UCSEC_AnyPart_AnyQuality","",0.000000,3,"AllLevels EachItem ",3,0,0,0,""
0x000042DC,"LL_Spacesuit_UCMarine_LightArmored_UCSEC_Body_AnyQuality","",0.000000,3,"AllLevels EachItem ",4,0,0,0,""
0x000042DD,"LL_Spacesuit_UCMarine_LightArmored_UCSEC_FullSet_AnyQuality","",0.000000,4,"UseAll ",3,0,0,0,""
0x000042FA,"LL_Backpack_Diver","",0.000000,4,"UseAll ",1,0,0,0,""
0x00004302,"LLC_Loot_Display_WeaponRack03_Rare_100YearOld","",0.000000,4,"UseAll ",1,0,0,0,""
0x00004305,"LLC_Loot_Display_WeaponsCase_Heavy_Common_100YearOld","",0.000000,4,"UseAll ",1,0,0,0,""
0x00004307,"LLC_Loot_Display_WeaponsCase_Heavy_Rare_100YearOld","",0.000000,4,"UseAll ",1,0,0,0,""
0x0000437B,"LLC_Loot_Display_WeaponsCase_Pistols_Common_100YearOld","",0.000000,4,"UseAll ",1,0,0,0,""
0x00004735,"LL_Loot_Misc_Small_NoFoodOrDrink","",0.000000,2,"EachItem ",7,0,0,0,""
0x00004739,"LL_Food_Packaged_Small_NoExclusive","",0.000000,258,"EachItem U256 ",49,0,0,0,""
0x00004754,"Neon_EvictedSleepcrateLoot","",0.000000,4,"UseAll ",7,0,0,0,""
0x00004756,"LLC_Neon_EvictedSleepcrate","",0.000000,0,"",1,0,0,0,""
0x0000478C,"LL_Loot_Misc_Small_NoFoodOrDrink_ChanceNone","",75.000000,0,"",1,0,13454,0,""
0x000047A9,"LL_Drink_NonAlcoholic_Packaged_Small_NoExclusive","",0.000000,2,"EachItem ",18,0,0,0,""
0x000047D0,"LLC_Loot_Display_WeaponsCase_Rifles_Common_100YearOld","",0.000000,4,"UseAll ",1,0,0,0,""
0x000048D9,"LLC_Loot_Display_WeaponsCase_Rifles_Rare_100YearOld","",0.000000,4,"UseAll ",1,0,0,0,""
0x000048FE,"LLC_Loot_ChemKit_100YearOld","",0.000000,4,"UseAll ",1,0,2621970,0,""
0x00004A0A,"LLC_Loot_Misc_Medium_Legendary_100YearOld","",0.000000,4,"UseAll ",3,3,0,0,""
0x00004AB3,"MQ207C_LL_Clothes_Scientist","",0.000000,0,"",3,0,0,0,""
0x00004E60,"LLC_Loot_Misc_Small_Legendary_100YearOld","",0.000000,4,"UseAll ",3,3,0,0,""
0x00004E63,"LLC_Loot_Resource_Common_Legendary_100YearOld","",0.000000,4,"UseAll ",3,3,0,0,""
0x00004E71,"LLC_Loot_Safe_Small_Common_100YearOld","",0.000000,4,"UseAll ",3,3,0,0,""
0x0000547B,"LL_Loot_Book_200YearOldIsolated","",0.000000,3,"AllLevels EachItem ",12,0,0,0,""
0x0000568E,"LLC_Loot_Misc_Large_Rare_Legendary_100YearOld","",0.000000,4,"UseAll ",3,3,0,0,""
0x00005690,"LLE_Skill_Scavenging_Aid_Or_Chem_100YearOld","",0.000000,2,"EachItem ",2,0,0,0,""
0x00005692,"LLE_Skill_Scavenging_Ammo_100YearOld","",0.000000,4,"UseAll ",1,0,0,0,""
0x00005694,"LLE_Skill_Scavenging_Chems_100YearOld","",0.000000,4,"UseAll ",1,0,0,0,""
0x00005698,"LLS_ChemKit_Chem_Combo_Leveled_Same_100YearOld","",0.000000,1,"AllLevels ",4,0,0,0,""
0x0000569C,"LLS_Loot_Safe_Small_Common_100YearOld","",0.000000,2,"EachItem ",10,0,0,0,""
0x0000569E,"LLS_Skill_Scavenging_Ammo_Rank_2_100YearOld","",60.000000,0,"",1,0,2433192,0,""
0x000056A0,"LLS_Skill_Scavenging_Chems_Rank_3_100YearOld","",60.000000,4,"UseAll ",1,0,2433194,0,""
0x000056A1,"LLS_Weapon_Ranged_Handgun_100YearOld_ByNPCFaction","",0.000000,3,"AllLevels EachItem ",12,0,0,0,""
0x000056A4,"LLS_Weapon_Ranged_Handgun_100YearOld_Leveled","",0.000000,3,"AllLevels EachItem ",11,0,0,0,""
0x000056A6,"LLS_Weapon_Ranged_Heavy_100YearOld_ByNPCFaction","",0.000000,3,"AllLevels EachItem ",10,0,0,0,""
0x000056A7,"LLS_Weapon_Ranged_Heavy_100YearOld_Leveled","",0.000000,3,"AllLevels EachItem ",7,0,0,0,""
0x000056A9,"LLS_Weapon_Ranged_Rifle_100YearOld_ByNPCFaction","",0.000000,3,"AllLevels EachItem ",13,0,0,0,""
0x000056B2,"LLS_Weapon_Ranged_Rifle_100YearOld_Leveled","",0.000000,3,"AllLevels EachItem ",13,0,0,0,""
0x000058E4,"LLS_Weapon_Ranged_Sniper_100YearOld_ByNPCFaction","",0.000000,3,"AllLevels EachItem ",10,0,0,0,""
0x000058E6,"LLS_Weapon_Ranged_Sniper_100YearOld_Leveled","",0.000000,3,"AllLevels EachItem ",10,0,0,0,""
0x00005D5E,"Loot_LPI_Aid_and_Chem_100YearOld","Items\MedStim01.nif",0.000000,27,"AllLevels EachItem U8 U16 ",1,0,0,0,""
0x00005DE3,"Loot_LPI_Ammo_100YearOld","SetDressing\ammo_crates\AmmoBox_01.nif",0.000000,24,"U8 U16 ",1,0,0,0,""
0x00005F63,"Loot_LPI_Ammo_Handguns_100YearOld","SetDressing\ammo_crates\AmmoBox_01.nif",0.000000,24,"U8 U16 ",10,0,0,0,""
0x00006038,"Loot_LPI_Ammo_IsLinkedTo_100YearOld","Markers\displaymarkers\DisplayMarker_AmmoBoxSmall01.nif",0.000000,56,"U8 U16 U32 ",1,0,0,0,""
0x00006071,"Loot_LPI_Ammo_Rifles_100YearOld","SetDressing\ammo_crates\AmmoBox_01.nif",0.000000,24,"U8 U16 ",11,0,0,0,""
0x00006078,"Loot_LPI_Book_Common_100YearOld","SetDressing\Books\BookLarge01.nif",0.000000,27,"AllLevels EachItem U8 U16 ",1,0,0,0,""
0x00006081,"Loot_LPI_Weapon_Common_100YearOld","Weapons\MagStorm\MagStorm.nif",0.000000,27,"AllLevels EachItem U8 U16 ",1,0,0,0,""
0x00006083,"Loot_LPI_Weapon_Ranged_Heavy_Low_100YearOld","Weapons\Rocketlauncher\RocketLauncher.nif",0.000000,27,"AllLevels EachItem U8 U16 ",1,0,0,0,""
0x00006087,"Loot_LPI_Weapon_Ranged_Pistol_Low_100YearOld","Weapons\Razorback\Razorback.nif",0.000000,27,"AllLevels EachItem U8 U16 ",1,0,0,0,""
0x0000608C,"Loot_LPI_Weapon_Ranged_Rifle_Low_100YearOld","Weapons\MagSniper\MagSniper.nif",0.000000,27,"AllLevels EachItem U8 U16 ",1,0,0,0,""
0x000060A4,"Loot_LPI_Weapon_Thrown_XPL_100YearOld","Weapons\FragMine\FragMine.nif",0.000000,27,"AllLevels EachItem U8 U16 ",1,0,0,0,""
0x000061FA,"LL_Clothes_Seokguh_Syndicate_Leader","",0.000000,0,"",2,0,0,0,""
0x000061FB,"LL_Clothes_Seokguh_Syndicate_Member","",0.000000,0,"",3,0,0,0,""
0x0000652A,"LL_UC03_PickMeUp","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0000652B,"LL_UC03_PickMeUp_50","",50.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00006A9C,"LL_Resource_Inorg_MineralDeposit_Unique_AqueousHematite","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00006A9D,"LL_Vendor_UC03_AqueousHematite","",0.000000,2,"EachItem ",3,0,0,0,""
0x00006E0F,"LL_Vendor_Credits_ShipServices_Small","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00006E11,"LLS_Credits_Large_Fixed","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x00006E31,"LLC_Loot_Safe_ECSConstant_CaptainsOffice","",0.000000,4,"UseAll ",3,0,0,0,""
0x000071A4,"City_NewAtlantis_Z_CoffeeRun_Loot","",0.000000,0,"",7,0,0,0,""
0x000079F3,"LLD_Creature_Diet_Omnivore","",0.000000,4,"UseAll ",2,0,0,0,""
0x00007AF2,"Loot_LPI_Aid_25","Items\MedStim01.nif",75.000000,27,"AllLevels EachItem U8 U16 ",1,0,0,0,""
0x00007E1D,"LL_Loot_Mfg_Small_Leveled","",0.000000,3,"AllLevels EachItem ",11,0,0,0,""
0x00007E1E,"Loot_LPI_Mfg_Small_Leveled_50","SetDressing\manufactured_goods\Mfg_Reactive_Gauge01_NoCol.nif",50.000000,2,"EachItem ",1,0,0,0,""
0x00009582,"Loot_LPI_Mfg_ExplosiveComplementary_50","SetDressing\manufactured_goods\Mfg_Mag_Pressure_Tank.nif",50.000000,27,"AllLevels EachItem U8 U16 ",2,0,0,0,""
0x00009A46,"LL_Quest_Reward_Landmark_Spacesuit","",0.000000,4,"UseAll ",3,0,0,0,""
0x0000A152,"LL_Weapon_Eon_Upgraded","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0000A153,"LL_Weapon_Eon_Silenced","",0.000000,3,"AllLevels EachItem ",1,0,0,0,""
0x0000A154,"LL_Weapon_Eon","",0.000000,35,"AllLevels EachItem U32 ",2,0,0,0,""
0x0000ABF8,"LLD_CrimsonFleet","",0.000000,4,"UseAll ",2,0,0,0,""
0x0000B25C,"LL_Spacesuit_MS04_Mantis_Body_HighestQuality","",0.000000,2,"EachItem ",4,0,0,0,""
0x0000B25D,"LL_Spacesuit_MS04_Mantis_Body_Quality_04","",0.000000,0,"",1,0,0,0,""
0x0000B25E,"LL_Spacesuit_MS04_Mantis_Body_Quality_03","",0.000000,0,"",1,0,0,0,""
0x0000B25F,"LL_Spacesuit_MS04_Mantis_Body_Quality_02","",0.000000,0,"",1,0,0,0,""
0x0000B260,"LL_Spacesuit_MS04_Mantis_Body_Quality_01","",0.000000,0,"",1,0,0,0,""
0x0000B261,"LL_Spacesuit_MS04_Mantis_Helmet_Quality_04","",0.000000,0,"",1,0,0,0,""
0x0000B262,"LL_Spacesuit_MS04_Mantis_Helmet_Quality_03","",0.000000,0,"",1,0,0,0,""
0x0000B263,"LL_Spacesuit_MS04_Mantis_Helmet_Quality_02","",0.000000,0,"",1,0,0,0,""
0x0000B264,"LL_Spacesuit_MS04_Mantis_Helmet_Quality_01","",0.000000,0,"",1,0,0,0,""
0x0000B265,"LL_Spacesuit_MS04_Mantis_Backpack_HighestQuality","",0.000000,2,"EachItem ",4,0,0,0,""
