FormID, EditorID, Description, Data, NNam, ResultFormId, ResultEditorId, ResultType, ResultName, BenchFormId, BenchEditorId, BenchType, FNAM, LRNM, NumIngr, Ingrediants, RawIngrediants
0x00006528,"co_Resource_Inorg_AqueousHematite","","0","1",0x0029D022,"InorgUniqueAqueousHematite","MISC","Aqueous Hematite","","","","","3","0",""
0x00006D8E,"co_Outpost_Display_GenericCases","","0","0",0x0011A3B6,"OutpostDecorGenericCaseList01","FLST","Weapon Rack",0x00397027,"OutpostCategoryDisplays","KYWD","OutpostCategoryDisplays","3","2","x2 Aluminum, x2 Structural","x2 ResInorgCommonAluminum, x2 ResOrgCommonStructural"
0x00007F7C,"co_Outpost_Power_Reactor01","Reliable power delivered by nuclear fusion.","0","1",0x00042DC4,"OutpostPI_Power_PowerReactor01","PKIN","",0x0005A6DE,"OutpostCategoryPower","KYWD","OutpostCategoryPower","3","7","x6 Adaptive Frame, x10 Lead, x8 Nuclear Fuel Rod, x5 Supercooled Magnet, x3 Control Rod, x3 Tau Grade Rheostat, x4 Paramagnon Conductor","x6 ResMfg_Tier01_AdaptiveFrame, x10 ResInorgCommonLead, x8 ResMfg_Tier02_NuclearFuelRod, x5 ResMfg_Tier02_SupercooledMagnet, x3 ResMfg_Tier02_ControlRod, x3 ResMfg_Tier01_TauGradeRheostat, x4 ResMfg_Tier02_ParamagnonSuperconductor"
0x00008400,"co_Outpost_Harvester_Gas_Alkanes_01","","0","1",0x000083FC,"OutpostHarvesterGas_Alkanes_01","CONT","",0x00008406,"OutpostCategoryHarvesters","KYWD","","3","3","x5 Aluminum, x4 Nickel, x3 Copper","x5 ResInorgCommonAluminum, x4 ResInorgCommonNickel, x3 ResInorgCommonCopper"
0x00008402,"co_Outpost_Harvester_Gas_Argon_01","","0","1",0x000083FD,"OutpostHarvesterGas_Argon_01","CONT","",0x00008406,"OutpostCategoryHarvesters","KYWD","","3","3","x5 Aluminum, x4 Nickel, x3 Copper","x5 ResInorgCommonAluminum, x4 ResInorgCommonNickel, x3 ResInorgCommonCopper"
0x00008404,"co_Outpost_Harvester_Solid_Iron_01","","0","1",0x0005EF19,"OutpostHarvesterSolid_Iron_01","CONT","",0x00008406,"OutpostCategoryHarvesters","KYWD","","3","3","x5 Iron, x4 Aluminum, x2 Tungsten","x5 ResInorgCommonIron, x4 ResInorgCommonAluminum, x2 ResInorgUncommonTungsten"
0x0000840A,"co_Outpost_Wire_SplineEndpointMarker","","0","1",0x000000C2,"SplineEndpointMarker","STAT","","","","","WorkshopRecipeFilterResource02Power03Wire","3","6","x1 Thread-logic circuit, x1 Molecular Sieve, x1 Adaptive Frame, x5 Biosuppressant, x5 Amino Acids, x5 Metabolic Agent","x1 ResMfg_Tier03_Thread-logiccircuit, x1 ResMfg_Tier02_MolecularSieve, x1 ResMfg_Tier01_AdaptiveFrame, x5 ResOrgExoticBiosuppressant, x5 ResOrgRareAminoAcids, x5 ResOrgCommonMetabolicAgent"
0x0000B864,"co_Outpost_Decor_Containers01_Small","","0","0",0x0000B863,"OutpostDecorContainersList01Small","FLST","Containers",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","2","x2 Aluminum, x2 Structural","x2 ResInorgCommonAluminum, x2 ResOrgCommonStructural"
0x0000C522,"co_gun_mod_Microgun_Internal_BulletHose","Internal module that increases accuracy, range, rate of fire, and tracer frequency.","0","1",0x0000C521,"mod_Microgun_Internal_BulletHose","OMOD","",0x002CE1C0,"WorkbenchWeaponKeyword","KYWD","RecipeGunModInternal","3","5","x2 Monopropellant, x2 Zero Wire, x2 Platinum, x3 Titanium, x4 Adhesive","x2 ResMfg_Tier01_Monopropellant, x2 ResMfg_Tier01_ZeroWire, x2 ResInorgRarePlatinum, x3 ResInorgRareTitanium, x4 ResOrgRareAdhesive"
0x00010C69,"co_OPPod12x12x4A1Way01","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CAB,"co_OPPod12x12x4A1Way02a","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CAC,"co_OPPod12x12x4A1Way02b","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CAD,"co_OPPod12x12x4A1Way02c","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CAE,"co_OPPod12x12x4A1Way02d","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CAF,"co_OPPod12x12x4A2Way01","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CB0,"co_OPPod12x12x4A2Way02","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CB1,"co_OPPod12x12x4A2Way03a","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CB2,"co_OPPod12x12x4A3Way01","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CB3,"co_OPPod12x12x4A3Way02a","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CB4,"co_OPPod12x12x4A4Way01","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CB5,"co_OPPod12x12x4A4Way02a","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CB6,"co_OPPod12x12x4B1Way01","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CB7,"co_OPPod12x12x4B1Way02","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CB8,"co_OPPod12x12x4B1Way03","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CB9,"co_OPPod12x12x4B1Way04a","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CBA,"co_OPPod12x12x4B1Way04b","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CBB,"co_OPPod12x12x4B1Way04c","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CBC,"co_OPPod12x12x4B1Way04d","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CBD,"co_OPPod12x12x4B3Way01","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CBE,"co_OPPod6x12x4A1Way01","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CBF,"co_OPPod6x12x4A1Way02","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CC0,"co_OPPod6x12x4A2Way01","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CC1,"co_OPPod6x12x4A2Way02","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CC2,"co_OPPod6x12x4A3Way01","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CC3,"co_OPPod6x12x4A3Way02","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CC4,"co_OPPod6x12x4A4Way01","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CC5,"co_OPPod6x6x4A1Way01","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CC6,"co_OPPod6x6x4A2Way01","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CC7,"co_OPPod6x6x4A2Way02","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CC8,"co_OPPod6x6x4A3Way01","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x00010CC9,"co_OPPod6x6x4A4Way01","","0","1","","","","","","","","","3","1","x1 Iron","x1 ResInorgCommonIron"
0x000193E7,"co_gun_mod_PumpShotgun_Grip_Stock","A full stock for better Recoil management.","0","1",0x000193E5,"mod_PumpShotgun_Grip_Stock","OMOD","",0x002CE1C0,"WorkbenchWeaponKeyword","KYWD","RecipeGunModGrip","3","2","x2 Aluminum, x1 Sealant","x2 ResInorgCommonAluminum, x1 ResOrgCommonSealant"
0x000193E8,"co_gun_mod_PumpShotgun_Grip_NoStock_Standard","Standard grip and removed stock.","0","1",0x003162E9,"mod_PumpShotgun_Grip_NoStockStandard","OMOD","",0x002CE1C0,"WorkbenchWeaponKeyword","KYWD","RecipeGunModGrip","3","2","x1 Aluminum, x1 Sealant","x1 ResInorgCommonAluminum, x1 ResOrgCommonSealant"
0x0001CB0A,"co_gun_mod_Lawgiver_Mag_DepletedUranium","Built using depleted Uranium, these rounds can penetrate any armor.","0","1",0x00128C6E,"mod_Lawgiver_Mag_DepletedUranium","OMOD","",0x002CE1C0,"WorkbenchWeaponKeyword","KYWD","RecipeGunModMag","3","3","x2 Uranium, x2 Lead, x1 Sealant","x2 ResInorgCommonUranium, x2 ResInorgCommonLead, x1 ResOrgCommonSealant"
0x0001CFFE,"co_gun_mod_Solstice_Internal_PrecisionTuning","Precisely tuned to increase Accuracy and Range.","0","1",0x00019370,"mod_Solstice_Internal_PrecisionTuning","OMOD","",0x002CE1C0,"WorkbenchWeaponKeyword","KYWD","RecipeGunModInternal","3","4","x1 Zero Wire, x2 Iridium, x1 Tungsten, x2 Adhesive","x1 ResMfg_Tier01_ZeroWire, x2 ResInorgUncommonIridium, x1 ResInorgUncommonTungsten, x2 ResOrgRareAdhesive"
0x00025FA6,"co_SMC_Weapon_Particle_Ballistic_PBO-300_Alpha_Auto_Turret_Set_lvl34","Your ship's Weapons affect enemy ships differently in combat, depending on the damage type used. Energy affects shields; Ballistic, hull; and EM, systems.","19600","1",0x000D0BD8,"SMCSet_Weapon_Particle_Ballistic_PBO-300_Alpha_Turret","FLST","Ballistic PBO-300 Alpha Turret Set",0x0029C480,"WorkbenchShipBuildingKeyword","KYWD","Category_ShipMod_Weapon","3","0",""
0x00025FA7,"co_SMC_Weapon_Particle_LightScythe_Obliterator_250MeV_Alpha_Turret_Set_lvl76","Your ship's Weapons affect enemy ships differently in combat, depending on the damage type used. Energy affects shields; Ballistic, hull; and EM, systems.","35100","1",0x000D0BD9,"SMCSet_Weapon_Particle_LightScythe_Obliterator_250MeV_Alpha_Turret","FLST","LightScythe Obliterator 250MeV Turret Set",0x0029C480,"WorkbenchShipBuildingKeyword","KYWD","Category_ShipMod_Weapon","3","0",""
0x00025FA9,"co_SMC_Weapon_Ballistic_Horizon_Marauder_115N_Turret_Set_lvl54","Your ship's Weapons affect enemy ships differently in combat, depending on the damage type used. Energy affects shields; Ballistic, hull; and EM, systems.","33100","1",0x000D0BD3,"SMCSet_Weapon_Ballistic_Horizon_Marauder_115N_Turret","FLST","Horizon Marauder 115N Turret Set",0x0029C480,"WorkbenchShipBuildingKeyword","KYWD","Category_ShipMod_Weapon","3","0",""
0x00025FAA,"co_SMC_Weapon_Laser_Horizon_Dragon_261_SX_Turret_Set_lvl30","Your ship's Weapons affect enemy ships differently in combat, depending on the damage type used. Energy affects shields; Ballistic, hull; and EM, systems.","15600","1",0x000D0BD5,"SMCSet_Weapon_Laser_Horizon_Dragon_261_SX_Turret","FLST","Horizon Dragon 261 SX Turret Set",0x0029C480,"WorkbenchShipBuildingKeyword","KYWD","Category_ShipMod_Weapon","3","0",""
0x0002A76D,"co_Outpost_Decor_EarthGlobe01","","0","0",0x0034FCC7,"Outpost_Globe_A01","PKIN","",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","3","x1 Structural, x1 Adhesive, x1 Copper","x1 ResOrgCommonStructural, x1 ResOrgRareAdhesive, x1 ResInorgCommonCopper"
0x0002A770,"co_Outpost_Decor_MetalSculpture01","","0","0",0x0034FCC2,"Outpost_Sculpture_B01","PKIN","",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","2","x2 Silver, x2 Copper","x2 ResInorgUncommonSilver, x2 ResInorgCommonCopper"
0x0002A771,"co_Outpost_Decor_Sculpture01","","0","0",0x0039A88C,"Outpost_Sculpture_C01","PKIN","",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","2","x3 Iron, x2 Copper","x3 ResInorgCommonIron, x2 ResInorgCommonCopper"
0x0002A776,"co_Outpost_Decor_Statue01","","0","0",0x0002A77B,"OutpostDecorStatuesList","FLST","Statues",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","2","x2 Titanium, x1 Structural","x2 ResInorgRareTitanium, x1 ResOrgCommonStructural"
0x0002A78F,"co_Outpost_Decor_ModelShip01_Wooden","","0","0",0x0002A790,"OutpostDecorModelShipList01Wooden","FLST","Model Ships",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","3","x1 Structural, x1 Pigment, x1 Adhesive","x1 ResOrgCommonStructural, x1 ResOrgUncommonPigment, x1 ResOrgRareAdhesive"
0x0002B390,"co_Outpost_Structure_PI_OPK_FourWallHab01_Single","","0","1",0x00051F54,"OutpostPI_OPK_OpiHabFourWall01","PKIN","",0x002A7578,"OutpostCategoryStructures","KYWD","","3","3","x6 Aluminum, x4 Lead, x3 Sealant","x6 ResInorgCommonAluminum, x4 ResInorgCommonLead, x3 ResOrgCommonSealant"
0x0002B392,"co_Outpost_Structure_PI_OPK_FourWallHab01_Double","","0","1",0x00178AFC,"OutpostPI_OPK_OpiHabFourWall01Double","PKIN","",0x002A7578,"OutpostCategoryStructures","KYWD","","3","3","x10 Aluminum, x6 Lead, x5 Sealant","x10 ResInorgCommonAluminum, x6 ResInorgCommonLead, x5 ResOrgCommonSealant"
0x0002B393,"co_Outpost_Structure_PI_OPK_HabSmMidHex01_Small","","0","1",0x002CBD19,"OutpostPI_OPK_OpiHabSmMidHex01","PKIN","",0x002A7578,"OutpostCategoryStructures","KYWD","","3","3","x8 Aluminum, x6 Lead, x4 Sealant","x8 ResInorgCommonAluminum, x6 ResInorgCommonLead, x4 ResOrgCommonSealant"
0x0002B394,"co_Outpost_Structure_PI_OPK_HabSmMidHex01_Large","","0","1",0x002CF5EF,"OutpostPI_OPK_OpiHabLgMidHex01","PKIN","",0x002A7578,"OutpostCategoryStructures","KYWD","","3","3","x14 Aluminum, x10 Lead, x8 Sealant","x14 ResInorgCommonAluminum, x10 ResInorgCommonLead, x8 ResOrgCommonSealant"
0x0002C338,"co_Outpost_Defenses_TurretLaserCompact01","Small laser turret.","0","1",0x00113D5C,"OutpostTurretLaserCompact01","NPC_","",0x001E6641,"OutpostCategoryDefenses","KYWD","OutpostCategoryDefenses","3","4","x3 Aluminum, x2 Zero Wire, x2 Fluorine, x1 Chlorine","x3 ResInorgCommonAluminum, x2 ResMfg_Tier01_ZeroWire, x2 ResInorgUncommonFluorine_G, x1 ResInorgCommonChlorine_G"
0x0002E1E9,"co_gun_mod_Grendel_Mag_ArmorPiercing","More powerful casing can penetrate even the sturdiest armors.","0","1",0x0002E1E7,"mod_Grendel_Mag_ArmorPiercing","OMOD","",0x002CE1C0,"WorkbenchWeaponKeyword","KYWD","RecipeGunModMag","3","3","x2 Tungsten, x1 Lead, x1 Adhesive","x2 ResInorgUncommonTungsten, x1 ResInorgCommonLead, x1 ResOrgRareAdhesive"
0x0002E1EA,"co_gun_mod_Grendel_Mag_Whitehot","Chemically-tipped rounds that burn on contact. ","0","1",0x0002E1E8,"mod_Grendel_Mag_Whitehot","OMOD","",0x002CE1C0,"WorkbenchWeaponKeyword","KYWD","RecipeGunModMag","3","3","x1 Aluminum, x1 Iron, x1 Solvent","x1 ResInorgCommonAluminum, x1 ResInorgCommonIron, x1 ResOrgExoticSolvent"
0x0002F8F4,"co_Outpost_Misc_PI_LandingPad01_Shipbuilder","Allows you to land directly at your outpost. Also lets you modify your ship and even buy new ones.","0","1",0x002D90CB,"OutpostPI_LandingPad01_Shipbuilder","PKIN","",0x0006D72D,"OutpostCategoryMiscellaneous","KYWD","OutpostCategoryMiscellaneous","3","4","x18 Adaptive Frame, x30 Iron, x2 Beryllium, x2 Zero Wire","x18 ResMfg_Tier01_AdaptiveFrame, x30 ResInorgCommonIron, x2 ResInorgUncommonBeryllium, x2 ResMfg_Tier01_ZeroWire"
0x00030239,"co_Outpost_Power_SolarArray","Solar generators work best on planets that receive a lot of sunlight.","0","1",0x002031DC,"OutpostPower_SolarArrayList","FLST","",0x0005A6DE,"OutpostCategoryPower","KYWD","OutpostCategoryPower","3","3","x4 Aluminum, x3 Copper, x2 Beryllium","x4 ResInorgCommonAluminum, x3 ResInorgCommonCopper, x2 ResInorgUncommonBeryllium"
0x0003023D,"co_Outpost_Power_WindTurbine01","Wind turbines generate more power on planets with a thicker atmosphere.","0","1",0x002031DA,"OutpostPower_WindTurbineList01","FLST","",0x0005A6DE,"OutpostCategoryPower","KYWD","OutpostCategoryPower","3","3","x5 Aluminum, x2 Cobalt, x3 Nickel","x5 ResInorgCommonAluminum, x2 ResInorgUncommonCobalt, x3 ResInorgCommonNickel"
0x000307EF,"co_SMC_Weapon_StarbornWeapon_SolarFlareBeam02_lvl30","Your ship's Weapons affect enemy ships differently in combat, depending on the damage type used. Energy affects shields; Ballistic, hull; and EM, systems.","21875","1",0x000307F8,"SMC_Weapon_StarbornWeapon_SolarFlareBeam02_lvl30","GBFM","Solar Flare Beam II",0x0029C480,"WorkbenchShipBuildingKeyword","KYWD","Category_ShipMod_Weapon","3","0",""
0x000307F0,"co_SMC_Weapon_StarbornWeapon_SolarFlareBeam03_lvl56","Your ship's Weapons affect enemy ships differently in combat, depending on the damage type used. Energy affects shields; Ballistic, hull; and EM, systems.","21875","1",0x000307F9,"SMC_Weapon_StarbornWeapon_SolarFlareBeam03_lvl56","GBFM","Solar Flare Beam III",0x0029C480,"WorkbenchShipBuildingKeyword","KYWD","Category_ShipMod_Weapon","3","0",""
0x000307F1,"co_SMC_Weapon_StarbornWeapon_Supernova02_lvl30","Your ship's Weapons affect enemy ships differently in combat, depending on the damage type used. Energy affects shields; Ballistic, hull; and EM, systems.","21875","1",0x000307FA,"SMC_Weapon_StarbornWeapon_Supernova02_lvl30","GBFM","Supernova II",0x0029C480,"WorkbenchShipBuildingKeyword","KYWD","Category_ShipMod_Weapon","3","0",""
0x000307F2,"co_SMC_Weapon_StarbornWeapon_Supernova03_lvl56","Your ship's Weapons affect enemy ships differently in combat, depending on the damage type used. Energy affects shields; Ballistic, hull; and EM, systems.","21875","1",0x000307FB,"SMC_Weapon_StarbornWeapon_Supernova03_lvl56","GBFM","Supernova III",0x0029C480,"WorkbenchShipBuildingKeyword","KYWD","Category_ShipMod_Weapon","3","0",""
0x00030B32,"UC01_co_SMA_Weapon_Missile_Ballistic_CE-19","","1500","1",0x00030B31,"UC01_SMA_Weapon_Missile_Ballistic_CE-19","GBFM","UC01 Simulation CE-19 missile launcher",0x0029C480,"WorkbenchShipBuildingKeyword","KYWD","Category_ShipMod_Weapon","3","0",""
0x000322E8,"co_StnMod_Star_Hab_SideCapDocker_Right_A_Set","Spaceship dockers allow you to dock with and board another vessel or a starstation.","0","0",0x00032325,"StnSet_Star_Hab_SideCapDocker_Right_A_Set","FLST","","","","","Category_StnMod_Docker","3","0",""
0x000322E9,"co_StnMod_Star_Hab_SideCapDocker_Left_A_Set","Spaceship dockers allow you to dock with and board another vessel or a starstation.","0","0",0x00032326,"StnSet_Star_Hab_SideCapDocker_Left_A_Set","FLST","","","","","Category_StnMod_Docker","3","0",""
0x00034085,"co_Outpost_Decor_HangingRug01","","0","0",0x0034FD7D,"Outpost_Rug_Unique_05","PKIN","",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","3","x2 Structural, x1 Fiber, x1 Ornamental","x2 ResOrgCommonStructural, x1 ResOrgCommonFiber, x1 ResOrgUncommonOrnamental"
0x000344DF,"co_Outpost_Decor_PottedPlant01","","0","0",0x000344EB,"OutpostDecorPottedPlantList","FLST","Potted Plants",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","2","x2 Structural, x1 Fiber","x2 ResOrgCommonStructural, x1 ResOrgCommonFiber"
0x000344E2,"co_Outpost_Decor_PottedPlantHanging01","","0","0",0x000344FA,"OutpostDecorHangingPlantList","FLST","Hanging Plants",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","2","x2 Structural, x1 Fiber","x2 ResOrgCommonStructural, x1 ResOrgCommonFiber"
0x000389CF,"co_SMB_Weapon_Laser_LightScythe_Scorch-S_80mw_Auto_Turret_Set_Experimental_lvl20","Your ship's Weapons affect enemy ships differently in combat, depending on the damage type used. Energy affects shields; Ballistic, hull; and EM, systems.","12300","1",0x000389D5,"SMBSet_Weapon_Laser_LightScythe_Scorch-S_80mw_Auto_Turret","FLST","LightScythe Scorch-P 60mw Auto Turret Set",0x0029C480,"WorkbenchShipBuildingKeyword","KYWD","Category_ShipMod_Weapon","3","0",""
0x00038D2C,"co_SMS_FuelTank_Dogstar_M50_Ulysses","Spaceship Fuel Tanks store Helium-3, which is used by the Grav Drive to perform a jump. Upgraded Fuel Tanks allow you to plot longer courses, to travel farther without stopping.","5350","1",0x000301D4,"SMSSet_FuelTank_Dogstar_M50","FLST","Dogstar M40 Ulysses",0x0029C480,"WorkbenchShipBuildingKeyword","KYWD","Category_ShipMod_FuelTank","3","0",""
0x00039618,"co_Outpost_Decor_Pedestals02","","0","0",0x00034086,"OutpostDecorPedestalsEmptyList","FLST","Empty Pedestals",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","2","x2 Structural, x1 Ornamental","x2 ResOrgCommonStructural, x1 ResOrgUncommonOrnamental"
0x00039628,"co_Outpost_Decor_Planters01","","0","0",0x00039623,"OutpostDecorPlantersList","FLST","Planters",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","2","x3 Structural, x2 Fiber","x3 ResOrgCommonStructural, x2 ResOrgCommonFiber"
0x0003962B,"co_Outpost_Decor_TrashCans01","","0","0",0x00039629,"OutpostDecorTrashCansList","FLST","Trash Cans",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","2","x2 Aluminum, x2 Iron","x2 ResInorgCommonAluminum, x2 ResInorgCommonIron"
0x0003962D,"co_Outpost_Decor_PortableStoveTop01","","0","0",0x0025EB15,"PortableStovetop01_Static","STAT","",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","2","x1 Iron, x1 Alkanes","x1 ResInorgCommonIron, x1 ResInorgUncommonAlkanes_G"
0x00039631,"co_Outpost_Decor_CoffeeBrewingMachineList01","","0","0",0x0003962F,"OutpostDecorCoffeeMachineList","FLST","Coffee Machines",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","3","x2 Aluminum, x1 Copper, x1 Sealant","x2 ResInorgCommonAluminum, x1 ResInorgCommonCopper, x1 ResOrgCommonSealant"
0x00039633,"co_Outpost_Decor_DrinkMachine01","","0","0",0x0019A72D,"DrinkMachine_Tabletop01","STAT","",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","3","x2 Aluminum, x1 Copper, x1 Sealant","x2 ResInorgCommonAluminum, x1 ResInorgCommonCopper, x1 ResOrgCommonSealant"
0x00039635,"co_Outpost_Decor_WaterCooler01","","0","0",0x00263444,"Watercooler01","STAT","",0x00293ADF,"OutpostCategoryDecorations","KYWD","OutpostCategoryDecorations","3","2","x2 Aluminum, x2 Water","x2 ResInorgCommonAluminum, x2 ResInorgCommonWater_L"
