FormID, EditorID, Full, Data
0x0018072C,"PackInFPITestNumber15StorageCell","","257"
0x0019206C,"PackInShipPILMODStructDeimosBowTopStorageCell","","1"
0x00192D50,"PackInPIExoticsSporePodsLarge07StorageCell","","1"
0x0019F618,"PackInCoffeeToGoFull6PackPI01StorageCell","","1"
0x001A6120,"PackInLGTLightWallSmA04StorageCell","","1"
0x001A8894,"PackInPIIceSheetsLarge10StorageCell","","1"
0x001BE054,"PackInCrateMerchGen01Bundle05StorageCell","","1"
0x001CC474,"PackInPIExoticsMineralFormationsBroadLarge09StorageCell","","1"
0x001D1AC8,"PackInPIExoticsCoralBrainLarge04StorageCell","","1"
0x001D1B2C,"PackInFPIExoticsSwampPodMedium02StorageCell","","1"
0x001D6B40,"PackInFPITreesMesaMedium01BiomeMarkerStorageCell","","1"
0x001D7B44,"PackInPITreesPineAleppoSnowyLarge01StorageCell","","1"
0x001DB76C,"PackInPIExoticsSpikyCactusSmall02StorageCell","","1"
0x001DB7D0,"PackInPITreesPalmCoconutShrubPalmFernLarge05StorageCell","","1"
0x001DF7E0,"PackInShipPILMODStructHopeCap2LTopStorageCell","","1"
0x001E1144,"PackInClutterPIShelfmetalTabletopSm03StorageCell","","1"
0x001EE880,"PackInPIExoticsCorallineHollowMedium02StorageCell","","1"
0x001F0054,"PackInTRPExplodingCanisterCryo01PrefabStorageCell","","1"
0x001F5B58,"PackInUtlIntRmSmWallMidCutWallFullA01PackinStorageCell","","1"
0x001F88A8,"PackInIndIntRmSmWallMidCutWallPanelA01PrefabStorageCell","","1"
0x00202D1C,"PackInPIShrubsElephantEarMedium05StorageCell","","1"
0x002073D0,"PackInPITreesRootsGnarledMedium05StorageCell","","1"
0x00208370,"PackInStnPIStarTruss3WayA02StorageCell","","1"
0x00208B40,"PackInPITreesDwarfCedarMedium04StorageCell","","1"
0x0020AA1C,"PackInOfficeFilingFolder01Stack01Alt01PI05StorageCell","","1"
0x0020E89C,"PackInPIRocksHoodooMedium05StorageCell","","1"
0x0021190C,"PackInPIRocksSedimentPedestalsLarge06StorageCell","","1"
0x00216470,"PackInPITreesCypressSmall06StorageCell","","1"
0x0021672C,"PackInPITreesAlderMedium05StorageCell","","1"
0x00217CA8,"PackInPITreesBananaSmall02StorageCell","","1"
0x0021A868,"sCLC141","","5"
0x00222568,"PackInPILDSmStorageBinsA01StorageCell","","1"
0x00223F94,"PackInShipPISMODStructTaiyoAmaPortTopStorageCell","","1"
0x00228DB4,"PackInPIPCMManMadeFluidStorageXLargeC02StorageCell","","1"
0x0022919C,"PackInPIPCMManMadeCommunicationsD02StorageCell","","1"
0x0022EAAC,"PackInPIPCMRocksSharpPreyFeedXLarge02StorageCell","","1"
0x00230348,"PackInFPIRocksLayeredLarge04StorageCell","","1"
0x00232990,"PackInShipPISMODStructDeimosSpineAStorageCell","","1"
0x00232ABC,"PackInPIManmadeLargeCrate08bStorageCell","","1"
0x0023422C,"CityNeonTradeTowerStroudEklund","Trade Tower: Stroud-Eklund Corp","37"
0x0024714C,"PackInPanelBoxWithPipesA01StorageCell","","1"
0x0026E7C4,"PackInFPIRocksVolcanicRoughLarge05StorageCell","","1"
0x00276BCC,"PackInPCMPICreatureCritterTripleSwimmerStorageCell","","1"
0x0027914C,"PackInClutterPIShelfIndSmLow02StorageCell","","1"
0x0027B9EC,"PackInPIShrubsJuniperSmall03StorageCell","","1"
0x0028116C,"PackInShipPISBTaiyoWallForeMidExSm01BayLoadDoorStorageCell","","1"
0x00292A48,"PackInShipPISMODTurretShinigami800StorageCell","","1"
0x002AAF58,"PackInPCMPICreatureCritterDoubleStorageCell","","1"
0x002AC920,"PackInPITreesPalmettoRocksVolcanicWornSmall02StorageCell","","1"
0x002AE0F4,"PackInFPIRocksVeinyLarge12StorageCell","","1"
0x002FCE48,"PackInGPPIPCMManMadeStorageBayDilap01StorageCell","","1"
0x00302564,"PackInLC043Hallway03FloorPanels2WayStorageCell","","1"
0x00305F98,"PackInShipPISMODHabHopeCargo3L2W1HStorageCell","","1"
0x0030DAA4,"PackInLootDisplaySpacesuitRareFemale01StorageCell","","1"
0x0034E824,"PackInPIRocksSharpResourcesSolidSmall02StorageCell","","1"
0x0034FC74,"PackInOutpostPictureFrameAVertAdvert18StorageCell","","1"
0x0039A4A4,"PackInOutpostRugPatternC04StorageCell","","1"
0x0039A508,"PackInPottedPlantHangingPIH01StorageCell","","1"
0x003A8608,"PackInCUTOutpostPIBuilderC09StochasticEmitterStorageCell","","1"
0x003ADB30,"SEKT14FreighterBHopetechPCH01CreatedInterior","","32769"
0x003BC270,"PackInTrashPaperFlatWithTextDVert10StorageCell","","1"
0x003CBFF4,"PackInShipPISMODHabStroudBerthingAll3L1W1HAStorageCell","","1"
0x00000BC2,"PackInTEMPSlaytonClutterUtilityCorridor09StorageCell","","257"
0x0000420E,"PackInOfficePaperWithMagnets02StorageCell","","1"
0x00005B0E,"PackInSCVentTrimPipesTwoWalledGreebles01StorageCell","","1"
0x00007D0A,"PackInSignAmenitiesSecurityStorageCell","","1"
0x00007D6E,"PackInAKExtBldWallADoorA4x401FullStorageCell","","1"
0x00007DD2,"PackInLC017NASAElvShaft01StorageCell","","1"
0x00007E36,"PackInSCGBKCeilingPipesSize01LShape10StorageCell","","1"
0x0000A15E,"PackInShelvesPalletRacksBot01Scaled75StorageCell","","1"
0x0000BC52,"PackInFPIRocksPockedResourcesSolidSmall01StorageCell","","1"
0x00010DF6,"PackInOpiIntPodSmHexWall05StorageCell","","1"
0x00010E5A,"PackInOpiExtPodSmHexWallShellTop01StorageCell","","1"
0x00010EBE,"PackInSCShowerFaucetHandles01StorageCell","","1"
0x00010F22,"PackInSCReactorSuper02StorageCell","","1"
0x0001104E,"PackInSCCabinetKitWallLg03StorageCell","","1"
0x0001117A,"PackInNAMastTree22StorageCell","","1"
0x000111DE,"PackInShpGenIntHallSm4Way01SCStorageCell","","1"
0x00011242,"PackInSCShipGreebNet01StorageCell","","1"
0x000112A6,"PackInSCMedicalGenCart02AA01StorageCell","","1"
0x000134A2,"CityNewAtlantisResAthenaTowerDONOTUSE","Residence Tower 5","5"
0x0001518A,"PackInSCOLNeonGreebles14StorageCell","","1"
0x00020152,"PackInPIRocksVeinyLarge02StorageCell","","1"
0x000220F6,"PackInPIRocksRoughXLarge04StorageCell","","1"
0x000235AA,"PackInSCOLSCMineLightTripod01Grouping01StorageCell","","1"
0x000270A6,"PackInSciIntRmLgWallHallDbl01SCStorageCell","","1"
0x0002AEC2,"PackInPIRocksLayeredSmall02StorageCell","","1"
0x0002B75A,"PackInPIExoticsCorallineHollowFoldedMedium03StorageCell","","1"
0x0002E31A,"PackInMacKitCustomPipeGreeb06StorageCell","","1"
0x000308FE,"PackInStorageContainerSmallWithDoorOpenFilled01StorageCell","","1"
0x00030BBA,"PackInShipPISMODHabTaiyoInfirmary2L1W1HBtmAStorageCell","","1"
0x00030F3E,"PackInLC107HullBreach01WithTriggerLargeStorageCell","","1"
0x00039986,"PackInDialogueMenuNightLGTPackinStorageCell","","1"
0x00042496,"PackInTrashPaperFlatWithTextAHoriz00bStorageCell","","1"
0x0005D502,"PackInWhiteboardMilitaryGroup03aStorageCell","","1"
0x00061F9E,"PackInShipPISMODHabTaiyoCargo2L2W1HTopBIntStorageCell","","1"
0x00067D5E,"PackInHopeTownFireStation01StorageCell","","1"
0x000713C2,"PackInFPICaveTemplateSlabsHallMdSt02StorageCell","","1"
0x000718D6,"PackInFPITreesMesaXLarge02StorageCell","","1"
0x00077D3A,"PackInLC107HullBreach01WithTriggerBreachesOffscreenStorageCell","","1"
0x0007D38E,"PackInDesktopClutterB07StorageCell","","1"
0x0007F6B6,"PackInCeilingPipesLC034GroupA01StorageCell","","1"
0x0008052A,"PackInPIJunkMacKitPiecesSm03StorageCell","","1"
0x00084EFE,"PackInClutterPIMedicalCabinet02Loot02StorageCell","","1"
0x000917C6,"PackInShipPIEMODParticleHorizonDisrupter3340TurretForeStorageCell","","1"
0x0009506A,"PackInPIShrubsTasselcupSmall01StorageCell","","1"
0x000C97DE,"PackInTrashPaperFlatWithTextAHoriz10StorageCell","","1"
0x000CC272,"PackInLC107ConsoleKitTallCorOut03PINavmeshGenOnlyStorageCell","","1"
0x000D2866,"PackInStnPIStarSignSideBlankA04StorageCell","","1"
0x000EB28A,"PackInVolumesPIGenAirlock02StorageCell","","1"
0x000F47C2,"PackInNeonPipesConduitCeilingEnd01StorageCell","","1"
0x000FBB62,"PackInLC107ConsoleKitShortFullA01PIStorageCell","","1"
0x001177EA,"PackInSCOLNeonExtAStructureRBracingAYStrHalf01SCOLStorageCell","","1"
0x001227B2,"PackInPCMPICreaturePreyTripleSwimmerStorageCell","","1"
0x0012C06E,"PackInPIDestroyedShipChunkDestroyerFalcon03StorageCell","","1"
0x00130272,"PackInShipPIEMODParticleBallisticPB30UC01StorageCell","","1"
0x001321B2,"PackInENVHazardPKVentGasCorrosiveStatic03StorageCell","","1"
0x0013A16E,"PackInPIShrubsLichenSnowMedium02StorageCell","","1"
0x0013D0B2,"scGenIcy03","Icy Asteroids","1"
0x0013E2AA,"PackInPIBarShakers01StorageCell","","1"
0x0014CB16,"PackInTRPPipeSprayMdCryoPrefabStorageCell","","1"
0x00168546,"PackInShipPISMODLanderHopeHope6PortMidStorageCell","","1"
0x0016FD32,"PackInFPIPCMPsychotropicBiotaSM01StorageCell","","1"
0x001702AA,"PackInShipPISMODHabHopeStorage1L1W1HFuselageCStorageCell","","1"
0x0017AD5E,"PackInShipPISMODStructNovaPortholeAftStorageCell","","1"
0x00192076,"PackInShipPILMODHabDeimos2L1W1HPortAftBtmStorageCell","","1"
0x00192D5A,"PackInPIExoticsSporePodsMedium07StorageCell","","1"
0x0019F816,"PackInFPIRocksVolcanicRoughLarge09StorageCell","","1"
0x001A1D96,"PackInShipPISBDeimosWallStbdMidExSm01BayLoadDoorStorageCell","","1"
0x001A612A,"PackInLGTFloodLampTripodBase01StorageCell","","1"
0x001B6B2E,"PackInFPIRocksStromatolitesSmall09StorageCell","","1"
0x001C151A,"PackInStnPIStarPlugSideWindowA0103ExtStorageCell","","1"
0x001CC47E,"PackInPIExoticsMineralFormationsBroadMedium09StorageCell","","1"
0x001D1AD2,"PackInPIExoticsCoralBrainSmall04StorageCell","","1"
0x001D1B36,"PackInFPIExoticsSwampPodLarge07StorageCell","","1"
0x001D7B4E,"PackInPITreesPineAleppoSnowySmall01StorageCell","","1"
0x001DB776,"PackInPIExoticsSeleniteRosesRocksVeinyLarge05StorageCell","","1"
0x001DB7DA,"PackInPITreesPalmCoconutShrubPalmFernSmall05StorageCell","","1"
0x001EE88A,"PackInPIExoticsCorallineFoldedSmall05StorageCell","","1"
0x00202D26,"PackInPIShrubsEucalyptusRocksVolcanicWornMedium02StorageCell","","1"
0x00202EB6,"PackInStnPIStarHabSideCap2LB01IntStorageCell","","1"
0x002031D6,"PackInShipFormationSmVicStorageCell","","1"
0x0020837A,"PackInStnPIStarTrussCornerBraceA02StorageCell","","1"
0x00211916,"PackInPIRocksSedimentPedestalsMedium08StorageCell","","1"
0x00212596,"PackInPITreesMonkeyPodLarge03StorageCell","","1"
0x0021508E,"PackInPITreesBrambleTreesRootsGnarledMedium02StorageCell","","1"
0x002153AE,"PackInPIShrubsDwarfMapleSmall04StorageCell","","1"
0x0021647A,"PackInPITreesCypressLarge01StorageCell","","1"
0x00217CB2,"PackInPITreesBananaLarge02StorageCell","","1"
0x0021E116,"PackInPILDSmCanistersSmA06StorageCell","","1"
0x00222572,"PackInPILDSmStorageBinsA11StorageCell","","1"
0x00223F9E,"PackInShipPISMODLanderTaiyoPinpoint3GPortForeStorageCell","","1"
0x0022EAB6,"PackInPIPCMRocksRoughLairXLarge02PredatorStorageCell","","1"
0x002301C2,"PackInSCOLStructKitTruss03OptimizedStorageCell","","1"
0x00230352,"PackInFPIRocksLayeredMedium07StorageCell","","1"
0x0023299A,"PackInShipPISMODLanderDeimos220CBStbStorageCell","","1"
0x00232AC6,"PackInPIManmadeLargeCrate03fStorageCell","","1"
0x0023A56E,"PackInPIKreetClutterMisc03StorageCell","","1"
0x0023BA86,"PackInWineGlassDisplayWall01StorageCell","","1"
0x0024271E,"LC116Nishina02","Nishina Research Level","1"
0x00254572,"PackInFPIRocksVolcanicWornLarge12StorageCell","","1"
0x00255DAA,"scMQ302","","2305"
0x0026A75A,"PackInShipPISBStroudWallForeMidExSm01WithDoor01StorageCell","","1"
0x002AE0FE,"PackInPITreesPalmettoXLarge08StorageCell","","1"
0x002BB9CA,"PackInPIAKSign04StorageCell","","1"
0x002CDBA2,"PackInPIShrubsBushwillowMedium03StorageCell","","1"
0x002E6C6A,"PackInPITreesFernKnotweedMedium03StorageCell","","1"
0x002FCE52,"PackInGPPIPCMManMadeStorageBayD01StorageCell","","1"
0x00346ACA,"PackInGenAddOnPlugC00M03PIStorageCell","","257"
0x0039A4AE,"PackInOutpostRugPatternG02StorageCell","","1"
0x0039A512,"PackInPottedPlantPIE01StorageCell","","1"
0x003A3086,"PackInIceSnowStalactiteSm02StorageCell","","1"
0x003B907A,"ssMS03JunoShipEmptyInterior","","32769"
0x003BC27A,"PackInTrashPaperFlatWithTextDHoriz09StorageCell","","1"
0x003FBC72,"PackInShipPIEMODProjectileShinigamiJishakuFeTurretForeStorageCell","","1"
0x003FDD42,"PackInPIPlatformBaseC01StorageCell","","1"
0x000008AC,"PackInNeonBillboardPortrait05StorageCell","","1"
0x00000BCC,"PackInTEMPSlaytonClutterUtilityCorridor06StorageCell","","257"
0x00005B18,"PackInSCLDCratesLarge10StorageCell","","1"
0x00007D78,"PackInLC017NASAFrame04StorageCell","","1"
0x00007DDC,"PackInRedDevilMinesTrain04SCOLStorageCell","","1"
0x00007EA4,"PackInNAMastTree02StorageCell","","1"
0x00008994,"PackInIndustrialUtilitiesVarious07StorageCell","","1"
0x00009420,"PackInAKFieldDeskOpen02Full04StorageCell","","1"
0x0000A168,"PackInDeskGenOutpostPIAWallAndDeskCorIn01StorageCell","","1"
0x00010D9C,"PackInNAMastTree21StorageCell","","1"
0x00010E64,"PackInStsGenIntAddOnWalk0101StorageCell","","1"
0x00010EC8,"PackInSCLDPalletRacksSm1x2ShelfClutterCrates08StorageCell","","1"
0x00010F2C,"PackInSCLDSpacePouchesStackB04StorageCell","","1"
0x00011058,"PackInSCVentUnit03StorageCell","","1"
0x000110BC,"PackInOpiIntPodMedHexWallWin05StorageCell","","1"
0x000111E8,"PackInSciHullRmSmWallACapR01SCStorageCell","","1"
0x0001124C,"PackInConcIntSegSmWallMidMid01Dmg02StorageCell","","1"
0x000112B0,"PackInSCBulletinBoardWithPapers01StorageCell","","1"
0x00016A94,"PackInCrowdFurnBenchMedicalA03PackInStorageCell","","1"
0x00022DE4,"PackInShipPISMODHabTaiyoScience2L1W1HTopBStorageCell","","1"
0x000235B4,"PackInSCOLOpiExtPodMedHexWallExArch01StorageCell","","1"
0x00024D88,"PackInPIRocksSharpXLarge02StorageCell","","1"
0x000270B0,"PackInSciIntHallLg2WayScktBL01SCStorageCell","","1"
0x00029950,"PackInShipPISBNovaShipRmWallDoor1LoadDoorStorageCell","","1"
0x0002E324,"PackInMacKitCustomGeneratorGreeb03StorageCell","","1"
0x00049F48,"PackInPIPCMRockVeinyAmbushLedge01StorageCell","","1"
0x0004F27C,"PackInShipPISMODHabTaiyoBerthingAll2L1W1HBtmAStorageCell","","1"
0x00058C64,"PackInGPPIPCMManMadeSolarPanelsA02StorageCell","","1"
0x0005AE60,"PackInShipPISMODLanderHopeHope55StbdStorageCell","","1"
0x00061FA8,"PackInShipPISMODHabTaiyoCargo2L2W1HTopAStorageCell","","1"
0x00068D08,"PackInAKFanWallFullAngleUp01LazyStorageCell","","1"
0x0006A608,"PackInPIExoticsCorallineHollowFoldedLarge05StorageCell","","1"
0x00080534,"PackInPIJunkMacKitPiecesSm12StorageCell","","1"
0x00084E40,"PackInWhiteboardSmWithText08StorageCell","","1"
0x00091BB8,"PackInShipPIEMODParticleObliterator250MeVTurretPortStorageCell","","1"
0x00095074,"PackInPIShrubsDwarfLupinSmall01StorageCell","","1"
0x0009A8BC,"PackInCrowdFurnCouchModCCurveLrg01PackInStorageCell","","1"
0x0009D1C0,"PackInOutpostPILandingPad01FoundationCatwalkStairs02StorageCell","","1"
0x000BFA18,"CityAkilaCityCartwrightManor","Cartwright Manor","65541"
0x000CC27C,"PackInLC107ConsoleKitShortFullB02PINavmeshGenOnlyStorageCell","","1"
0x000E013C,"PackInShpGenIntSegSmWallSingleMid01BuiltInShelf01StorageCell","","257"
0x000E3404,"PackInOutpostPIOPKOpsExtPodSmRndWallWin01StorageCell","","1"
0x000E9B24,"PackInScienceLocker01ClutteredLootWithMarkers04FoodStorageCell","","1"
0x000F47CC,"PackInFiltrationSystem10StorageCell","","1"
0x000F4ED4,"CityNewAtlantisWell","The Well","37"
0x000F8B60,"PackInOEAustinFClutterPIEggThiefStorageCell","","1"
0x000F9970,"PackInPIPCMManMadeCratesSmall01StorageCell","","1"
0x000FBB6C,"PackInLC107ConsoleKitTallCorIn02PIStorageCell","","1"
0x001177F4,"PackInSCOLNeonPipeswiresEdgeBStrScol01StorageCell","","1"
0x0011B73C,"PackInPlantPotEuphorbiaMed03StorageCell","","1"
0x00128A2C,"PackInNeonWallElectricalGreebsAdd0n05StorageCell","","1"
0x00133E40,"PackInPIPaperTowelBox01aStorageCell","","1"
0x00143B60,"PackInShipPISMODStructNovaPortholeTopInt01StorageCell","","1"
0x0014AD0C,"PackInShipPILMODHabNovaColonyNoseConeStorageCell","","1"
0x00156954,"PackInCabinetKitOutpostPIDblHigh03StorageCell","","1"
0x00168550,"PackInShipPILMODEngSlaytonSAH7110StbdBtmStorageCell","","1"
0x0016FD3C,"PackInPIPCMPrimordialNetworkSm01StorageCell","","1"
0x0017AD68,"PackInShipPISMODThrustNovaArrayPortStorageCell","","1"
0x00187C70,"PackInPISpaceJunk14aStorageCell","","1"
0x00192DC8,"PackInPIExoticsTreeSpiresMedium06StorageCell","","1"
0x0019F820,"PackInPIRocksVolcanicRoughMedium09StorageCell","","1"
0x001A6134,"PackInLGTSciIntAddOnLightPanelA01StorageCell","","1"
0x001B6B38,"PackInPIRocksStromatolitesLarge04StorageCell","","1"
0x001B7FEC,"PackInCupStackWithPingPongPaddleStorageCell","","1"
0x001BEA90,"PackInPIManmadeSmallClutter07StorageCell","","1"
0x001CC488,"PackInPIRocksVolcanicRoughSlabSmall05StorageCell","","1"
0x001D1ADC,"PackInPIExoticsCoralRoundMedium01StorageCell","","1"
0x001D1B40,"PackInPIExoticsSwampPodLarge08StorageCell","","1"
0x001D3954,"PackInPIAsteroidClump01StorageCell","","1"
0x001D7B58,"PackInPITreesPineCageMedium01StorageCell","","1"
0x001DB780,"PackInPITreesAcaciaRocksRoughLarge05StorageCell","","1"
0x001DB7E4,"PackInPITreesOliveCrescentShrubLichenMedium05StorageCell","","1"
0x001E0474,"PackInPoweredLeverElevatorButtonsPanelCall001PIStorageCell","","1"
0x001EE3E4,"PackInPIShrubsFernForestMedium04StorageCell","","1"
0x00202628,"PackInShipPIEMODMissileLightCyclops8100MPStorageCell","","1"
0x00208384,"PackInStnPIStarPipe3Way2LA02StorageCell","","1"
0x0020A904,"PackInBulletinBoardWallPaper02PI09StorageCell","","1"
0x0021159C,"PackInPIRocksSedimentWingsLarge08StorageCell","","1"
0x002125A0,"PackInPITreesMonkeyPodMedium03StorageCell","","1"
0x00216F10,"PackInPITreesBrambleSmall01StorageCell","","1"
0x0021A818,"PackInPIRockAsteroidRoughMedium02StorageCell","","1"
0x00220BB4,"scSEAF04","","5"
0x0022257C,"PackInPILDSmFilingBoxesA06StorageCell","","1"
0x00223FA8,"PackInShipPISMODStructTaiyoAmaPortBtmBStorageCell","","1"
0x0022A7F4,"PackInPIPCMManMadeStorageBayDilap05StorageCell","","1"
0x0022EAC0,"PackInPIPCMRocksVolcanicWornLairLarge02PredatorStorageCell","","1"
0x00231108,"PackInFPIRocksVolcanicWornMedium14StorageCell","","1"
0x002329A4,"PackInShipPISMODStructHopeRadiatorAStorageCell","","1"
0x00232AD0,"PackInPIManmadeLargeCrate03aStorageCell","","1"
0x002391F0,"PackInAKAggHayBaleStack01StorageCell","","1"
0x0023A578,"PackInPIKreetClutterMisc14StorageCell","","1"
0x00240400,"PackInShipPISpaceTurret01StorageCell","","1"
0x0024340C,"PackInClutterPIJunkStack01StorageCell","","1"
0x00244CA8,"SM008ParadisoHotel","Hotel Paradiso","5"
0x0024615C,"PackInPIPCMCharredEcosystemMedium03StorageCell","","1"
0x0025457C,"PackInFPIRocksVolcanicWornLarge10StorageCell","","1"
0x00260D7C,"PackInGroupFormationPackInSingleFile6MaxStorageCell","","1"
0x00270F4C,"PackInPITreesAspenTreesSycamoreMedium03StorageCell","","1"
0x0028D278,"LC043SY02","SY-920 - Command Bay","1"
0x00294488,"PackInPITreesSequoiaTreesSpruceMedium03StorageCell","","1"
0x002959A0,"TempAkilaCityGalbankIntFC01","Temp Interior","5"
0x002AE108,"PackInPITreesSpruceXLarge03StorageCell","","1"
0x002D2C24,"PackInPlanterGenKitBAkilaMix03StorageCell","","1"
0x002E6C74,"PackInPIShrubsplantbroadleafSmall02StorageCell","","1"
0x002FCE5C,"PackInFPIPCMManMadeStorageBayC03StorageCell","","1"
0x002FF760,"PackInSCOLNAVinesSCOL13StorageCell","","1"
0x00309404,"PackInPIRocksRoughResourcesSolidSmall04StorageCell","","1"
0x0034E838,"PackInPIRocksPockedResourcesSolidSmall02StorageCell","","1"
0x0034FC88,"PackInOutpostPictureFrameAVertAdvert10StorageCell","","1"
0x0039A4B8,"PackInOutpostRugPatternD01StorageCell","","1"
0x003BC284,"PackInTrashPaperFlatWithTextBVert06StorageCell","","1"
0x003FDD4C,"PackInPIStorageTankTallA01StorageCell","","1"
0x00000BD6,"PackInTEMPSlaytonClutterStorage05StorageCell","","257"
0x00005B22,"PackInSCLDCartsB01StorageCell","","1"
0x00007166,"PackInNasaGravDrivePrototype02StorageCell","","1"
0x00007D82,"PackInScTestSolarStationWreckedStorageCell","","1"
0x00007DE6,"PackInSCLC082MK5AStorageCell","","1"
0x00008296,"PackInShipPISMODHabTaiyoMessHall3L2W1HTopAIntStorageCell","","1"
0x0000A172,"PackInDeskGenOutpostPIADeskOnly03StorageCell","","1"
0x00010DA6,"PackInComIntSegSmWallMidTop01Dmg02StorageCell","","1"
0x00010E6E,"PackInNeonContainersSC01StorageCell","","1"
0x00010ED2,"PackInNAMastTree33StorageCell","","1"
0x00010F36,"PackInSCComputerCabinetTower01Alt01StorageCell","","1"
0x00010FFE,"PackInLC017PipeLGVertical01BrokenStorageCell","","1"
0x00011062,"PackInDR017IndIntCeilingDmgStorageCell","","1"
0x000110C6,"PackInOpiIntPodSmHexWallExSm01StorageCell","","1"
0x0001118E,"PackInSCKreetBaseExtRooftopClutterCrates02StorageCell","","1"
0x000111F2,"PackInSCBathStall01StorageCell","","1"
0x00011256,"PackInStsGenIntSegSmMidCeiling01dStorageCell","","1"
0x000112BA,"PackInSciHullExtRmSmWallBEdgeDmgMid01Structure02SCStorageCell","","1"
0x00011AEE,"PackInClutterPIEngineeringGreebB02StorageCell","","257"
0x00016A9E,"PackInCrowdFurnShipCouchB01PackInStorageCell","","1"
