FormID, EditorID, Full, BTXT, Index, ITXT, ISTX, ITID, TNAM, UNAM
0x00003837,"EAW_AutoShipyardComputerMenu_01","Computer","Kreet Research Base","6","New Specimens","","6","","Hayden Wynn \nPersonal Journal\nJuly 6, 2306\n\nMarines dropped another few specimens off this morning. Totally unscheduled. \n\nBest way to describe them? They're arthropods - the alien equivalent of Homarus Gammarus. Basically, giant space lobsters. Very promising giant space lobsters.\n\nI'm not entirely sure where the UC grunts found these particular test subjects - some godforsaken backwater rock, I imagine. After the third or fourth unsuccessful trial, I stopped asking. None of those earlier species could be controlled with any reliability. As noted in my earlier logs, their natural aggressiveness made them effective weapons, but a bullet is less than useless if the gun keeps turning itself on the shooter.\n\nBut these new creatures possess a perfect natural disposition - non-aggressive, even docile, yet capable of defending themselves with deadly efficiency when threatened. And when they do go on the attack, they're terrifying.\n\nSo we'll see..."
0x00003837,"EAW_AutoShipyardComputerMenu_01","Computer","Kreet Research Base","7","Relocation","","7","","Hayden Wynn \nPersonal Journal\nAugust 1, 2306\n\nWe're moving! Packing up shop and transitioning the entire operation. It's happened so fast... My head is spinning.\n\nThe work on the arthropods has been so successful, we're actually relocating to their homeworld. We'll have an unlimited supply of creatures for the Xenowarfare Division.\n\nI've been named Senior Xenobiologist. That means I'll be running the entire facility. My first instinct was to tell Amanda. I'm still not used to her not being there.\n\nI'll give Michelson credit - the guy really went to bat for me. He let the MAST brass know that it was my work tuning the Neural Control Interface that was instrumental in controlling the arthropod.  \n\nI guess Paulson is being forced to retire. Good riddance."
0x00003838,"EAW_TestingFacilityComputerMenu_01","Computer","Kreet Research Base","1","New Beginnings!","","3","","Hayden Wynn \nPersonal Journal\nJanuary 13, 2306\n\nI can't believe it! I got the posting!\n\nThe United Colonies Xenowarfare Division is now official. I can't even imagine the amount of red tape they had to cut through at MAST, but it's long overdue. And I get to be a part of it from the ground up.\n\nMy official title will be Associate Xenobiology Technician, and I ship out in three days. Amanda is upset, but I assured her I'll have plenty of leave, and will be back in New Atlantis all the time.\n\nI'm still not sure where I'm going. Definitely somewhere in United Colonies space. Guess I'll find out when I get there.\n"
0x00003838,"EAW_TestingFacilityComputerMenu_01","Computer","Kreet Research Base","2","Candidate One","","1","","Hayden Wynn \nPersonal Journal\nFebruary 6, 2306\n\nWe got our first extraterrestrial candidate today, what appeared to be an alien form of leucauge venusta - essentially, a giant spider. \n\nMichelson, in full protective gear, attempted to attach the Neural Control Interface (NCI). Our security detail is still trying to remove him from the cocoon. And we had no choice but to put down the creature.\n\nA minor setback. None of us expected success on the first try. \n\nI heard Doctor Paulson tell the others that a detachment of United Colonies Marines is scheduled to deliver another creature next Thursday.\n"
0x00003838,"EAW_TestingFacilityComputerMenu_01","Computer","Kreet Research Base","3","Ashta Specimen","","2","","Hayden Wynn \nPersonal Journal\nMay 5, 2306\n\nI'm not sure how they managed it, but the UC Marines actually managed to bring us an Ashta. \n\nIt's not that the Ashta is a terrifying beast and natural predator (those are both exceptional and wonderful qualities, and essential to the work we're doing here). It's that the Ashta is native to the planet Akila in the Cheyenne system. Akila, home to Akila City, capital of the Freestar Collective. \n\nLeave it to a group of groundpounders to grab a candidate right from the enemy's backyard. Though it does beg the question - have Freestar Collective scientists managed to weaponize their greatest natural predator? If so, our timetable just got accelerated.\n"
0x00003838,"EAW_TestingFacilityComputerMenu_01","Computer","Kreet Research Base","4","Trial Failure","","4","","Hayden Wynn \nPersonal Journal\nMay 7, 2306\n\nAny fears that our Freestar Collective counterparts have managed to weaponize the Ashta have been completely dispelled.\n\nAfter the Michelson debacle, we determined the NCI should only be attached under full sedation, so that wasn't an issue. The problems started immediately afterward. The Ashta proved incredibly resistant to synchronization, and we never achieved control fidelity beyond 47%. Doctor Chin's arm was nearly ripped off five minutes into the first trial.\n\nIn short, the Ashta simply can't be controlled. If not by us, then certainly not by the Freestar Collective.\n\nDoctor Paulson has been in touch with Colonel Kasarov. Looks like the Marines will have another species collected and dropped off by this time next week.\n"
0x00003838,"EAW_TestingFacilityComputerMenu_01","Computer","Kreet Research Base","5","More Disappointment","","5","","Hayden Wynn \nPersonal Journal\nMay 12, 2306\n\nAnother creature, another failure. No fault of the UC groundpounders - we wanted a predator, and they delivered. These things were SO alien, Paulson had a difficult time deciding on a designation. Opted for ""Reptans Venenum.""\n\nShame we couldn't properly sync the NCI. These things would have been spectacular. Especially the poison."
0x00003838,"EAW_TestingFacilityComputerMenu_01","Computer","Kreet Research Base","6","New Specimens","","6","","Hayden Wynn \nPersonal Journal\nJuly 6, 2306\n\nMarines dropped another few specimens off this morning. Totally unscheduled. \n\nBest way to describe them? They're arthropods - the alien equivalent of Homarus Gammarus. Basically, giant space lobsters. Very promising giant space lobsters.\n\nI'm not entirely sure where the UC grunts found these particular test subjects - some godforsaken backwater rock, I imagine. After the third or fourth unsuccessful trial, I stopped asking. None of those earlier species could be controlled with any reliability. As noted in my earlier logs, their natural aggressiveness made them effective weapons, but a bullet is less than useless if the gun keeps turning itself on the shooter.\n\nBut these new creatures possess a perfect natural disposition - non-aggressive, even docile, yet capable of defending themselves with deadly efficiency when threatened. And when they do go on the attack, they're terrifying.\n\nSo we'll see..."
0x00003838,"EAW_TestingFacilityComputerMenu_01","Computer","Kreet Research Base","7","Relocation","","7","","Hayden Wynn \nPersonal Journal\nAugust 1, 2306\n\nWe're moving! Packing up shop and transitioning the entire operation. It's happened so fast... My head is spinning.\n\nThe work on the arthropods has been so successful, we're actually relocating to their homeworld. We'll have an unlimited supply of creatures for the Xenowarfare Division.\n\nI've been named Senior Xenobiologist. That means I'll be running the entire facility. My first instinct was to tell Amanda. I'm still not used to her not being there.\n\nI'll give Michelson credit - the guy really went to bat for me. He let the MAST brass know that it was my work tuning the Neural Control Interface that was instrumental in controlling the arthropod.  \n\nI guess Paulson is being forced to retire. Good riddance."
0x00003839,"EAW_MedTerrariumComputerMenu_01","Computer","Kreet Research Base","1","New Beginnings!","","3","","Hayden Wynn \nPersonal Journal\nJanuary 13, 2306\n\nI can't believe it! I got the posting!\n\nThe United Colonies Xenowarfare Division is now official. I can't even imagine the amount of red tape they had to cut through at MAST, but it's long overdue. And I get to be a part of it from the ground up.\n\nMy official title will be Associate Xenobiology Technician, and I ship out in three days. Amanda is upset, but I assured her I'll have plenty of leave, and will be back in New Atlantis all the time.\n\nI'm still not sure where I'm going. Definitely somewhere in United Colonies space. Guess I'll find out when I get there.\n"
0x00003839,"EAW_MedTerrariumComputerMenu_01","Computer","Kreet Research Base","2","Candidate One","","1","","Hayden Wynn \nPersonal Journal\nFebruary 6, 2306\n\nWe got our first extraterrestrial candidate today, what appeared to be an alien form of leucauge venusta - essentially, a giant spider. \n\nMichelson, in full protective gear, attempted to attach the Neural Control Interface (NCI). Our security detail is still trying to remove him from the cocoon. And we had no choice but to put down the creature.\n\nA minor setback. None of us expected success on the first try. \n\nI heard Doctor Paulson tell the others that a detachment of United Colonies Marines is scheduled to deliver another creature next Thursday.\n"
0x00003839,"EAW_MedTerrariumComputerMenu_01","Computer","Kreet Research Base","3","Ashta Specimen","","2","","Hayden Wynn \nPersonal Journal\nMay 5, 2306\n\nI'm not sure how they managed it, but the UC Marines actually managed to bring us an Ashta. \n\nIt's not that the Ashta is a terrifying beast and natural predator (those are both exceptional and wonderful qualities, and essential to the work we're doing here). It's that the Ashta is native to the planet Akila in the Cheyenne system. Akila, home to Akila City, capital of the Freestar Collective. \n\nLeave it to a group of groundpounders to grab a candidate right from the enemy's backyard. Though it does beg the question - have Freestar Collective scientists managed to weaponize their greatest natural predator? If so, our timetable just got accelerated.\n"
0x00003839,"EAW_MedTerrariumComputerMenu_01","Computer","Kreet Research Base","4","Trial Failure","","4","","Hayden Wynn \nPersonal Journal\nMay 7, 2306\n\nAny fears that our Freestar Collective counterparts have managed to weaponize the Ashta have been completely dispelled.\n\nAfter the Michelson debacle, we determined the NCI should only be attached under full sedation, so that wasn't an issue. The problems started immediately afterward. The Ashta proved incredibly resistant to synchronization, and we never achieved control fidelity beyond 47%. Doctor Chin's arm was nearly ripped off five minutes into the first trial.\n\nIn short, the Ashta simply can't be controlled. If not by us, then certainly not by the Freestar Collective.\n\nDoctor Paulson has been in touch with Colonel Kasarov. Looks like the Marines will have another species collected and dropped off by this time next week.\n"
0x00003839,"EAW_MedTerrariumComputerMenu_01","Computer","Kreet Research Base","5","More Disappointment","","5","","Hayden Wynn \nPersonal Journal\nMay 12, 2306\n\nAnother creature, another failure. No fault of the UC groundpounders - we wanted a predator, and they delivered. These things were SO alien, Paulson had a difficult time deciding on a designation. Opted for ""Reptans Venenum.""\n\nShame we couldn't properly sync the NCI. These things would have been spectacular. Especially the poison."
0x00003839,"EAW_MedTerrariumComputerMenu_01","Computer","Kreet Research Base","6","New Specimens","","6","","Hayden Wynn \nPersonal Journal\nJuly 6, 2306\n\nMarines dropped another few specimens off this morning. Totally unscheduled. \n\nBest way to describe them? They're arthropods - the alien equivalent of Homarus Gammarus. Basically, giant space lobsters. Very promising giant space lobsters.\n\nI'm not entirely sure where the UC grunts found these particular test subjects - some godforsaken backwater rock, I imagine. After the third or fourth unsuccessful trial, I stopped asking. None of those earlier species could be controlled with any reliability. As noted in my earlier logs, their natural aggressiveness made them effective weapons, but a bullet is less than useless if the gun keeps turning itself on the shooter.\n\nBut these new creatures possess a perfect natural disposition - non-aggressive, even docile, yet capable of defending themselves with deadly efficiency when threatened. And when they do go on the attack, they're terrifying.\n\nSo we'll see..."
0x00003839,"EAW_MedTerrariumComputerMenu_01","Computer","Kreet Research Base","7","Relocation","","7","","Hayden Wynn \nPersonal Journal\nAugust 1, 2306\n\nWe're moving! Packing up shop and transitioning the entire operation. It's happened so fast... My head is spinning.\n\nThe work on the arthropods has been so successful, we're actually relocating to their homeworld. We'll have an unlimited supply of creatures for the Xenowarfare Division.\n\nI've been named Senior Xenobiologist. That means I'll be running the entire facility. My first instinct was to tell Amanda. I'm still not used to her not being there.\n\nI'll give Michelson credit - the guy really went to bat for me. He let the MAST brass know that it was my work tuning the Neural Control Interface that was instrumental in controlling the arthropod.  \n\nI guess Paulson is being forced to retire. Good riddance."
0x0000383A,"EAW_TAWarehouseComputerMenu_01","Computer","Kreet Research Base","1","New Beginnings!","","3","","Hayden Wynn \nPersonal Journal\nJanuary 13, 2306\n\nI can't believe it! I got the posting!\n\nThe United Colonies Xenowarfare Division is now official. I can't even imagine the amount of red tape they had to cut through at MAST, but it's long overdue. And I get to be a part of it from the ground up.\n\nMy official title will be Associate Xenobiology Technician, and I ship out in three days. Amanda is upset, but I assured her I'll have plenty of leave, and will be back in New Atlantis all the time.\n\nI'm still not sure where I'm going. Definitely somewhere in United Colonies space. Guess I'll find out when I get there.\n"
0x0000383A,"EAW_TAWarehouseComputerMenu_01","Computer","Kreet Research Base","2","Candidate One","","1","","Hayden Wynn \nPersonal Journal\nFebruary 6, 2306\n\nWe got our first extraterrestrial candidate today, what appeared to be an alien form of leucauge venusta - essentially, a giant spider. \n\nMichelson, in full protective gear, attempted to attach the Neural Control Interface (NCI). Our security detail is still trying to remove him from the cocoon. And we had no choice but to put down the creature.\n\nA minor setback. None of us expected success on the first try. \n\nI heard Doctor Paulson tell the others that a detachment of United Colonies Marines is scheduled to deliver another creature next Thursday.\n"
0x0000383A,"EAW_TAWarehouseComputerMenu_01","Computer","Kreet Research Base","3","Ashta Specimen","","2","","Hayden Wynn \nPersonal Journal\nMay 5, 2306\n\nI'm not sure how they managed it, but the UC Marines actually managed to bring us an Ashta. \n\nIt's not that the Ashta is a terrifying beast and natural predator (those are both exceptional and wonderful qualities, and essential to the work we're doing here). It's that the Ashta is native to the planet Akila in the Cheyenne system. Akila, home to Akila City, capital of the Freestar Collective. \n\nLeave it to a group of groundpounders to grab a candidate right from the enemy's backyard. Though it does beg the question - have Freestar Collective scientists managed to weaponize their greatest natural predator? If so, our timetable just got accelerated.\n"
0x0000383A,"EAW_TAWarehouseComputerMenu_01","Computer","Kreet Research Base","4","Trial Failure","","4","","Hayden Wynn \nPersonal Journal\nMay 7, 2306\n\nAny fears that our Freestar Collective counterparts have managed to weaponize the Ashta have been completely dispelled.\n\nAfter the Michelson debacle, we determined the NCI should only be attached under full sedation, so that wasn't an issue. The problems started immediately afterward. The Ashta proved incredibly resistant to synchronization, and we never achieved control fidelity beyond 47%. Doctor Chin's arm was nearly ripped off five minutes into the first trial.\n\nIn short, the Ashta simply can't be controlled. If not by us, then certainly not by the Freestar Collective.\n\nDoctor Paulson has been in touch with Colonel Kasarov. Looks like the Marines will have another species collected and dropped off by this time next week.\n"
0x0000383A,"EAW_TAWarehouseComputerMenu_01","Computer","Kreet Research Base","5","More Disappointment","","5","","Hayden Wynn \nPersonal Journal\nMay 12, 2306\n\nAnother creature, another failure. No fault of the UC groundpounders - we wanted a predator, and they delivered. These things were SO alien, Paulson had a difficult time deciding on a designation. Opted for ""Reptans Venenum.""\n\nShame we couldn't properly sync the NCI. These things would have been spectacular. Especially the poison."
0x0000383A,"EAW_TAWarehouseComputerMenu_01","Computer","Kreet Research Base","6","New Specimens","","6","","Hayden Wynn \nPersonal Journal\nJuly 6, 2306\n\nMarines dropped another few specimens off this morning. Totally unscheduled. \n\nBest way to describe them? They're arthropods - the alien equivalent of Homarus Gammarus. Basically, giant space lobsters. Very promising giant space lobsters.\n\nI'm not entirely sure where the UC grunts found these particular test subjects - some godforsaken backwater rock, I imagine. After the third or fourth unsuccessful trial, I stopped asking. None of those earlier species could be controlled with any reliability. As noted in my earlier logs, their natural aggressiveness made them effective weapons, but a bullet is less than useless if the gun keeps turning itself on the shooter.\n\nBut these new creatures possess a perfect natural disposition - non-aggressive, even docile, yet capable of defending themselves with deadly efficiency when threatened. And when they do go on the attack, they're terrifying.\n\nSo we'll see..."
0x0000383A,"EAW_TAWarehouseComputerMenu_01","Computer","Kreet Research Base","7","Relocation","","7","","Hayden Wynn \nPersonal Journal\nAugust 1, 2306\n\nWe're moving! Packing up shop and transitioning the entire operation. It's happened so fast... My head is spinning.\n\nThe work on the arthropods has been so successful, we're actually relocating to their homeworld. We'll have an unlimited supply of creatures for the Xenowarfare Division.\n\nI've been named Senior Xenobiologist. That means I'll be running the entire facility. My first instinct was to tell Amanda. I'm still not used to her not being there.\n\nI'll give Michelson credit - the guy really went to bat for me. He let the MAST brass know that it was my work tuning the Neural Control Interface that was instrumental in controlling the arthropod.  \n\nI guess Paulson is being forced to retire. Good riddance."
0x00003840,"EAW_ArmoredShipComputerMenu_01","Computer","Kreet Research Base","1","New Beginnings!","","3","","Hayden Wynn \nPersonal Journal\nJanuary 13, 2306\n\nI can't believe it! I got the posting!\n\nThe United Colonies Xenowarfare Division is now official. I can't even imagine the amount of red tape they had to cut through at MAST, but it's long overdue. And I get to be a part of it from the ground up.\n\nMy official title will be Associate Xenobiology Technician, and I ship out in three days. Amanda is upset, but I assured her I'll have plenty of leave, and will be back in New Atlantis all the time.\n\nI'm still not sure where I'm going. Definitely somewhere in United Colonies space. Guess I'll find out when I get there.\n"
0x00003840,"EAW_ArmoredShipComputerMenu_01","Computer","Kreet Research Base","2","Candidate One","","1","","Hayden Wynn \nPersonal Journal\nFebruary 6, 2306\n\nWe got our first extraterrestrial candidate today, what appeared to be an alien form of leucauge venusta - essentially, a giant spider. \n\nMichelson, in full protective gear, attempted to attach the Neural Control Interface (NCI). Our security detail is still trying to remove him from the cocoon. And we had no choice but to put down the creature.\n\nA minor setback. None of us expected success on the first try. \n\nI heard Doctor Paulson tell the others that a detachment of United Colonies Marines is scheduled to deliver another creature next Thursday.\n"
0x00003840,"EAW_ArmoredShipComputerMenu_01","Computer","Kreet Research Base","3","Ashta Specimen","","2","","Hayden Wynn \nPersonal Journal\nMay 5, 2306\n\nI'm not sure how they managed it, but the UC Marines actually managed to bring us an Ashta. \n\nIt's not that the Ashta is a terrifying beast and natural predator (those are both exceptional and wonderful qualities, and essential to the work we're doing here). It's that the Ashta is native to the planet Akila in the Cheyenne system. Akila, home to Akila City, capital of the Freestar Collective. \n\nLeave it to a group of groundpounders to grab a candidate right from the enemy's backyard. Though it does beg the question - have Freestar Collective scientists managed to weaponize their greatest natural predator? If so, our timetable just got accelerated.\n"
0x00003840,"EAW_ArmoredShipComputerMenu_01","Computer","Kreet Research Base","4","Trial Failure","","4","","Hayden Wynn \nPersonal Journal\nMay 7, 2306\n\nAny fears that our Freestar Collective counterparts have managed to weaponize the Ashta have been completely dispelled.\n\nAfter the Michelson debacle, we determined the NCI should only be attached under full sedation, so that wasn't an issue. The problems started immediately afterward. The Ashta proved incredibly resistant to synchronization, and we never achieved control fidelity beyond 47%. Doctor Chin's arm was nearly ripped off five minutes into the first trial.\n\nIn short, the Ashta simply can't be controlled. If not by us, then certainly not by the Freestar Collective.\n\nDoctor Paulson has been in touch with Colonel Kasarov. Looks like the Marines will have another species collected and dropped off by this time next week.\n"
0x00003840,"EAW_ArmoredShipComputerMenu_01","Computer","Kreet Research Base","5","More Disappointment","","5","","Hayden Wynn \nPersonal Journal\nMay 12, 2306\n\nAnother creature, another failure. No fault of the UC groundpounders - we wanted a predator, and they delivered. These things were SO alien, Paulson had a difficult time deciding on a designation. Opted for ""Reptans Venenum.""\n\nShame we couldn't properly sync the NCI. These things would have been spectacular. Especially the poison."
0x00003840,"EAW_ArmoredShipComputerMenu_01","Computer","Kreet Research Base","6","New Specimens","","6","","Hayden Wynn \nPersonal Journal\nJuly 6, 2306\n\nMarines dropped another few specimens off this morning. Totally unscheduled. \n\nBest way to describe them? They're arthropods - the alien equivalent of Homarus Gammarus. Basically, giant space lobsters. Very promising giant space lobsters.\n\nI'm not entirely sure where the UC grunts found these particular test subjects - some godforsaken backwater rock, I imagine. After the third or fourth unsuccessful trial, I stopped asking. None of those earlier species could be controlled with any reliability. As noted in my earlier logs, their natural aggressiveness made them effective weapons, but a bullet is less than useless if the gun keeps turning itself on the shooter.\n\nBut these new creatures possess a perfect natural disposition - non-aggressive, even docile, yet capable of defending themselves with deadly efficiency when threatened. And when they do go on the attack, they're terrifying.\n\nSo we'll see..."
0x00003840,"EAW_ArmoredShipComputerMenu_01","Computer","Kreet Research Base","7","Relocation","","7","","Hayden Wynn \nPersonal Journal\nAugust 1, 2306\n\nWe're moving! Packing up shop and transitioning the entire operation. It's happened so fast... My head is spinning.\n\nThe work on the arthropods has been so successful, we're actually relocating to their homeworld. We'll have an unlimited supply of creatures for the Xenowarfare Division.\n\nI've been named Senior Xenobiologist. That means I'll be running the entire facility. My first instinct was to tell Amanda. I'm still not used to her not being there.\n\nI'll give Michelson credit - the guy really went to bat for me. He let the MAST brass know that it was my work tuning the Neural Control Interface that was instrumental in controlling the arthropod.  \n\nI guess Paulson is being forced to retire. Good riddance."
0x00003842,"EAW_RedMileComputerMenu_01","Computer","Kreet Research Base","1","New Beginnings!","","3","","Hayden Wynn \nPersonal Journal\nJanuary 13, 2306\n\nI can't believe it! I got the posting!\n\nThe United Colonies Xenowarfare Division is now official. I can't even imagine the amount of red tape they had to cut through at MAST, but it's long overdue. And I get to be a part of it from the ground up.\n\nMy official title will be Associate Xenobiology Technician, and I ship out in three days. Amanda is upset, but I assured her I'll have plenty of leave, and will be back in New Atlantis all the time.\n\nI'm still not sure where I'm going. Definitely somewhere in United Colonies space. Guess I'll find out when I get there.\n"
0x00003842,"EAW_RedMileComputerMenu_01","Computer","Kreet Research Base","2","Candidate One","","1","","Hayden Wynn \nPersonal Journal\nFebruary 6, 2306\n\nWe got our first extraterrestrial candidate today, what appeared to be an alien form of leucauge venusta - essentially, a giant spider. \n\nMichelson, in full protective gear, attempted to attach the Neural Control Interface (NCI). Our security detail is still trying to remove him from the cocoon. And we had no choice but to put down the creature.\n\nA minor setback. None of us expected success on the first try. \n\nI heard Doctor Paulson tell the others that a detachment of United Colonies Marines is scheduled to deliver another creature next Thursday.\n"
0x00003842,"EAW_RedMileComputerMenu_01","Computer","Kreet Research Base","3","Ashta Specimen","","2","","Hayden Wynn \nPersonal Journal\nMay 5, 2306\n\nI'm not sure how they managed it, but the UC Marines actually managed to bring us an Ashta. \n\nIt's not that the Ashta is a terrifying beast and natural predator (those are both exceptional and wonderful qualities, and essential to the work we're doing here). It's that the Ashta is native to the planet Akila in the Cheyenne system. Akila, home to Akila City, capital of the Freestar Collective. \n\nLeave it to a group of groundpounders to grab a candidate right from the enemy's backyard. Though it does beg the question - have Freestar Collective scientists managed to weaponize their greatest natural predator? If so, our timetable just got accelerated.\n"
