FormID, EditorID, Name, Flags
0x000277AD, "OverlayPOIBiomeDenVeiny01", "Natural Landmark", "00000001"
0x0002839E, "OverlayTraitBolideBombardmentMed01Life", "Meteorite Crater", "00000001"
0x00029286, "OverlayPOIBiomeDenSharp03", "Natural Landmark", "00000001"
0x00029287, "OverlayPOIBiomeDenPocked02", "Natural Landmark", "00000001"
0x0002DF8C, "LC172World", "Opportunity Rover", "00000001"
0x0003C846, "OESF007World", "Collapsed Observation Tower", "00000001"
0x0003CA98, "OESF006World", "Observation Platform", "00000001"
0x0003CA99, "OESF005World", "Science Outpost", "00000001"
0x0003EED8, "OverlayPOIBiomeOasisSharp01", "Natural Landmark", "00000001"
0x0003FBA3, "PCMGenericLandingUndiscoveredOverlay", "Landing Area", "00000001"
0x00042C1B, "OESF004World", "Civilian Outpost", "00000001"
0x000435B6, "OverlayTraitBoiledSeasSm01new", "Deep Ocean Deposits", "00000001"
0x00046056, "OEDB511World", "Industrial Outpost", "00000001"
0x000480F5, "OverlayPOIBiomeDenSharp02", "Natural Landmark", "00000001"
0x000485D5, "OEDB510World", "Hillside Bunker", "00000001"
0x00050F4B, "OEDB509World", "Supply Train", "00000001"
0x000515E0, "OEDB508World", "Industrial Outpost", "00000001"
0x0005260F, "DR029World", "Abandoned Deimos Scrapyard", "00000001"
0x00058F60, "OEDB507World", "Civilian Outpost", "00000001"
0x0005B992, "OEDB506World", "Civilian Outpost", "00000001"
0x00069D74, "OESF003World", "Science Outpost", "00000001"
0x00069D75, "OESF002World", "Military Encampment", "00000001"
0x00076159, "OEDB505World", "Civilian Outpost", "00000001"
0x0007CA13, "OEDB503World", "Civilian Outpost", "00000001"
0x0007D71C, "LandingOverlay02", "Landing Area", "00000001"
0x0007D71E, "LandingOverlay03", "Landing Area", "00000001"
0x0007DEB7, "OEDB502World", "Industrial Outpost", "00000001"
0x0007E8FC, "OEJM014World", "Ice Outcropping", "00000001"
0x0007F0FF, "OverlayTraitTurbulentLithosphereSm02", "Colossal Shards", "00000001"
0x0007F100, "OverlayTraitTurbulentLithosphereMed01", "Colossal Shards", "00000001"
0x0007F101, "OverlayTraitTurbulentLithosphereSm01", "Colossal Shards", "00000001"
0x0007F56C, "LandingOverlay04", "Landing Area", "00000001"
0x0007F56E, "LandingOverlay05", "Landing Area", "00000001"
0x0007FA1C, "OESF001World", "Covered Crater", "00000001"
0x0007FD28, "OEOB008World", "Civilian Outpost", "00000001"
0x00080FC1, "OEJP033World", "Pipeline Control Center", "00000001"
0x00080FC3, "OEJP031World", "Pipeline Control Tower", "00000001"
0x00080FC5, "OEJP032World", "Communication Station", "00000001"
0x00080FC7, "OEJP030World", "Fracking Control Center", "00000001"
0x00080FC9, "OEJP029World", "Civilian Outpost", "00000001"
0x00082C98, "OEJM013World", "Wind Farm", "00000001"
0x0008546C, "OESD017World", "Secluded Encampment", "00000001"
0x0008645F, "OESD016World", "Pipeline Terminus", "00000001"
0x000868D1, "OEJM012World", "Processing Plant", "00000001"
0x00087D43, "OEJM011World", "Crystal Crater", "00000001"
0x0008B158, "OESD015World", "Civilian Outpost", "00000001"
0x0008DA69, "settlehopetownworld", "HopeTown World", "00000001"
0x0008E067, "OEAF026World", "Civilian Outpost", "00000001"
0x0008FD39, "LC174World", "Hephaestus Mine H-363", "00000001"
0x0009104D, "OEJP027World", "Pipeline Teminus", "00000001"
0x0009104E, "OEJP025World", "Pipeline Substation", "00000001"
0x0009104F, "OEJP023World", "Pipeline Substation", "00000001"
0x00091050, "OEJP021World", "Biochemical Depot", "00000001"
0x00091051, "OEJP019World", "Pipeline Substation", "00000001"
0x00091052, "OEJP017World", "Pipeline Substation", "00000001"
0x00091053, "OEJP018World", "Pipeline Substation", "00000001"
0x00091054, "OEJP020World", "Pipeline Terminus", "00000001"
0x00091055, "OEJP022World", "Abandoned Pipeline Terminus", "00000001"
0x00091056, "OEJP024World", "Pipeline Substation", "00000001"
0x00091057, "OEJP026World", "Observation Deck", "00000001"
0x00091AF3, "OverlayPOIBiomeDenLayered02", "Natural Landmark", "00000001"
0x00092FE3, "OEAF025World", "Science Outpost", "00000001"
0x00092FE4, "OEAF024World", "Construction Site", "00000001"
0x00093359, "OESD014World", "Natural Archways", "00000001"
0x000937AD, "OESD013World", "Shipwreck Hab", "00000001"
0x00094AE2, "OEDB001World", "Decrepit Military Installation", "00000001"
0x00094C33, "OEJM010World", "Lone Hab", "00000001"
0x00094D17, "OEAF023World", "Biochemical Silo", "00000001"
0x00094D18, "OEAF021World", "Storage Depot", "00000001"
0x00094D19, "OEAF020World", "Weather Testing Site", "00000001"
0x00094D1A, "OEAF022World", "Unfinished Hangar", "00000001"
0x00095668, "DR010World", "Pressurized Cave", "00000001"
0x0009590A, "OESD012World", "Pipeline Junction", "00000001"
0x00096422, "OEJM009World", "Mining Camp", "00000001"
0x000968E9, "OEAF019World", "Experimental Weapon Range", "00000001"
0x000979C9, "OEAF018World", "Makeshift Encampment", "00000001"
0x000979CB, "OEAF017World", "Electrical Substation", "00000001"
0x000979CD, "OEAF016World", "Satellite", "00000001"
0x00098D3A, "RL005MuybridgeWorld", "Muybridge Pharmaceuticals", "00000001"
0x00098E7C, "OEJM007World", "Science Outpost", "00000001"
0x00098E7D, "OEJM008World", "Autonomous Farm", "00000001"
0x0009A9CB, "OEAF015World", "Military Training Post", "00000001"
0x0009B572, "oedebugoverlay", "Debug Overlay Encounter", "00000001"
0x0009B614, "OEKMK002SupplyMissionWorld", "Supply Station", "00000001"
0x0009BC45, "OEZW009World", "Pipeline Terminus", "00000001"
0x0009DB97, "OEBB035World", "Overgrown Science Post", "00000001"
0x0009EBD6, "OEBB034World", "Cave", "00000001"
0x0009FAE5, "OEBB032World", "Rock Formations", "00000001"
0x000A0F4F, "OEBB031World", "Abandoned Military Post", "00000001"
0x000A3D7C, "OEBB030World", "Boneyard", "00000001"
0x000A3D7D, "OEBB028World", "Sunken Grove", "00000001"
0x000A3D7E, "OEBB029World", "Lone Hill", "00000001"
0x000A4C93, "OEBB026World", "Stone Spire", "00000001"
0x000A4C95, "OEBB027World", "Stone Pillars", "00000001"
0x000A6B9A, "OEBB024World", "Crash Site", "00000001"
0x000A86D3, "OEBB023World", "Remote Industrial Site", "00000001"
0x000A86D4, "OEBB022World", "Wind Farm", "00000001"
0x000A88B2, "OverlayPOIBiomeCraterGrove01", "Overgrown Crater", "00000001"
0x000A91FA, "OEBB021World", "Solar Farm", "00000001"
0x000A91FB, "OEBB020World", "Oasis", "00000001"
0x000B0E9B, "OEBB019World", "Military Post", "00000001"
0x000B1394, "OEOB001World", "Civilian Outpost", "00000001"
0x000B1395, "OEOB006World", "Civilian Outpost", "00000001"
0x000B262A, "OEBB018World", "Dumping Grounds", "00000001"
0x000B262B, "OEBB016World", "Construction Site", "00000001"
0x000B262C, "OEBB017World", "Military Base", "00000001"
0x000B38BD, "OEBB015World", "Military Post", "00000001"
0x000B3D4D, "OEBB014World", "Storage Platform", "00000001"
0x000B3D4E, "OEBB013World", "Military Post", "00000001"
0x000B699D, "OEBB012World", "Crash Site", "00000001"
0x000C1484, "OverlayPOIBiomeDenSharp01", "Natural Landmark", "00000001"
0x000C33CF, "LC173World", "Face of Mars", "00000001"
0x000D97A3, "POIJP016World", "Pipeline Terminus", "00000001"
0x000DA68E, "OverlayTraitExtinctionEventMed02", "Tar Pits", "00000001"
0x000DA68F, "OverlayTraitExtinctionEventMed01", "Tar Pits", "00000001"
0x000DA690, "OverlayTraitExtinctionEventSm01", "Tar Pits", "00000001"
0x000DF7B7, "LC171World", "Dream Home", "00000001"
0x000ED79B, "SB010TempleWorld", "Starborn Temple", "00000001"
0x000ED79C, "SB015TempleWorld", "Temple", "00000001"
0x000ED79F, "SB011TempleWorld", "Temple", "00000001"
0x000ED7A0, "SB009TempleWorld", "Starborn Temple", "00000001"
0x000ED7A1, "SB013TempleWorld", "Starborn Temple", "00000001"
0x000ED7A2, "SB014TempleWorld", "Starborn Temple", "00000001"
0x000ED7A3, "SB016TempleWorld", "Starborn Temple", "00000001"
0x000ED7A4, "SB008TempleWorld", "Starborn Temple", "00000001"
0x000ED7A5, "SB012TempleWorld", "Starborn Temple", "00000001"
0x000F521F, "OverlayTraitCharredEcosystemMd01Water", "Charred Ecosystem", "00000001"
0x0010BD05, "PCMGenericLandingOverlay", "Landing Area", "00000001"
0x0011260B, "OverlayTraitGlobalGlacialRecessionSm02", "Melted Glacier", "00000001"
0x00113AA0, "OverlayTraitGlobalGlacialRecessionSm01", "Melted Glacier", "00000001"
0x00113AA1, "OverlayTraitGlobalGlacialRecessionMed01", "Melted Glacier", "00000001"
0x001187EA, "LandingOverlay01", "Landing Area", "00000001"
0x00136064, "RL032World", "Deserted Ecliptic Garrison", "00000001"
0x00140C0C, "OEJM015World", "Autonomous Farm", "00000001"
0x00141271, "LC165World", "Buried Temple", "00000001"
0x001419A6, "OverlayTraitEnergeticRiftingMd02", "Thermal Craters", "00000001"
0x00141E6E, "settleredmile", "Red Mile", "00000001"
0x00142537, "OverlayTraitPrimedLifeSm01", "Sulfur Pools", "00000001"
0x00142538, "OverlayTraitPrimedLifeMd01", "Sulfur Pools", "00000001"
0x00142539, "OverlayTraitPrimedLifeMd02", "Sulfur Pools", "00000001"
0x00142A61, "OverlayTraitDiseasedBiosphereSm01", "Diseased Biosphere", "00000001"
0x00142A62, "OverlayTraitDiseasedBiosphereMed01", "Diseased Biosphere", "00000001"
0x00142A63, "OverlayTraitDiseasedBiosphereMed02", "Diseased Biosphere", "00000001"
0x00143292, "OverlayTraitPrismaticPlumesMd01", "Crystalline Minerals", "00000001"
0x00143293, "OverlayTraitPrismaticPlumesSm01", "Crystalline Minerals", "00000001"
0x00143294, "OverlayTraitPrismaticPlumesSm02", "Crystalline Minerals", "00000001"
0x00145BEB, "OEDB002World", "Fracking Station", "00000001"
0x00146B0E, "OverlayTraitContinualConducterMd01", "Conductive Ridge", "00000001"
0x00146B0F, "OverlayTraitContualConductorSm01", "LandscapeCutWorldSpace", "00000001"
0x00146B10, "OverlayTraitContinualConductorSm02", "Conductive Ridge", "00000001"
0x00146C2B, "SB003TempleWorld02", "Starborn Temple Archipelago", "00000001"
0x00147372, "OverlayPOIBiomeDenRough01", "Natural Landmark", "00000001"
0x00147373, "OverlayPOIBiomeDenLayered03", "Natural Landmark", "00000001"
0x001475A2, "OverlayTraitEcologicalConsortiumSm02", "Ecological Consortium", "00000001"
0x001475A3, "OverlayTraitEcologicalConsortiumSm01", "Ecological Consortium", "00000001"
0x001475A4, "OverlayTraitEcologicalConsortiumMd01", "Ecological Consortium", "00000001"
0x001477F8, "LC167World", "Mars Launchpad", "00000001"
0x0014977B, "OverlayTraitEmergingTectonicsMed01", "Emerging Tectonics", "00000001"
0x0014977C, "OverlayTraitEmergingTectonicsMed02", "Emerging Tectonics", "00000001"
0x0014977D, "OverlayTraitEmergingTectonicsSm01", "Emerging Tectonics", "00000001"
0x0014977E, "OverlayTraitBolideBombardmentMed01", "Meteorite Crater", "00000001"
0x0014977F, "OverlayTraitBolideBombardmentMed02", "Meteorite Crater", "00000001"
0x00149780, "OverlayTraitBolideBombardmentMed03", "Meteorite Crater", "00000001"
0x0014B4E5, "LC028AbandonedMines", "Abandoned Mines Entrance", "00000001"
0x00158080, "OverlayTraitAmphibiousFootholdMed02", "Amphibious Thicket", "00000001"
0x0015AF95, "OverlayTraitSolarStormsSeasonsMed02", "Storm Crater", "00000001"
0x0015AF96, "OverlayTraitSlushySubsurfaceSeasSm02", "Subsurface Seas", "00000001"
0x0015AF97, "OverlayTraitPsychotropicBiotaSm02", "Fungal Growths", "00000001"
0x0015AF98, "OverlayTraitAmphibiousFootholdMed01", "Amphibious Thicket", "00000001"
0x0015AF99, "OverlayTraitAmphibiousFootholdSm01", "Amphibious Thicket", "00000001"
0x0015AF9A, "OverlayTraitFrozenEcosystemMed01", "Frozen Crevasse", "00000001"
0x0015AF9B, "OverlayTraitFrozenEcosystemSm02", "Frozen Crevasse", "00000001"
0x0015AF9C, "OverlayTraitFrozenEcosystemSm01", "Frozen Crevasse", "00000001"
0x0015AF9D, "OverlayTraitCorallineLandmassMed03", "Coral Pond", "00000001"
0x0015AF9E, "OverlayTraitSonorousLilthosphereMed02", "Crystal Columns", "00000001"
0x0015AF9F, "OverlayTraitSentientMicrobialColoniesMed01", "Sentient Microbial Colony", "00000001"
0x00161608, "OESD018World", "Abandoned Mine", "00000001"
0x00166DCB, "OverlayTraitBolideBombardmentMed03Life", "Meteorite Crater", "00000001"
0x00168095, "OverlayTraitCorallineLandmassMed02", "Coral Pond", "00000001"
0x00168096, "OverlayTraitSentientMicrobialColoniesMed02", "Sentient Microbial Colony", "00000001"
0x00168097, "OverlayTraitSlushySubsurfaceSeasMed01", "Subsurface Seas", "00000001"
0x00168098, "OverlayTraitPsychotropicBiotaSm01", "Fungal Growths", "00000001"
0x00168099, "OverlayTraitCorallineLandmassMed01", "Coral Pond", "00000001"
0x001695BB, "OverlayTraitSolarStormsSeasonsLg01Life", "Storm Crater", "00000001"
0x0016E60B, "OverlayTraitSolarStormsSeasonsMed01Life", "Storm Crater", "00000001"
0x0016EFDF, "OverlayTraitSolarStormsSeasonsMed02Life", "Storm Crater", "00000001"
0x0017147E, "SB006TempleWorld", "Starborn Temple Tropical", "00000001"
0x001720E4, "OverlayTraitSlushySubsurfaceSeasSm01", "Subsurface Seas", "00000001"
0x001730CB, "SB004TempleWorld", "Starborn Temple Coast", "00000001"
0x001730CD, "SB002TempleWorld", "Starborn Temple", "00000001"
0x001730CE, "SB005TempleWorld", "Starborn Temple Wetland", "00000001"
0x0017388F, "OverlayTraitCharredEcosystemSm01", "Charred Ecosystem", "00000001"
0x00173890, "OverlayTraitCharredEcosystemMd02", "Charred Ecosystem", "00000001"
0x00173891, "OverlayTraitCharredEcosystemMd01", "Charred Ecosystem", "00000001"
0x0017910E, "settletheeleosretreatworld", "The Eleos Retreat", "00000001"
0x0017A358, "OverlayTraitSolarStormsSeasonsMed01", "Storm Crater", "00000001"
0x0017A35E, "OverlayTraitSonorousLithosphereMed01", "Crystal Columns", "00000001"
0x0017A6FB, "OverlayTraitSonorousLithosphereSm01", "Crystal Columns", "00000001"
0x0017E1B7, "lc160world", "Vlad's Villa", "00000001"
0x001838C7, "OverlayTraitAeriformLifeMed01", "Aeriform Life", "00000001"
0x001838D4, "OverlayTraitAeriformLifeSm01", "Aeriform Life", "00000001"
0x001838E0, "OverlayTraitAeriformLifeSm02", "Aeriform Life", "00000001"
0x00183F55, "OverlayTraitPeltedFieldMed01", "Meteor Shower Impact Site", "00000001"
0x00183F56, "OverlayTraitPeltedFieldSm01", "Meteor Shower Impact Site", "00000001"
0x00183F57, "OverlayTraitPeltedFieldSm02", "Meteor Shower Impact Site", "00000001"
0x00184DDA, "lc133world", "Marco's Starship Landing Worldspace", "00000001"
0x00188EA9, "LC146World", "Osaka Landmark", "00000001"
0x00188EAB, "LC143World", "London Landmark", "00000001"
0x00188EAC, "LC154World", "Cairo Landmark", "00000001"
0x00188EAD, "LC153World", "Shanghai Landmark", "00000001"
0x00188EAE, "LC152World", "Hong Kong Landmark", "00000001"
0x00188EAF, "LC151World", "Dubai Landmark", "00000001"
0x0018E4B2, "LC144World", "St. Louis Landmark", "00000001"
0x0018E4B3, "LC148World", "Los Angeles Landmark", "00000001"
0x0018E4B4, "LC155World", "Pisa Landmark", "00000001"
0x0018E4B5, "LC142World", "New York Landmark", "00000001"
0x00193102, "LC161World", "Bindi Mining Outpost", "00000001"
0x001AFF78, "DR002World", "Mineral Caverns", "00000001"
0x001B1BBA, "LC119TheMantisLairWorld", "Lair of the Mantis", "00000001"
0x001B1D47, "DR009World", "Civilian Outpost", "00000001"
0x001B7125, "OverlayPOIBiomeDenPocked01", "Natural Landmark", "00000001"
0x001D0DB0, "LC132World", "Mars Mech Factory", "00000001"
0x001D2F6E, "OEAF003CaveWorld", "Cave", "00000001"
0x001E80A1, "DR027World", "Deserted Research Outpost", "00000001"
0x001F0BCD, "OESC003World", "Wind Farm", "00000001"
0x001F0C3C, "OEAH001World", "Military Encampment", "00000001"
0x001F28FC, "OESC001World", "Pipeline Station", "00000001"
0x001F420B, "OESC002World", "Science Outpost", "00000001"
0x001FA842, "DR006World03", "Mining Complex", "00000001"
0x001FB255, "LC071World", "Research Outpost: U3-09", "00000001"
0x001FC7F6, "POIJP012World", "Decrepit Power Station", "00000001"
0x001FC7F7, "POIJP010World", "Desolate Power Station", "00000001"
0x001FC7F8, "POIJP011World", "Abandoned Construction Site", "00000001"
0x001FC7F9, "POIJP013World", "Scrap Heap", "00000001"
0x001FC7FA, "POIJP015World", "Abandoned Ship Repair Platform", "00000001"
0x00203E38, "RL090World", "Mining Sinkhole", "00001001"
0x00203E70, "LC131World", "Freighter Site", "00000001"
0x00203F75, "OESD011World", "Cave", "00000001"
0x00205FDF, "OESD010World", "Cave", "00000001"
0x00206667, "OESD009World", "Science Outpost", "00000001"
0x00206942, "OEJM006World", "Fueling Station", "00000001"
0x00208034, "OESD008World", "Crashed Ship", "00000001"
0x00208D92, "lc001world", "Argos Extractors Mining Outpost", "00000001"
0x0020B49A, "OverlayTraitGravitationalAnomalySm02", "Gravitational Anomaly", "00000001"
0x0020D6AC, "OESD006World", "Science Outpost", "00000001"
0x0020EC2F, "OESD005World", "Fortified Encampment", "00000001"
0x0020EC30, "OESD004World", "Pipeline Substation", "00000001"
0x00212E11, "OESD002World", "Mining Outpost", "00000001"
0x00215663, "OESD001CaveWorld", "Cave", "00000001"
0x0021B03E, "lc136world", "Eren's Camp", "00000001"
0x0021CBE2, "POI001World", "Crashed Ship", "00000001"
0x0021ED59, "DR035World", "Deserted Relay Station", "00000001"
0x0022036E, "OverlayPOIBiomeOasisLayered01", "Natural Landmark", "00000001"
0x002251BC, "OEAF005CaveWorld", "Cave", "00000001"
0x00226068, "OEAF009CaveWorld", "Cave", "00000001"
0x00226069, "OEAF008CaveWorld", "Cave", "00000001"
0x00226294, "OEJM005World", "Science Outpost", "00000001"
0x0022C2E1, "POIJP009World", "Solar Farm", "00000001"
0x0022F4C7, "lc123world", "Victor Compound", "00000001"
0x00231044, "LC127World", "Crimson Fleet Outpost", "00000001"
0x00231322, "OEJM004World", "Mining Outpost", "00000001"
0x002316D3, "OEJM003World", "Mining Outpost", "00000001"
0x00231AC5, "LC124World", "Valerie's Cache", "00000001"
0x00232206, "OEJM002World", "Mining Outpost", "00000001"
0x002333AA, "lc126world", "Nova Galactic Research Station", "00000001"
0x00233D8C, "PCMShipLanding03", "Ship Landing", "00000001"
0x00233DA2, "PCMShipLanding02", "Ship Landing", "00000001"
0x00233DA3, "PCMShipLanding01", "Ship Landing", "00000001"
0x00233DA5, "PCMShipLanding04", "Ship Landing", "00000001"
0x00234201, "OEBB011World", "Radio Tower", "00000001"
0x0023478C, "POIJP007World", "Power Station", "00000001"
0x0023481B, "OEBB010World", "Construction Site", "00000001"
0x00235737, "OEJM001World", "Wind-Powered Farm", "00000001"
0x00235A8D, "OEBB009World", "Military Post", "00000001"
0x00236392, "OEBB008World", "Wildlife Research Post", "00000001"
0x00236DF7, "OEBB007World", "Storage Yard", "00000001"
0x002374ED, "OEBB005World", "Radio Tower", "00000001"
0x002376E1, "POIJP003World", "Satellite Relay", "00000001"
0x00237BE5, "OEBB004World", "Storage Site", "00000001"
0x00238151, "OEBB003World", "Fuel Depot", "00000001"
0x00238222, "OEJP002World", "Research Station", "00000001"
0x00238224, "OEBB002World", "Industrial Post", "00000001"
0x00238592, "OEZW001CaveWorld", "Cave", "00000001"
0x00238896, "OEBB001World", "Deserted Relay Station", "00000001"
0x0023B8C3, "lc116world", "Nishina Research Station", "00000001"
0x0023BBD0, "OverlayTraitCrystallineCrustSm01", "Crystalline Matrix", "00000001"
0x0023BBD2, "OverlayTraitCrystallineCrustLg01", "Crystalline Matrix", "00000001"
0x0023C348, "DR022World", "Abandoned Mining Rig", "00000001"
0x0023C6FF, "DR034World", "Abandoned Industrial Compound", "00000001"
0x0023DA29, "OverlayTraitGaseousFontMed03new", "Volcanic Vents", "00000001"
0x0023DDF1, "OverlayTraitCrystallineCrustLg02", "Crystalline Matrix", "00000001"
0x0023F71A, "RL010World", "Autonomous Dogstar Factory", "00000001"
0x0023F7D8, "OverlayTraitPrimordialNetworkMed01", "Exposed Root System", "00000001"
0x0023F7D9, "OverlayTraitPrimordialNetworkSm01", "Exposed Root System", "00000001"
0x00244128, "LC092World", "Sonny Di Falco's Island", "00000001"
0x00244CAA, "settleparadisoworld", "Paradiso", "00000001"
0x00246B2F, "LC134World", "Pilgrim's Rest", "00000001"
0x00246BC9, "LC135World", "Ancient Ruins", "00000001"
0x002545AA, "LC179World", "NeuraDyne Botany Laboratory", "00000001"
0x00255593, "RL037World", "Abandoned Weapon Station", "00000001"
0x0025827A, "LC176World", "Vulture's Roost", "00000001"
0x0025E111, "lc017world", "Derelict Launch Tower", "00000001"
0x00260A7C, "LC030World", "The Lock", "00000001"
0x002639EC, "LC006World", "Shaw Gang Hideout", "00000001"
0x00263A28, "LC028DrillExit", "Drill Entrance", "00000001"
0x00265AAA, "SB001TempleWorld", "Starborn Temple", "00000001"
0x002664D2, "OverlayTraitGravitationalAnomalySm01", "Gravitational Anomaly", "00000001"
0x002664D3, "OverlayTraitGravitationalAnomalySm03", "Gravitational Anomaly", "00000001"
0x0026F1D5, "LC042BattleofNiira", "Battle of Niira", "10000001"
0x0026F49D, "LC028FreightElevatorExit", "Red Devils Headquarters", "00000001"
0x00276AB4, "LC164World", "CM Station RC-1", "00000001"
0x0027A9E3, "PCMOverlayREShip01", "Ship Landing", "00000001"
0x0027CF9E, "NeonCity", "Neon", "00010001"
0x0027CFA2, "akilacity", "Akila City", "00000001"
0x0027E1BF, "OverlayTraitBoiledSeasMed02", "Deep Ocean Deposits", "00000001"
0x0027E1C0, "OverlayTraitBoiledSeasMed01", "Deep Ocean Deposits", "00000001"
0x0027E3BA, "RL018Worlda", "Deserted UC Garrison", "00000001"
0x002888C5, "LC139World", "Meteorite Testing site", "00000001"
0x00288ACA, "OverlayTraitGaseousFontMed02", "Volcanic Vents", "00000001"
0x00288F5A, "LC178World", "Safe House Gamma", "00000001"
0x002893B1, "OverlayTraitGaseousFontMed01", "Volcanic Vents", "00000001"
0x002907E6, "DR014GarageWorldB", "Maintenance Garage", "00000001"
0x00290FC5, "RL089WorldNEW", "Abandoned Mineral Refinery", "00000001"
0x0029383B, "OverlayTraitEnergeticRiftingSm01", "Thermal Craters", "00000001"
0x002962D9, "LC125World", "Cassiopeia I", "00000001"
0x00299116, "lc070world01", "Cassiopeia I", "00000001"
0x0029ADFC, "RL036World", "Mesa Military Outpost", "00000001"
0x0029B000, "SettleCrucibleWorld", "Crucible", "00000001"
0x0029B002, "SettleNewHomesteadWorld", "New Homestead", "00000001"
0x0029CFED, "LC024World", "Freestar Mech Factory", "00000001"
0x0029DDD7, "settlegagarinworld", "Gagarin Landing", "00000001"
0x0029EF12, "DR025World", "Deserted Colony War Barracks", "00000001"
0x002A31C3, "OverlayTraitEnergeticRiftingSm04", "Thermal Craters", "00000001"
0x002A39CB, "OutpostOverlayTemplate", "Outpost overlay template", "00000001"
0x002A5AE3, "DefaultSpaceshipLandingOverlay", "", "00000001"
0x002A82D5, "DR018World01", "Deserted Biotics Lab", "00000001"
0x002AAF5D, "PCMOverlayAnimalDenSmallCanyon01", "Creature Den", "00000001"
0x002B061A, "RL012World", "LandscapeCutWorldSpace", "00000001"
0x002B1D39, "SettleWaggonerFarm", "Waggoner Farm", "00000001"
0x002B1FA5, "DR008World", "Occupied Cave", "00000001"
0x002B2B2F, "DR023World", "Science Research Tower", "00000001"
0x002B4620, "DR001World", "DR001World", "00000001"
0x002B633E, "DR024World", "Irrigation Facility World Space", "00000001"
0x002B63F0, "LC062TauGourmetWorld", "Tau Gourmet Production Facility", "00000001"
0x002BA5C5, "RL039World", "Abandoned Mining Platform", "00000001"
0x002BE6A9, "DR011World", "Abandoned Hangar", "00000001"
0x002C5346, "DR020WorldNew", "Deserted Robotics Lab", "00000001"
