FormID, EditorID, Title, Value, Weight, Model
0x000165A6, "EAW_AudioLog_Varuun_Directive_02", "Va'ruun Zealot Orders 2", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0001836B, "BE_KT04_DataSlate03b", "Spacer Attack", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0001AFAB, "BE_KT04_AudioLogSlate09", "Lovers Log #3", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0001AFAC, "BE_KT04_AudioLogSlate08", "Lovers Log #1", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0001AFAD, "BE_KT04_AudioLogSlate07", "Spacer's Log #2", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0001AFAE, "BE_KT04_AudioLogSlate06", "Spacer's Log #1", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0001AFAF, "BE_KT04_DataSlate04", "Noises on the Ship", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0001AFB0, "BE_KT04_DataSlate03", "Woman in a Nightgown", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0001B28C, "BE_KT04_AudioLogSlate04B", "Ship Captain Log #2", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0001B2B5, "BE_KT04_DataSlate02", "Strange Humming", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0001E73A, "FC06Post_Slate", "Maya's Last Words", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0002290E, "BE_KT04_DataSlate00", "The Pale Lady", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0002290F, "BE_KT04_DataSlate01", "Insomnia", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00022B59, "BE_KT04_AudioLogSlate04A", "Ship Captain Log #1", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00022B5A, "BE_KT04_AudioLogSlate03", "Passenger Log #1", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00022B5B, "BE_KT04_AudioLogSlate02", "Ship Crew Log #2", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000251A3, "BE_KT04_AudioLogSlate01", "Ship Crew Log #1", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00025634, "Trait_KidStuff_Backpack_Note", "Backpack Note from Mom", "0", "0.000000", "SetDressing\ucintdossier\UCIntDossier01.nif"
0x00025C33, "BE_KT03_RadioSurveyData", "Radio Transmission Data", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00025D1E, "BQ01_DataSlate_LizzyNote", "Lizzy's Receipt", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00026EA8, "Landmark_HongKongBook_NOCLUTTER", "Maurice Lyon's Journal", "590", "0.500000", "SetDressing\Books\BookLarge01.nif"
0x00026EAE, "Landmark_OsakaBook_NOCLUTTER", "Diary of Kyosuke Nagata", "590", "0.500000", "SetDressing\Books\BookLarge01.nif"
0x00026EAF, "Landmark_ApolloBook_NOCLUTTER", "Sir Livingstone's Second Journal", "590", "0.500000", "SetDressing\Books\BookLarge01.nif"
0x00027B60, "FFNewHomesteadR04_Audio_Joyce01", "Personal Log: Joyce Osaka", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00028F10, "Landmark_NewYorkBook_NOCLUTTER", "Our Lost Heritage", "590", "0.500000", "SetDressing\Books\BookLarge01.nif"
0x00028F11, "Landmark_ShanghaiBook_NOCLUTTER", "Essentials of Modern Macroeconomics", "590", "0.500000", "SetDressing\Books\BookLarge01.nif"
0x00028F12, "Landmark_StLouisBook_NOCLUTTER", "The Price of Destiny", "590", "0.500000", "SetDressing\Books\BookMedium02.nif"
0x00029D2E, "MQ401I_ArtifactLocations", "Slate from Sarah Morgan", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00030100, "SE_SD06_Slate01", "Just one more turn...", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00037E68, "FFCydoniaZ06_Letter", "Happy Birthday, Logan!", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0003B6B0, "LND_ForemansLog", "DON'T PUT THIS DOWN!", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0003B6B3, "UC_VV_ForHadrian", "For Hadrian", "0", "0.000000", "SetDressing\ucintdossier\UCIntDossier01.nif"
0x0003B6B4, "UC_VV_TargetSlate_KasmahIsmail", "Target: Ismail, Kasmah", "0", "0.000000", "SetDressing\ucintdossier\UCIntDossier01.nif"
0x0003B6BE, "UC_VV_TheFutureofTheUC", "The Future of the UC", "0", "0.000000", "SetDressing\ucintdossier\UCIntDossier01.nif"
0x000414D1, "SE_SD05_Slate01", "Can't breathe", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000414D2, "SE_SD05_Slate02", "This is the end...", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00042D58, "RQ_OE_Deliver_AudioSlate_01", "For Claire Mensah, New Atlantis", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00042E26, "SE_SD04_Slate02", "I did what you told me", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00042E28, "SE_SD04_Slate01", "Big Score", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00045631, "TreasureMap_Resource_AnySystem_Unique_Aldumite", "Mineral Survey: Aldumite", "1095", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00045632, "TreasureMap_Resource_AnySystem_Unique_Indicite", "Mineral Survey: Indicite", "1095", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00045633, "TreasureMap_Resource_AnySystem_Unique_Caelumite", "Mineral Survey: Caelumite", "1095", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00045634, "TreasureMap_Resource_AnySystem_Unique_Tasine", "Mineral Survey: Tasine", "1095", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00045635, "TreasureMap_Resource_AnySystem_Unique_Veryl", "Mineral Survey: Veryl", "1095", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00045636, "TreasureMap_Resource_AnySystem_Unique_Vytinium", "Mineral Survey: Vytinium", "1095", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00045BDF, "SQ_TreasureMap_Created_Resource", "Mineral Survey: <Alias=Treasure>", "465", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00045F49, "SQ_TreasureMap_Created_Space", "Report: Abandoned <Alias=Treasure> Shipment", "465", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00045F80, "MQ401H_ArtifactLocations", "Artifact Locations Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0004B5BA, "SQ_TreasureMap_Created_Surface01", "Directions to stash location", "370", "0.000000", "SetDressing\Office\NotepadsNotebooks\Office_PaperNote01.nif"
0x0004BCE5, "MQ401G_ArtifactLocations", "Artifact Locations Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00056E5E, "SQ_PlanetSurveySlate04_025", "Survey Data (25%)", "15000", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00056E5F, "SQ_PlanetSurveySlate04_050", "Survey Data (50%)", "30000", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00056E60, "SQ_PlanetSurveySlate04_075", "Survey Data (75%)", "45000", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00056E61, "SQ_PlanetSurveySlate04_100", "Survey Data", "60000", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000626ED, "OE_AustinF_DeadManBox_Slate02A", "Key to the Supply Chest", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000626EE, "OE_AustinF_DeadManBox_Slate01A", "Cosmic Joke", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0006A028, "NH_NathanielLetter", "Letter to the School Board", "0", "0.000000", "setdressing/office/notepadsnotebooks\office_papernote01.nif"
0x0006E077, "FFNeonZ07_FlyerSlate", "Saburo's Flyer", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00070510, "_RENAME_TestDataslate", "Test Dataslate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000753E5, "MQ101_BarrettAudioLog01new", "Barrett - Personal Slate 1", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000753E6, "MQ101_BarrettAudioLog02new", "Barrett - Personal Slate 2", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000753E7, "MQ101_BarrettAudioLog03new", "Barrett - Personal Slate 3", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000753E8, "MQ101_WynnAudioLog01new", "Dr. Wynn Emergency Slate 1", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000753E9, "MQ101_WynnAudioLog02new", "Dr. Wynn Emergency Slate 2", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FA34, "ECS_Book_WhatIfRight", "What if I'm Right?", "83", "0.500000", "SetDressing\Books\BookLarge01.nif"
0x0007FA36, "MS05_Slate_FrankProposal", "Design Proposal - Frank Yilmaz", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FA37, "PS_Book_RedRover_m", "Red Rover, Come Over", "90", "0.500000", "SetDressing\Books\BookLarge02.nif"
0x0007FA3A, "City_CY_Slate_PeterBrennanPlanner", "Peter Brennan's Daily Planner", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FA3B, "ECS_Book_ECSConstantAmalaJournal", "Amala's Journal", "100", "0.300000", "SetDressing\Books\BookSmall01.nif"
0x0007FA3C, "LC167_MarsLaunchPadBook", "Launch Point Mars", "86", "0.300000", "SetDressing\Books\BookSmall01.nif"
0x0007FA3E, "PD_Slate_ECSTransplant", "Jin's Personal Journal", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FA3F, "PD_Slate_HospitalityGuide", "Paradiso: A Guide to Hospitality", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FA40, "City_CY_Slate_LaylahNoam", "Ideas for Noam", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FA41, "City_CY_Slate_AndresLetter", "Dear Andres", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FA42, "City_CY_Slate_Script", "It Came From Phobos", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FA43, "ECS_Book_ForeverAmongStars", "Forever Among Stars", "83", "0.400000", "SetDressing\Books\BookMedium01.nif"
0x0007FA44, "NH_Slate_BillBrochure", "Brochure Rough Draft", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FA45, "PD_Slate_Review", "Leave Us a Review!", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FA46, "RM_Slate_Dive", "Take a Dive", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FA48, "MS05_Slate_Thanks", "Thank You from Stroud-Eklund", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FA67, "NH_Slate_Power", "Equipment Review", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FA68, "ECS_Book_Ghosts", "Ghost Report", "100", "0.300000", "SetDressing\Books\BookSmall01.nif"
0x0007FABA, "NH_Book_SimplerTimes_m", "Simpler Times", "90", "0.500000", "SetDressing\Books\BookLarge01.nif"
0x0007FABB, "RM_Slate_KitchenStocker", "Regarding Stocker", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FABC, "NH_Slate_LuthorAnja", "Love you, Anja!", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FABE, "City_CY_Slate_Jane", "Jane's Big Plan", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0007FAC6, "PS_Book_FieldsOfEverglass_m", "Fields of Everglass", "101", "0.500000", "SetDressing\Books\BookMedium01.nif"
0x0007FAE4, "ECS_Book_CrashedLandingShip", "Instant Regret", "0", "0.800000", "SetDressing\Books\BookLarge02.nif"
0x0007FAEC, "PS_Book_ParadisoComplex_m", "The Paradiso Complex", "93", "0.500000", "setdressing/books\bookmedium02.nif"
0x00085FB3, "UC08_VV_AudioLog", "Londinion Transcription", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00087D4D, "se_player_zw09_Platinum_Warranty", "Platinum Elite Plan", "0", "0.800000", "Items\DataSlate\DataSlate01.nif"
0x00087D4E, "se_player_zw09_Diamond_Warranty", "Diamond Select Warranty", "0", "0.800000", "Items\DataSlate\DataSlate01.nif"
0x00087D4F, "se_player_zw09_Powerplant_Warranty", "Powerplant Plus Warranty", "0", "0.800000", "Items\DataSlate\DataSlate01.nif"
0x00089764, "FFNeonZ09_Note01", "Napkin Spreadsheet - March", "0", "0.000000", "SetDressing\Office\NotepadsNotebooks\Office_PaperNote01.nif"
0x00089765, "FFNeonZ09_Note02", "Napkin Spreadsheet - April", "0", "0.000000", "SetDressing\Office\NotepadsNotebooks\Office_PaperNote01.nif"
0x00089766, "FFNeonZ09_Note03", "Napkin Spreadsheet - May", "0", "0.000000", "SetDressing\Office\NotepadsNotebooks\Office_PaperNote01.nif"
0x0008CB35, "RAD01_LIST_HabitablePlanetBook", "Habitable Planets 101", "0", "0.000000", "SetDressing\Books\BookSmall01.nif"
0x0008D0E9, "FFNewAtlantis05_Slate", "Potential Smuggler Ships", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0008DEBA, "OE_Note_MysteriousTragedy_00", "Scribbled Note", "0", "0.800000", "SetDressing\Office\NotepadsNotebooks\Office_PaperNote01.nif"
0x0008DEBC, "OE_Note_MysteriousTragedy_01", "Scribbled Note", "0", "0.800000", "SetDressing\Office\NotepadsNotebooks\Office_PaperNote01.nif"
0x0009327E, "CityAkila_AhjongSinclairNote", "Ahjong Sinclair: Book Idea", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00093280, "CityAkila_TomStarrettNote", "Tom Starrett: Mysterious Note", "0", "0.000000", "SetDressing\Office\NotepadsNotebooks\Office_PaperNote01.nif"
0x00093282, "CityAkila_AntonGorayaNote", "Anton Goraya: Affirmations", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00093284, "CityAkila_SanctumNote", "Si-Woo Gwan: Investiture", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00093288, "CityAkila_ReishaLance_SaleNotes", "Reisha Lance: Scratchpad", "0", "0.000000", "setdressing/office/notepadsnotebooks\office_notepad01.nif"
0x00093289, "CityAkila_FrankLangston_RonHopeBook", "Frank Langston: Assignment", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0009328A, "CityAkila_EliasCartwright_CouncilBook", "Elias Cartwright: Next Council", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0009328C, "CityAkila_JacobCoe_RetirementBook", "Jacob Coe: Out of Retirement", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00098EC8, "FFNeonZ09_HamzaSlate", "Rafiq Hamza's Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x00099195, "LC044_Subsidiaries_ToNancyBook", "To Nancy", "0", "0.000000", "SetDressing\Office\NotepadsNotebooks\Office_PaperNote01.nif"
0x000991E4, "LC044_Operations_ConfessionBook", "Confession", "0", "0.000000", "SetDressing\Office\NotepadsNotebooks\Office_PaperNote01.nif"
0x000991FA, "LC044_Subsidiaries_MeetingNotesBook", "Meeting Notes", "0", "0.000000", "SetDressing\Office\NotepadsNotebooks\Office_NotePad_PaperSingle01.nif"
0x0009B0E3, "CityAkila_ConsulateNote", "Welcome to the Consulate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0009B0F6, "CityAkila_ForSaleSign", "Midtown Property For Sale", "0", "0.000000", "setdressing/office/notepadsnotebooks\office_notepad01.nif"
0x0009B106, "CityAkila_HenryFilburnNote", "Focus on Intelliwheat", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0009B1D6, "FFNeonZ01_BorealUS_Slate", "BorealUS - Music Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0009BA07, "SE_KT12_CorrosiveGasFleetAttack_MarikaAaltonen", "Marika Aaltonen's Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0009C298, "CF04_SheilaEvidence_Slate01", "A New Partnership", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x0009DE61, "UC07_Kaiser_FieldNotes", "Field Notes: Captain Ahab", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000A01D2, "StarterHome_ForeclosureInfo", "Nesoi Home: Foreclosure Info", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000A01D3, "StarterHome_MortgageInfo", "Nesoi Home: Mortgage Info", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000A1372, "RL003_DataSlate_ShortStraw01", "Good job with the straws", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000A3127, "FFNeonZ02_Slate01", "Clover MacKenna's Diary", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000A3E9B, "SE_CK01_Note", "Penjani's Journal", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000A62CB, "RL003_DataSlate_ShortStraw02", "Stuck in a cave", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000A64F5, "HT_Book_BennuComplaint", "Formal Complaint", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000A64F6, "HT_Book_NoHousing", "HopeTown Housing", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000A9010, "OE_Civilians_Story_Colonists_01_CaptainNote02", "Captain Galaxy's Note", "0", "0.800000", "SetDressing\Books\BookLarge02.nif"
0x000A9011, "OE_Civilians_Story_Colonists_01_CaptainNote03", "Captain Galaxy's Note", "0", "0.800000", "SetDressing\Notebooks\Notebook01.nif"
0x000A9012, "OE_Civilians_Story_Colonists_01_CaptainNote01", "Captain Galaxy's Note", "0", "0.800000", "SetDressing\Books\BookLarge02.nif"
0x000A9013, "OE_Civilians_Story_Colonists_01_TreasureChestNote", "BEWARE!!!", "0", "0.800000", "SetDressing\Books\BookMedium01.nif"
0x000A9016, "OE_Civilians_Story_Scientists_01_AssignmentRewardNote", "Free Pass", "0", "0.800000", "SetDressing\Office\NotepadsNotebooks\Office_NotePad_PaperSingle01.nif"
0x000A9018, "OE_Civilians_Story_Workers_01_BonusPackageNote", "Thank you!", "0", "0.800000", "SetDressing\Office\NotepadsNotebooks\Office_PaperNote01.nif"
0x000AA27E, "FC04_GraceEncryptedDataslate", "Encrypted Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000B0828, "SE_KT13_CreatureCoccoon_Scientist_MillaLaine", "Dr. Milla Laine's Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000B2126, "City_NewAtlantis_Z_AnInvitation_Slate", "Invitation Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000B2650, "MS03_Slate_JunoLiar", "Is Juno a Liar?", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000B2E51, "HT_Book_BestDefenseSpitting", "No Spitting", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000B2E53, "HT_Book_BarSal", "Pit Stop's Next Order", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000B2E85, "LC024_HonoredGuests_Slate01", "Message to StaffL Honored Guest", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000B2E86, "LC024_HullMessage_Slate02", "Attention First: Hallowed Ground", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000B74ED, "SE_GenericDerelict_IDCardNote02", "Last Request", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000B74EE, "SE_GenericDerelict_IDCardNote03", "Last Request", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000B751A, "SE_GenericDerelict_IDCardNote04", "Last Request", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000B767D, "SE_GenericDerelict_Note42", "Crew Member's Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000C139E, "FFCydoniaZ01_Audio_CargoShip", "JABR A-2: Job 146789", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000C68D0, "BQ01_Book_Warranty", "Expired Ship Warranty", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000D04B1, "TerrorBrew_Z_Slate01", "Kieran Cooper's Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000D060F, "City_NA_Z_BeautifulSecretsDataSlate", "Enhance! Patient Files", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000D53FD, "UC_NA_Z_PartingGift_Book", "Zawadi's Letter", "0", "0.800000", "setdressing/office/notepadsnotebooks\office_papernote01.nif"
0x000E7538, "Trait_Wanted_DataSlate02", "The Minister's Confession", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000EA0BD, "Trait_Wanted_DataSlate01", "Wanted", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000EDDDA, "Trait_KidStuff_Note03", "News from Dad", "0", "0.000000", "SetDressing\ucintdossier\UCIntDossier01.nif"
0x000EDDDB, "Trait_KidStuff_Note02", "Note from Mom", "0", "0.000000", "SetDressing\ucintdossier\UCIntDossier01.nif"
0x000EDDDC, "Trait_KidStuff_Note01", "Note from Dad", "0", "0.000000", "SetDressing\ucintdossier\UCIntDossier01.nif"
0x000F344D, "SE_GenericDerelict_Note41", "Slate From Home", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000F3468, "SE_GenericDerelict_Note44", "Slate From Home", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000F346A, "SE_GenericDerelict_ToxicGas05", "Crew Member's Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000F346B, "SE_GenericDerelict_ToxicGas04", "Crew Member's Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000F346C, "SE_GenericDerelict_ToxicGas03", "Crew Member's Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000F346D, "SE_GenericDerelict_ToxicGas02", "Crew Member's Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000F346E, "SE_GenericDerelict_ToxicGas01", "Crew Member's Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000F346F, "SE_GenericDerelict_Corrosive05", "Crew Member's Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000F3470, "SE_GenericDerelict_Corrosive04", "Crew Member's Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000F427C, "City_CY_RedTape02_SylvijaNote", "This is it", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000FAD8D, "CF05_LC043SY02_Slate03", "UC Specialist's Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000FAD91, "CF05_LC043SY02_Slate02", "SY-920 Marine's Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000FAD92, "CF05_LC043SY02_Slate01", "UC Marine's Slate", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
0x000FB6B7, "City_NA_Well02_Slate", "Marzanna Project Data", "0", "0.000000", "Items\DataSlate\DataSlate01.nif"
