FormID,EditorID,Name,ANAM,Density,Temperature,Model,Fnam, Fnam1, Mass, Radius, Gravity, Fnam5, Dnam1, Dnam2, Enam1, Enam2, Aphelion, Eccentricity, Enam6, MeanOrbit, Enam7, Enam8, Enam9, Enam10, Enam11, Enam12, Gravity, StarId, StarName, Primary, PlanetId, Hnam1,Class,Gliese,Life,MagField,Mass,Type,System,Special, Perihelion, StarDistance, Density, Heat, HydroPct, Hnam6, Hnam7, PeriAngle, Hnam8, StartAngle, Year, Asteroids, Hnam10, Seed, Hnam11
0x0003F59F,"KreetPlanetData","Kreet","Kreet","3.940000","25.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif","375620","1028043000.000000","1.950000e+24","4906.000000","0.550000","215","","0","1148029.117000","1138029.117000","1003453.790000","0.028000","0.525100","976804.000000","0.052400","0","0","0","257","0","0.510000","88327","Narion","6","15","0","K0","Gl 702A","Yes","","1.95E+24","Rock","Narion A","","9501542.065000","5.083400","3.940000","7.000000","41.000000","0","0","115.000000","-2","0.000000","0.000000","0","0","3635175017d","0"
0x0003F5A1,"JemisonPlanetData","Jemison","Jemison","4.290000","21.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif","392402","2419811000.000000","7.530000e+24","7484.000000","0.910000","215","","0","224181560.000000","223743276.961000","238192907.500000","0.062500","0.095470","224960000.000000","0.087266","1056293519","0","0","1","0","0.590000","71456","Alpha Centauri","0","3","0","G2","Gl 559A","Yes","Weak","7.53E+24","Rock","Alpha Centauri","","211727092.500000","1.324800","4.290000","6.000000","59.000000","1064178811","1074538742","189.000000","-2","67.000000","658.000000","0","0","1482322977d","0"
0x0003F5A2,"GroombridgeIIPlanetData","Groombridge II","Groombridge II","6.740000","-66.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif","1473108","3616908000.000000","4.130000e+25","11353.000000","2.180000","215","","0","179512781.017113","178697154.695680","196605629.000000","0.095218","0.111352","180880000.000000","0.523599","1059760811","0","0","1","0","0.680000","57767","Groombridge","0","2","0","G8","Gl 451A","","Average","4.13E+25","Rock","","","165154371.000000","9.091700","6.740000","-10.000000","17.000000","1050924810","1061326684","202.000000","-2","304.000000","517.000000","1","0","2454834246d","0"
0x0005DDF0,"BohrIPlanetData","Bohr I","Bohr I","4.850000","244.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1273752","373156000.000000","9.170000e+23","3560.000000","0.490000","215","","0","68098562.664608","67926184.331605","72940847.160000","0.071107","0.014835","68400000.000000","0.139626","1057940028","0","0","1","0","0.470000","73018","Bohr","0","1","0","G5","","","Weak","9.17E+23","Rock","","","63859152.840000","35.026300","4.850000","12.000000","37.000000","1058306785","1068540887","279.000000","-2","352.000000","114.000000","0","0","2664963476d","0"
0x0005DDF1,"BohrI-aPlanetData","Bohr I-a","Bohr I-a","2.880000","246.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1353852","6141000.000000","1.390000e+22","1048.000000","0.090000","215","","0","35794.698200","35782.983500","36710.398100","0.025600","0.001045","35817.000000","0.104700","0","0","0","1","0","0.340000","73018","Bohr","1","11","0","G5","","","","1.39E+22","Barren","","","34923.601870","35.026300","2.880000","12.000000","33.000000","0","0","184.000000","-2","356.000000","0.000000","0","0","4234961996d","0"
0x0005DDF2,"BohrIIIPlanetData","Bohr III","Bohr III","6.200000","-42.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif","1230833","3445564000.000000","1.550000e+25","8424.000000","1.490000","215","","0","244704744.930001","244697033.217290","246647455.900000","0.007939","0.010123","244720000.000000","0.139626","1077936128","0","0","1","0","0.610000","73018","Bohr","0","3","0","G5","","","Very Strong","1.55E+25","Rock","","","242792544.100000","35.026300","6.200000","-3.000000","83.000000","1058306785","1068540887","159.000000","-2","272.000000","773.000000","2","0","2854959734d","0"
0x0005DDF3,"BohrIII-aPlanetData","Bohr III-a","Bohr III-a","3.120000","-36.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1230832","32514000.000000","8.630000e+23","4042.000000","0.360000","215","","0","122864.960900","122752.543200","128119.649500","0.042800","0.008943","123072.000000","0.069800","0","0","0","1","0","0.480000","73018","Bohr","3","12","0","G5","","","","8.63E+23","Barren","","","118024.350500","35.026300","3.120000","-3.000000","28.000000","0","0","62.000000","-2","3.000000","0.000000","0","0","3520916548d","0"
0x0005DDF4,"BohrIII-bPlanetData","Bohr III-b","Bohr III-b","3.680000","-36.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1230831","19488000.000000","8.480000e+22","1765.000000","0.180000","215","","0","159656.603500","159364.695400","169306.727600","0.060400","0.031430","160177.000000","0.069800","0","0","0","1","0","0.390000","73018","Bohr","3","13","0","G5","","","","8.48E+22","Barren","","","151047.272400","35.026300","3.680000","-3.000000","56.000000","0","0","78.000000","-2","57.000000","0.000000","0","0","1000682515d","0"
0x0005DDF5,"BohrIVPlanetData","Bohr IV","Bohr IV","5.840000","-75.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif","1230830","1812604000.000000","7.540000e+23","3136.000000","0.520000","215","","0","352640110.429067","352640108.700955","352675021.800000","0.000099","0.028623","352640000.000000","0.052360","1058396809","0","0","1","0","0.450000","73018","Bohr","0","4","0","G5","","","Average","7.54E+23","Rock","","","352604978.200000","35.026300","5.840000","-12.000000","90.000000","1058306785","1068540887","48.000000","-2","159.000000","1338.000000","1","0","717729103d","0"
0x0005DDF6,"BohrVPlanetData","Bohr V","Bohr V","6.460000","-114.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif","1230503","3469462000.000000","2.080000e+24","4253.000000","0.780000","215","","0","484468603.586808","478123820.155833","562618718.500000","0.161311","0.020769","494000000.000000","0.122173","1060080377","0","0","1","0","0.490000","73018","Bohr","0","5","0","G5","","","Average","2.08E+24","Rock","","","425381281.500000","35.026300","6.460000","-23.000000","21.000000","1058306785","1068540887","50.000000","-2","49.000000","2219.000000","1","0","4053097354d","0"
0x0005DDF7,"BohrVIPlanetData","Bohr VI","Bohr VI","1.950000","-186.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo.nif","0","51784773000.000000","4.120000e+26","36955.000000","2.050000","215","","0","1234110065.298013","1230527329.997638","1328078908.000000","0.076143","0.008727","1240320000.000000","0.122173","1082130432","0","0","1","0","1.060000","73018","Bohr","0","6","0","G5","","","Powerful","4.12E+26","Gas G.","","","1152561092.000000","35.026300","1.950000","-85.000000","16.000000","1058306785","1068540887","2.000000","-2","180.000000","8829.000000","4","0","2108450339d","0"
0x0005DDF8,"BohrVI-bPlanetData","Bohr VI-b","Bohr VI-b","3.670000","-185.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1230828","29832000.000000","9.600000e+23","3967.000000","0.410000","215","","0","324971.215800","324109.967500","348614.821600","0.072800","0.018394","326473.000000","0.436300","0","0","0","1","0","0.480000","73018","Bohr","6","14","0","G5","","","","9.60E+23","Ice","","","304331.178400","35.026300","3.670000","-85.000000","20.000000","0","0","346.000000","-2","34.000000","0.000000","0","0","3185621551d","0"
0x0005DDF9,"BohrVI-aPlanetData","Bohr VI-a","Bohr VI-a","1.330000","-188.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1230829","4569000.000000","9.790000e+22","2600.000000","0.100000","215","","0","106393.675100","106393.516500","106577.417000","0.001700","0.004798","106394.000000","0.296700","0","0","0","1","0","0.430000","73018","Bohr","6","15","0","G5","","","","9.79E+22","Ice","","","106210.583000","35.026300","1.330000","-85.000000","12.000000","0","0","270.000000","-2","321.000000","0.000000","0","0","1978278521d","0"
0x0005DDFA,"BohrVI-cPlanetData","Bohr VI-c","Bohr VI-c","2.680000","-185.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1230827","88495000.000000","1.300000e+24","4868.000000","0.370000","215","","0","870190.806500","870190.068900","871323.794900","0.001300","0.497724","870192.000000","0.087300","0","0","0","1","0","0.510000","73018","Bohr","6","16","0","G5","","","","1.30E+24","Barren","","","869060.205100","35.026300","2.680000","-85.000000","73.000000","0","0","314.000000","-2","94.000000","0.000000","0","0","1773834911d","0"
0x0005DDFB,"BohrVI-dPlanetData","Bohr VI-d","Bohr VI-d","2.220000","-188.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1230826","43588000.000000","1.140000e+23","2303.000000","0.150000","215","","0","968960.088800","960560.322700","1096268.848000","0.131400","0.231576","982206.000000","0.418900","0","0","0","1","0","0.410000","73018","Bohr","6","17","0","G5","","","","1.14E+23","Ice","","","868143.151600","35.026300","2.220000","-85.000000","78.000000","0","0","68.000000","-2","240.000000","0.000000","0","0","2586397065d","0"
0x0005DDFC,"BohrVIIPlanetData","Bohr VII","Bohr VII","4.950000","-214.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif","392130","19931404000.000000","2.540000e+24","4969.000000","0.700000","215","","0","2597775470.689637","2575715743.037963","2935600584.000000","0.130044","0.051313","2632640000.000000","0.017453","1067030938","0","0","1","0","0.520000","73018","Bohr","0","7","0","G5","","","Average","2.54E+24","Rock","","Liquid Oxygen Ocean & Nitrogen snow","2329679416.000000","35.026300","4.950000","-199.000000","58.000000","1058306785","1068540887","148.000000","-2","332.000000","27303.000000","0","0","775966147d","0"
0x0005DDFD,"BohrVIIIPlanetData","Bohr VIII","Bohr VIII","2.850000","-220.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","2493817","13740354000.000000","3.280000e+23","3016.000000","0.240000","215","","0","3528924774.536631","3527030382.753676","3644539408.000000","0.032762","0.041888","3532480000.000000","0.296706","1062956471","0","0","1","0","0.450000","73018","Bohr","0","8","0","G5","","","None","3.28E+23","Ice","","","3420420592.000000","35.026300","2.850000","-273.000000","68.000000","1058306785","1068540887","172.000000","-2","341.000000","42437.000000","0","0","2115773077d","0"
0x0005DE02,"HuygensIPlanetData","Huygens I","Huygens I","4.290000","435.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1479234","671550000.000000","2.020000e+24","4824.000000","0.590000","215","","0","101839104.768381","101838645.574364","102144927.600000","0.003003","0.097389","101840000.000000","0.366519","1060777612","0","0","1","0","0.510000","73082","Huygens","0","1","0","F8","","","Weak","2.02E+24","Barren","","","101535072.400000","33.772400","4.290000","14.000000","64.000000","1068708659","1079068590","144.000000","-2","207.000000","184.000000","2","0","2281089431d","0"
0x0005DE03,"HuygensI-aPlanetData","Huygens I-a","Huygens I-a","3.730000","412.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1479243","18480000.000000","2.710000e+23","2589.000000","0.280000","215","","0","52065.741100","52063.563900","52541.882300","0.009100","0.007238","52070.000000","0.069800","0","0","0","1","0","0.430000","73082","Huygens","1","10","0","F8","","","","2.71E+23","Barren","","","51598.117730","33.772400","3.730000","14.000000","11.000000","0","0","109.000000","-2","358.000000","0.000000","0","0","3599842835d","0"
0x0005DE05,"HuygensI-bPlanetData","Huygens I-b","Huygens I-b","2.770000","460.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_Planetoid_02.nif","0","25124000.000000","6.240000e+21","813.000000","0.060000","215","","0","248921.356600","248689.006900","259674.012400","0.043200","0.051407","249349.000000","0.139600","0","0","0","1","0","0.330000","73082","Huygens","1","11","0","F8","","","","6.24E+21","Barren","","","239023.987600","33.772400","2.770000","14.000000","79.000000","0","0","357.000000","-2","181.000000","0.000000","0","0","2759244866d","0"
0x0005DE0A,"HuygensIIPlanetData","Huygens II","Huygens II","6.380000","279.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif","1908113","1815808000.000000","1.220000e+25","7695.000000","1.400000","215","","0","151381943.696800","151030417.558800","161692416.500000","0.068100","0.025482","152000000.000000","-1.623156","1070386381","0","0","1","0","0.590000","73082","Huygens","0","2","0","F8","","","Very Strong","1.22E+25","Rock","","","142307583.500000","33.772400","6.380000","12.000000","75.000000","1068708659","1079068590","186.000000","-2","39.000000","336.000000","2","0","2759189299d","0"
0x0005DE0B,"HuygensII-aPlanetData","Huygens II-a","Huygens II-a","3.740000","253.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1479246","3062000.000000","2.130000e+22","1108.000000","0.120000","215","","0","36676.964200","36676.950500","36708.726500","0.000900","0.022035","36677.000000","0.104700","0","0","0","1","0","0.350000","73082","Huygens","2","12","0","F8","","","","2.13E+22","Barren","","","36645.273540","33.772400","3.740000","12.000000","55.000000","0","0","164.000000","-2","288.000000","0.000000","0","0","3661767617d","0"
0x0005DE0C,"HuygensII-bPlanetData","Huygens II-b","Huygens II-b","2.960000","207.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1479253","29481000.000000","4.460000e+22","1532.000000","0.130000","215","","0","276172.103500","275850.696600","289492.160200","0.048200","0.052136","276758.000000","0.034900","0","0","0","1","0","0.380000","73082","Huygens","2","13","0","F8","","","","4.46E+22","Barren","","","264023.839800","33.772400","2.960000","12.000000","63.000000","0","0","290.000000","-2","349.000000","0.000000","0","0","3308158503d","0"
0x0005DE0D,"HuygensIIIPlanetData","Huygens III","Huygens III","4.500000","28.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif","1941126","2785895000.000000","1.090000e+25","9230.000000","0.870000","215","","0","241402087.158877","240331587.441534","264111022.900000","0.094071","0.038397","243200000.000000","0.017453","1057329330","0","0","1","0","0.630000","73082","Huygens","0","3","0","F8","","Yes","Very Weak","1.09E+25","Rock","","","222288977.100000","33.772400","3.300000","9.000000","54.000000","1068708659","1079068590","156.000000","-2","307.000000","680.000000","2","0","3457503659d","0"
0x0005DE0E,"HuygensIVPlanetData","Huygens IV","Huygens IV","4.570000","17.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1479260","1470819000.000000","7.140000e+23","3341.000000","0.430000","215","","0","315960612.758972","314962746.142529","341051992.900000","0.079413","0.003316","317680000.000000","0.017453","1066551589","0","0","1","0","0.460000","73082","Huygens","0","4","0","F8","","Yes","Average","7.14E+23","Rock","","","294308007.100000","33.772400","4.570000","6.000000","69.000000","1068708659","1079068590","94.000000","-2","273.000000","1016.000000","0","0","90314570d","0"
0x0005DE0F,"HuygensVPlanetData","Huygens V","Huygens V","2.000000","-102.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo.nif","0","94982843000.000000","5.550000e+27","87195.000000","4.970000","215","","0","1030647119.747259","1026182621.028368","1126473597.000000","0.092977","0.035779","1038160000.000000","0.244346","1086324736","0","0","1","0","1.520000","73082","Huygens","0","5","0","F8","","","Massive","5.55E+27","Gas G.","","","949846403.100000","33.772400","2.000000","-19.000000","14.000000","1068708659","1079068590","54.000000","-2","46.000000","6002.000000","3","0","2804285276d","1"
0x0005DE10,"HuygensV-aPlanetData","Huygens V-a","Huygens V-a","2.960000","-103.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1479259","3417000.000000","3.260000e+23","2973.000000","0.250000","215","","0","232303.859400","232524.822600","132374.961400","0.043600","0.044993","127068.000000","0.174500","0","0","0","1","0","0.440000","73082","Huygens","5","15","0","F8","","","","3.26E+23","Ice","","","121761.038600","33.772400","2.960000","-19.000000","49.000000","0","0","326.000000","-2","164.000000","0.000000","0","0","2278161546d","0"
0x0005DE11,"HuygensV-bPlanetData","Huygens V-b","Huygens V-b","2.780000","-105.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1479232","50057000.000000","7.190000e+23","3953.000000","0.310000","215","","0","1445255.609600","1408838.017000","1767651.669000","0.223100","0.049834","1494986.000000","0.034900","0","0","0","1","0","0.480000","73082","Huygens","5","16","0","F8","","","","7.19E+23","Ice","","","1222320.331000","33.772400","2.780000","-19.000000","62.000000","0","0","117.000000","-2","305.000000","0.000000","0","0","4225211573d","0"
0x0005DE12,"HuygensVIPlanetData","Huygens VI","Huygens VI","3.330000","-121.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif","1479252","13332967000.000000","8.880000e+24","8603.000000","0.820000","215","","0","1236317786.912154","1232216597.857692","1336935510.000000","0.081385","0.116239","1243360000.000000","0.436332","1058162981","0","0","1","0","0.610000","73082","Huygens","0","6","0","F8","","","Weak","8.88E+24","Rock","","","1149784490.000000","33.772400","3.330000","-26.000000","29.000000","1068708659","1079068590","7.000000","-2","134.000000","7867.000000","0","0","3936596843d","0"
0x0005DE13,"HuygensVI-aPlanetData","Huygens VI-a","Huygens VI-a","3.820000","-123.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1479249","56009000.000000","9.070000e+23","3842.000000","0.420000","215","","0","172883.800300","172735.313600","180047.586300","0.041400","0.010737","173158.000000","0.034900","0","0","0","1","0","0.480000","73082","Huygens","6","14","0","F8","","","","9.07E+23","Rock","","","166268.413700","33.772400","3.820000","-26.000000","48.000000","0","0","122.000000","-2","10.000000","0.000000","0","0","230363094d","0"
0x0005DE14,"HuygensVIIPlanetData","Huygens VII","Huygens VII","1.910000","-165.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo.nif","0","212963507000.000000","8.350000e+27","101430.000000","5.520000","215","","0","2012345572.840474","2012276839.777232","2028977609.000000","0.008265","0.120602","2012480000.000000","0.069813","1079733687","0","0","1","0","1.620000","73082","Huygens","0","7","0","F8","","","Extreme","8.35E+27","Gas G.","","","1995982391.000000","33.772400","1.910000","-53.000000","59.000000","1068708659","1079068590","263.000000","-2","224.000000","16200.000000","2","0","1974914358d","1"
0x0005DE15,"HuygensVII-bPlanetData","Huygens VII-b","Huygens VII-b","3.910000","36.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1479238","12702000.000000","1.930000e+24","4902.000000","0.550000","215","","0","298515.575700","298503.616800","301187.588600","0.009000","0.028257","298539.000000","0.244300","0","0","0","1","0","0.510000","73082","Huygens","7","17","0","F8","","Extremophile","","1.93E+24","Rock","","","295890.411400","33.772400","3.910000","9.000000","79.000000","0","0","84.000000","-2","21.000000","0.000000","0","0","2502990186d","0"
0x0005DE16,"HuygensVII-aPlanetData","Huygens VII-a","Huygens VII-a","3.190000","-112.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1479263","6314000.000000","1.740000e+24","5067.000000","0.460000","215","","0","272567.750000","272568.438100","153953.343900","0.002200","0.001274","153609.000000","0.226900","0","0","0","1","0","0.520000","73082","Huygens","7","18","0","F8","","Extremophile","","1.74E+24","Rock","","","153264.656100","33.772400","3.190000","10.000000","38.000000","0","0","314.000000","-2","356.000000","0.000000","0","0","4112915694d","0"
0x0005DE17,"HuygensVII-cPlanetData","Huygens VII-c","Huygens VII-c","3.040000","-162.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1479269","11682000.000000","9.520000e+23","4213.000000","0.360000","215","","0","347506.602100","347426.065900","354987.724200","0.021500","0.019816","347661.000000","0.104700","0","0","0","1","0","0.490000","73082","Huygens","7","19","0","F8","","","","9.52E+23","Barren","","","340334.275800","33.772400","3.040000","-53.000000","19.000000","0","0","141.000000","-2","73.000000","0.000000","0","0","4023331392d","0"
0x0005DE18,"HuygensVII-ePlanetData","Huygens VII-e","Huygens VII-e","2.080000","-161.000000","Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif","1479268","24548000.000000","1.310000e+23","2471.000000","0.150000","215","","0","1414625.280100","1413938.130700","1458712.077000","0.031200","0.061010","1415918.000000","0.384000","0","0","0","1","0","0.420000","73082","Huygens","7","20","0","F8","","","","1.31E+23","Ice","","","1373123.923000","33.772400","2.080000","-53.000000","56.000000","0","0","173.000000","-2","332.000000","0.000000","0","0","3457940630d","0"
