FormID, EditorID, Name, Description, Weight, Unknown1, Unknown2, Unknown3, Unknown4, Unknown5, Unknown6, Unknown7, Unknown8, Unknown9, Unknown10, Unknown11, Unknown12, Unknown13, Unknown14, Model
0x0003D3B0, "Aid_Affl_Multi_InfusedBandages", "Infused Bandages", "Bandages saturated with heal paste. Used for treating afflictions.", "0.100000", "330", "65537", "0", "0", "-1598733509", "-11446678", "-1185069721", "-1759609357", "0", "0", "0", "0", "0", "0", "Items\Drugs_Or_medical\Affliction_Cures\AfflictionCure_Bandages_Red_01.nif"
0x0003D3B1, "Aid_Affl_Multi_RepairingImmobilizer", "Repairing Immobilizer", "Combines bandages and an immobilizer to treat afflictions.", "0.100000", "260", "65537", "0", "0", "-1598733509", "-11446678", "-1185069721", "-1759609357", "0", "0", "0", "0", "0", "0", "Items\Drugs_Or_medical\Affliction_Cures\AfflictionCure_Immobilizer_Blue_01.nif"
0x0003D3B2, "Aid_Affl_Multi_AnalgesicPoultice", "Analgesic Poultice", "Combines the effects of antibiotics, heal paste, and bandages. Used for treating afflictions.", "0.100000", "450", "65537", "0", "0", "-1598733509", "-11446678", "-1185069721", "-1759609357", "0", "0", "0", "0", "0", "0", "Items\Drugs_Or_medical\Affliction_Cures\AfflictionCure_Bandages_Green_01.nif"
0x0003FB19, "ShipRepairKit", "Ship Parts", "Used to repair spaceship hull damage.", "10.000000", "1250", "65537", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0", "SetDressing\SuppliesCrates\Supplies_Generic01.nif"
0x0004B1D7, "Food_Produce_CocktailStation_Lime", "Lime", "A fresh lime, for those times when lemon just doesn't pack enough ""zing.""", "0.200000", "35", "3", "0", "0", "657081068", "1210591201", "1368686986", "-1684118112", "0", "0", "0", "0", "0", "0", "SetDressing\Bar_CocktailStation\Lime01.nif"
0x0004B1D8, "Food_Produce_CocktailStation_Lemon", "Lemon", "A fresh lemon, grown from seeds native to Earth.", "0.200000", "35", "3", "0", "0", "657081068", "1210591201", "1368686986", "-1684118112", "0", "0", "0", "0", "0", "0", "SetDressing\Bar_CocktailStation\Lemon01.nif"
0x00092B96, "Food_Produce_Tomato", "Tomato", "A ripe tomato, of Earth origin.", "0.200000", "35", "3", "0", "0", "657081068", "1210591201", "1368686986", "-1684118112", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\All_Packaged_Consumables\Food_Produce_Tomato.nif"
0x00092B97, "Food_Produce_Watermelon", "Watermelon", "Once a favorite of Earth summertime barbecues. Now synthetically grown. ", "0.500000", "35", "3", "0", "0", "657081068", "1210591201", "1368686986", "-1684118112", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\All_Packaged_Consumables\Food_Produce_Watermelon.nif"
0x00092B98, "Food_Produce_Carrot", "Carrot", "The nutritious, delicious carrot. Long considered the favorite food of Earth rabbits.", "0.200000", "35", "3", "0", "0", "657081068", "1210591201", "1368686986", "-1684118112", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\All_Packaged_Consumables\Food_Produce_Carrot.nif"
0x00092B99, "Food_Produce_Celery", "Celery", "A stalk of celery. Especially delicious when paired with synthetic peanut butter.", "0.200000", "35", "3", "0", "0", "657081068", "1210591201", "1368686986", "-1684118112", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\All_Packaged_Consumables\Food_Produce_Celery.nif"
0x00092B9A, "Food_Produce_Grapes", "Grapes", "Sweet red grapes. Enjoyed as a healthy snack, or fermented to make red wine.", "0.200000", "35", "3", "0", "0", "657081068", "1210591201", "1368686986", "-1684118112", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\All_Packaged_Consumables\Food_Produce_Grapes.nif"
0x00092B9B, "Food_Produce_Lettuce", "Lettuce", "A head of leafy green lettuce. Commonly used as the base for salads, or added to a sandwich.", "0.200000", "35", "3", "0", "0", "657081068", "1210591201", "1368686986", "-1684118112", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\All_Packaged_Consumables\Food_Produce_Lettuce.nif"
0x0009F549, "Drink_NonAlc_ToGoCup_Tranquilitea_TeaChamomile", "Tranquilitea Chamomile", "Tranquilitea's calming chamomile tea.", "0.300000", "75", "3", "0", "0", "77483592", "1354886949", "303218672", "-2104075378", "0", "0", "0", "0", "0", "0", "SetDressing\Tranquilitea\TranquiliteaToGoCupFull01.nif"
0x000C1F57, "LegendaryCatalyst", "Alien Genetic Material", "Can be consumed to greatly increase combat effectiveness, or used in experimental crafting and research.", "1.000000", "1375", "65537", "0", "0", "-1412676596", "-1143712283", "-1413906666", "-1276904839", "0", "0", "0", "0", "0", "0", "Items\LegendaryCatalyst\LegendaryCatalyst.nif"
0x000C8721, "Chem_XenoAurora", "Unprocessed Aurora", "An unprocessed version of the powerful hallucinogen derived from Neon's local chasmbass population.", "0.100000", "0", "65537", "0", "0", "1020678045", "-750517461", "1388737319", "-1729158970", "0", "0", "0", "0", "0", "0", "Items\drugs_or_medical\Chem_Aurora_01.nif"
0x0010FA08, "Drink_NonAlc_ToGoCup_Tranquilitea_TeaDynastic", "Tranquilitea Dynastic", "Tranquilitea's oldest green tea blend.", "0.300000", "75", "3", "0", "0", "77483592", "1354886949", "303218672", "-2104075378", "0", "0", "0", "0", "0", "0", "SetDressing\Tranquilitea\TranquiliteaToGoCupFull01.nif"
0x0010FA09, "Drink_NonAlc_ToGoCup_Tranquilitea_TeaEarl", "Tranquilitea Earl Grey", "Tranquilitea's Earl Grey blend. A favorite among UC Navy captains.", "0.300000", "75", "3", "0", "0", "77483592", "1354886949", "303218672", "-2104075378", "0", "0", "0", "0", "0", "0", "SetDressing\Tranquilitea\TranquiliteaToGoCupFull01.nif"
0x0010FA0A, "Drink_NonAlc_ToGoCup_Tranquilitea_TeaEnglish", "Tranquilitea Breakfast", "Tranquilitea's breakfast-style black tea.", "0.300000", "75", "3", "0", "0", "77483592", "1354886949", "303218672", "-2104075378", "0", "0", "0", "0", "0", "0", "SetDressing\Tranquilitea\TranquiliteaToGoCupFull01.nif"
0x0010FA0C, "Drink_NonAlc_ToGoCup_Tranquilitea_TeaLemon", "Tranquilitea Lemon", "Tranquilitea's lemon-flavored tea.", "0.300000", "75", "3", "0", "0", "77483592", "1354886949", "303218672", "-2104075378", "0", "0", "0", "0", "0", "0", "SetDressing\Tranquilitea\TranquiliteaToGoCupFull01.nif"
0x0010FA0F, "Drink_NonAlc_ToGoCup_Tranquilitea_TeaLotus", "Tranquilitea Lotus", "Tranquilitea's lotus flower tea.", "0.300000", "75", "3", "0", "0", "77483592", "1354886949", "303218672", "-2104075378", "0", "0", "0", "0", "0", "0", "SetDressing\Tranquilitea\TranquiliteaToGoCupFull01.nif"
0x00122E94, "Food_Craft_GalaxyMein", "Galaxy Lo Mein", "Handmade lo mein noodles in sauce made of soy, garlic and ginger. Possibly includes additional ""special"" ingredients.", "0.500000", "240", "3", "0", "0", "1376733324", "190233310", "-1952308033", "-1163678624", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\all_crated_consumables\CraftedFood_Container_Chapaguri.nif"
0x00122E95, "Food_Craft_ClusterMarsala", "Star Cluster Marsala", "Pan-fried cutlets and mushrooms in a rich wine sauce, possibly with additional ""special"" ingredients.", "0.500000", "240", "3", "0", "0", "1376733324", "190233310", "-1952308033", "-1163678624", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\all_crated_consumables\CraftedFood_Container_ChickenMarsala.nif"
0x00122E96, "Food_Craft_NebulaWat", "Nebula Wat", "A very rich, very spicy chicken stew. Possibly includes additional ""special"" ingredients.", "0.500000", "240", "3", "0", "0", "1376733324", "190233310", "-1952308033", "-1163678624", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\all_crated_consumables\CraftedFood_Container_DoroWat.nif"
0x00122E98, "Food_Craft_StarKebabs", "Stellar Kebabs", "Cubes of roasted meat, and possibly additional ""special"" ingredients. Served skewered on a wooden stick, kebab style.", "0.500000", "240", "3", "0", "0", "1376733324", "190233310", "-1952308033", "-1163678624", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\all_crated_consumables\CraftedFood_Container_AlienKebab.nif"
0x00122E9C, "Chem_Craft_HyperGiantHeart", "Hypergiant Heart", "A strange, homemade chem concoction that energizes and improves pain tolerance.", "0.100000", "665", "65537", "0", "0", "1020678045", "-750517461", "1388737319", "-1729158970", "0", "0", "0", "0", "0", "0", "Items\Drugs_Or_Medical\crafted_inhailer_amp_01.nif"
0x00122EA3, "Chem_Craft_GiantHeart", "Giant Heart", "A strange, homemade chem concoction that energizes and improves pain tolerance.", "0.100000", "525", "65537", "0", "0", "1020678045", "-750517461", "1388737319", "-1729158970", "0", "0", "0", "0", "0", "0", "Items\Drugs_Or_Medical\crafted_inhailer_amp_01.nif"
0x00122EA8, "Chem_Craft_BlackHoleHeart", "Black Hole Heart", "A strange, homemade chem concoction. Users may experience a ""slow motion""-like sensation.", "0.100000", "450", "65537", "0", "0", "1020678045", "-750517461", "1388737319", "-1729158970", "0", "0", "0", "0", "0", "0", "items/drugs_or_medical\Crafted_InHailer_White.nif"
0x00122EAD, "Chem_Craft_SuperMassiveHeart", "Supermassive Black Heart", "A strange, homemade chem concoction. Users may experience a ""slow motion""-like sensation coupled with intense rage.", "0.100000", "665", "65537", "2526517", "0", "1020678045", "-750517461", "1388737319", "-1729158970", "0", "0", "0", "0", "0", "0", "Items\drugs_or_medical\Crafted_InHailer_White.nif"
0x00122EB1, "Chem_Craft_SubgiantHeart", "Subgiant Heart", "A strange, homemade chem concoction known for its energizing properties.", "0.100000", "450", "65537", "0", "0", "1020678045", "-750517461", "1388737319", "-1729158970", "0", "0", "0", "0", "0", "0", "Items\Drugs_Or_Medical\crafted_inhailer_amp_01.nif"
0x00122EB6, "Chem_Craft_DwarfHeart", "Dwarf Star Heart", "A strange, homemade chem concoction known for its energizing properties.", "0.100000", "380", "65537", "0", "0", "1020678045", "-750517461", "1388737319", "-1729158970", "0", "0", "0", "0", "0", "0", "Items\Drugs_Or_Medical\crafted_inhailer_amp_01.nif"
0x00137524, "Food_Generic_SweetRolls", "Sweet Rolls", "Made from honey, flour and any number of special ingredients, Sweet Rolls are considered the tastiest treat in any universe.", "0.300000", "90", "3", "0", "0", "798705437", "-780181922", "-647175907", "-2123053533", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\SweetRolls_Packaged\CraftedFood_Container_SweetRolls.nif"
0x00139E43, "Drink_Alc_Bottle_Generic_BeerRedAle", "Red Ale", "Mass-produced generic beer.", "0.500000", "155", "3", "0", "0", "-1412676596", "-1143712283", "-1413906666", "-1276904839", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\Generic_Bottles_Alcohol\Generic_Beer_03.nif"
0x00139E44, "Drink_Alc_Bottle_Generic_BeerPaleAle", "Pale Ale", "Mass-produced generic beer.", "0.500000", "155", "3", "0", "0", "-1412676596", "-1143712283", "-1413906666", "-1276904839", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\Generic_Bottles_Alcohol\Generic_Beer_03.nif"
0x00139E45, "Drink_Alc_Bottle_Generic_BeerDark", "Dark Lager", "Mass-produced generic beer.", "0.500000", "155", "3", "0", "0", "-1412676596", "-1143712283", "-1413906666", "-1276904839", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\Generic_Bottles_Alcohol\Generic_Beer_03.nif"
0x00139E4B, "Chem_Craft_Magz_STEVE", "S.T.E.V.E.", "A cocktail made from Aurora and the chem Panopticon. Dilates perception of time and improves hand-eye coordination.", "0.100000", "450", "65537", "2526517", "1048576000", "1020678045", "-750517461", "1388737319", "-1729158970", "0", "0", "0", "0", "0", "0", "Items\Drugs_Or_Medical\Crafted_InHailer_Steve_01.nif"
0x0014098A, "RI01_Drink_NonAlc_YukoCoffee", "Yuko's Coffee", "TerraBrew's original rich, creamy cappuccino... with a bit of extra ""punch.""", "0.300000", "75", "3", "0", "0", "-110739004", "960167265", "629131727", "-1997972740", "0", "0", "0", "0", "0", "0", "SetDressing\CoffeeToGo\CoffeeToGoCupFull01.nif"
0x00143CB1, "Aid_Craft_JunkFlush", "Junk Flush", "Purges the body of addictions.", "0.100000", "665", "65537", "0", "0", "1020678045", "-750517461", "1388737319", "-1729158970", "0", "0", "0", "0", "0", "0", "Items\Drugs_Or_Medical\crafted_inhailer_junk_flush_01.nif"
0x00143CB2, "Chem_Craft_Whiteout", "Whiteout", "An unstable, refined form of the chem Squall. Dangerously addictive and associated with unchecked aggression.", "0.100000", "525", "65537", "2526517", "1051931443", "-1930408867", "1269023574", "-2013199710", "-1799117758", "0", "0", "0", "0", "0", "0", "items/drugs_or_medical\Chem_Whiteout_01.nif"
0x00165073, "Food_Craft_KidStuffTraitMeatloaf", "Grandpa's Meatloaf", "Mouthwatering meatloaf made using your grandfather's award winning recipe.", "0.500000", "240", "3", "0", "0", "1376733324", "190233310", "-1952308033", "-1163678624", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\all_crated_consumables\CraftedFood_Container_MeatLoaf.nif"
0x0016EC2D, "City_CY_Runaway01_RunawayWhiskey", "Runaway Whiskey", "20 year-old Runaway Whiskey, aged in casks salvaged from Old Earth.", "0.500000", "295", "3", "0", "0", "-110739004", "960167265", "629131727", "-1997972740", "0", "0", "0", "0", "0", "0", "SetDressing\City_CY_Runaway01_RedHarvestReserve\City_CY_Runaway01_RunawayWhiskey.nif"
0x00191214, "Food_Boxed_Generic_MealKit", "Meal Kit", "Boxed meal kit.", "0.500000", "105", "3", "0", "0", "1376733324", "190233310", "-1952308033", "-1163678624", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\EnjoyFoodItems\Enjoy_FoodBox01.nif"
0x0019121F, "Drink_NonAlc_Boxed_Generic_Milk", "Milk", "Milk that has been ultra-pasteurized for maximum freshness.", "0.300000", "75", "3", "0", "0", "-110739004", "960167265", "629131727", "-1997972740", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\EnjoyFoodItems\Enjoy_Milk01.nif"
0x001944E4, "CF05_Food_Sandwich", "Pepper Steak Sandwich", "A sandwich made with steak and crusted with black pepper.", "0.300000", "155", "3", "0", "0", "1376733324", "190233310", "-1952308033", "-1163678624", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\all_crated_consumables\CraftedFood_Container_AlienSandwhich.nif"
0x001DFCAA, "Food_Pack_Oishii_Sushi_Individual", "Sushi Rolls", "Oishii brand sushi rolls. Single serving size.", "0.500000", "105", "3", "0", "0", "1376733324", "190233310", "-1952308033", "-1163678624", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_Set\FoodDrink_Set_Sushi_Individual01.nif"
0x001DFCAB, "Food_Pack_Oishii_Sushi_Mini", "Sushi Rolls Minibite", "Oishii brand sushi rolls. Snack-sized.", "0.300000", "75", "3", "0", "0", "657081068", "1210591201", "1368686986", "-1684118112", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_Set\FoodDrink_Set_SushiRoll_MiniPack01.nif"
0x001DFCAC, "Food_Pack_Oishii_Sushi_Combo", "Sushi Rolls Multipack", "Oishii brand sushi rolls. Packaged in bulk.", "1.500000", "155", "3", "0", "0", "798705437", "-780181922", "-647175907", "-2123053533", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_Set\FoodDrink_Set_SushiRoll_ComboPack01.nif"
0x001DFCAE, "Food_Served_Generic_Toast", "Toast", "A slice of toasted white bread. Best enjoyed when buttered or jellied, but can be eaten ""as is"" in a pinch.", "0.100000", "35", "3", "0", "0", "1376733324", "190233310", "-1952308033", "-1163678624", "0", "0", "0", "0", "0", "0", "Items\Toast01.nif"
0x001DFCB2, "Food_CarryKit_SuperfoodPasteKitSealed", "Superfood Paste Kit", "A sealed container of nutritious, but definitely not delicious, superfood paste.", "0.500000", "140", "3", "0", "0", "798705437", "-780181922", "-647175907", "-2123053533", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_Set\FoodDrink_Set_CarryKit_Sealed01.nif"
0x001DFCB3, "Food_CarryKit_SuperfoodPasteSet", "Superfood Paste Set", "A full pack of various superfood paste items. Will sustain life, but known to taste like sewage.", "0.400000", "140", "3", "0", "0", "798705437", "-780181922", "-647175907", "-2123053533", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_Set\FoodDrink_Set_CarryKit_Container01.nif"
0x001DFCB4, "Drink_Alc_Bottle_Generic_SpaceWine", "Sparkling Wine", "Sparkling white wine. Bracing and effervescent with a hint of tropical fruits.", "0.500000", "265", "3", "0", "0", "-1412676596", "-1143712283", "-1413906666", "-1276904839", "0", "0", "0", "0", "0", "0", "SetDressing\Generic\GenericSpaceWine\GenericSpaceWine.nif"
0x001DFCB5, "Food_CarryKit_SuperfoodPasteKitOpened", "Opened Superfood Paste Kit", "An opened container of nutritious vegetable superfood paste. Not known for its taste...", "0.500000", "140", "3", "0", "0", "798705437", "-780181922", "-647175907", "-2123053533", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_Set\FoodDrink_Set_CarryKit_Opened01.nif"
0x001E29A8, "Food_ChunksPack_Chunks_Egg", "Chunks Egg - Packaged", "An egg-flavored Chunks food cube. Sealed for freshness.", "0.200000", "105", "3", "0", "0", "1376733324", "190233310", "-1952308033", "-1163678624", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\FoodChunk\Chunk_Food_Egg_Pack.nif"
0x001EBE9E, "NOCLUTTER_Drink_Alc_ExclMenuItem_MSauvage_VelocityYellow", "Velocity Yellow", "Potent alcoholic beverage infused with bioengineered, luminescent plankton.", "0.300000", "595", "3", "0", "0", "-110739004", "960167265", "629131727", "-1997972740", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\Velocity_Beverage\Food_RS_MSauvage_VelocityYellow.nif"
0x001EDDDE, "Food_Pack_Oishii_Mochi_Mini", "Mochi Minibite", "Oishii brand marumochi snacks, made from sweetened rice. Snack-sized.", "0.300000", "75", "3", "0", "0", "657081068", "1210591201", "1368686986", "-1684118112", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\Mochi\Mochi_MiniPack.nif"
0x001EDDDF, "Food_Pack_Oishii_Mochi_Individual", "Mochi", "Oishii brand marumochi snacks, made from sweetened rice. Single serving size.", "0.500000", "105", "3", "0", "0", "1376733324", "190233310", "-1952308033", "-1163678624", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\Mochi\Mochi_Individual.nif"
0x001EDDE0, "Food_Pack_Oishii_Mochi_Combo", "Mochi Multipack", "Oishii brand marumochi snacks, made from sweetened rice. Packaged in bulk.", "1.500000", "155", "3", "0", "0", "798705437", "-780181922", "-647175907", "-2123053533", "0", "0", "0", "0", "0", "0", "Items\FoodDrink_SingleItems\Mochi\Mochi_ComboPack.nif"
