FormID, EditorID, Full, DNAM, Model
0x0000CCAB,"Destroyer_B_Nova_Blackhawk01_Template","Blackhawk","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0000CF7E,"OE_LvlShip_Syndicate_Medium_Mixed","Ecliptic Combat A01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0000CF80,"OE_LvlShip_Syndicate_Small_Mixed","Ecliptic Combat A01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0000D5A8,"CrowdRegion_NewAtlantis03","","",""
0x0000D80C,"SMS_Hab_Taiyo_ComputerCore_2L2W1H_Mid_A","Taiyo Computer Core 2x2 Mid","",""
0x00010364,"Personnel_C_Generic_Voyager03_Template","Voyager III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00010366,"Personnel_C_Generic_Voyager02_Template","Voyager II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00010368,"Personnel_C_Generic_Vista03_Template","Vista III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0001036A,"Personnel_C_Generic_Vista02_Template","Vista II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0001036C,"Personnel_C_Generic_Highlander03_Template","Highlander III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00010370,"Personnel_C_Generic_Highlander02_Template","Highlander II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00010372,"Personnel_C_Generic_Civshuttle03_Template","Civshuttle III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00010379,"Personnel_C_Generic_Civshuttle02_Template","Civshuttle II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0001037B,"Personnel_C_Generic_Babylon02_Template","Babylon II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00011AF6,"SMS_Hab_Deimos_Armory_2L1W1H_A","Deimos Armory 2x1","",""
0x00011B84,"SMS_Hab_Deimos_Engineering_3L1W1H_A","Deimos Engineering Bay A 3x1","",""
0x00012863,"TheEyeShip","The Eye","spaceshipresponse.txt","Markers\EditorMarkers\ShipMarker01.nif"
0x000137FF,"PirateShipHull01","","","Ships\Pirate\PirateShipExt_Test.nif"
0x00015B82,"UC01_SimulationPlayerShip_ClassB","Simulator","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000165C8,"SMS_Hab_Taiyo_Control_2L1W1H_Top_B","Taiyo Control Station 2x1 Top B","",""
0x000179E3,"SMA_Weapon_Laser_Shinigami_Reza_45_GHz_MW_Auto_lvl20","Reza 45 GHz MW Pulse Laser","",""
0x000189AF,"EncShip_Galbank_F02","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000189BB,"EncShip_UCCitizen_F02","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000189BE,"EncShip_UCCitizen_F05","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000189C0,"EncShip_FreestarCitizen_MEvenToned","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000196D3,"RL083_RogueShipyard","Autonomous Staryard","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0001ABFC,"LvlShip_UCSysDef_C_Combat_01","UC SysDef C Combat 01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0001BC23,"Freighter_A_Hopetech_LilMuv02_Template","Lil Muv II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0001CB89,"Personnel_C_Generic_Autobahn03_Template","Autobahn III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002289C,"LvlShip_TheFirst_B_Combat_01","First Cavalry B Combat 01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002289F,"LvlShip_TheFirst_A_Combat_01","First Cavalry Combat A 01","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000228AE,"LvlShip_TradeAuthority","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000228B0,"LvlShip_GalBank","Freighter","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000228C1,"LvlShip_FreestarCitizen","Freighter","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00022DF3,"SMS_Hab_Taiyo_MessHall_3L2W1H_Btm_A","Taiyo Mess Hall 3x2 Bottom A","",""
0x000231FB,"LvlShip_UCCitizen","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000242D9,"CrowdRegion_NewAtlantis05","","",""
0x00025B1A,"CrowdRegion_Akila02","","",""
0x00025DF7,"Fighter_A_Deimos_Longsword02_Template","Longsword II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00025FAB,"SMC_Weapon_Particle_Ballistic_PBO-300_Alpha_Auto_Turret_Fore_lvl34","PBO-300 Auto Alpha Turret","",""
0x00025FAC,"SMC_Weapon_Particle_LightScythe_Obliterator_250MeV_Alpha_Turret_Fore_lvl76","Obliterator 250MeV Alpha Turret","",""
0x00025FAE,"SMC_Weapon_Ballistic_Ballistic_MKE-9A_Auto_Turret_Fore_lvl84","MKE-9A Auto Gauss Gun Turret","",""
0x00025FAF,"SMC_Weapon_Ballistic_Horizon_Marauder_115N_Turret_Fore_lvl54","Marauder 115N Railgun Turret","",""
0x00025FB2,"SMC_Weapon_Laser_Horizon_Dragon_261_SX_Turret_Fore_lvl30","Dragon 261 SX Laser Turret","",""
0x0002704C,"Freighter_A_Nova_Econohaul02_Template","Econohaul II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00027A6A,"LvlShip_LIST_Homesteader_Cargo","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00027A6E,"LvlShip_LIST_Homesteader_B_Cargo","Neon Citizen B Cargo","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00027A72,"LvlShip_LIST_Homesteader_A_Cargo","Neon Citizen Cargo A","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00027A79,"EncShip_LIST_Homesteader_M08","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00027A7A,"EncShip_LIST_Homesteader_M06","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x00027A80,"EncShip_LIST_Homesteader_FEvenToned_Template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002834B,"Cruiser_C_Nova_Kirov01_Template","Kirov","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x000285EA,"Personnel_C_Generic_Babylon01_Template","Babylon","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002B104,"Personnel_C_Generic_Autobahn02_Template","Autobahn II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002B118,"EncShip_UCVanguard_C_Nimitz02","UC Vanguard Nimitz II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002B120,"EncShip_UCVanguard_C_Dullahan02","UC Vanguard Dullahan II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002B126,"EncShip_UCCitizen_C_Reef03","UC Reef III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002B12C,"EncShip_UCCitizen_C_Reef02","UC Reef II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002B132,"EncShip_UCCitizen_C_Reef01","UC Reef","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002B137,"EncShip_UCCitizen_C_Personnel_Voyager03","UC Voyager III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002BCE0,"xDoNotUse_Personnel_A_Generic_Responder03_Template","Responder","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1BA,"Personnel_B_Generic_Caravan02_Template","Caravan II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1BC,"Personnel_B_Generic_Caravan03_Template","Caravan III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1BE,"Personnel_B_Generic_Slipstream02_Template","Slipstream II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1C0,"Personnel_B_Generic_Sunsail02_Template","Sunsail II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1C2,"Personnel_B_Stroud_Roanoke02_Template","Roanoke II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1C4,"Personnel_B_Stroud_Roanoke03_Template","Roanoke III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1C6,"Freighter_B_Hopetech_PCH02_Template","PCH II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1C8,"Freighter_B_Hopetech_Spacetruk03_Template","Spacetruk III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1CA,"Freighter_B_Stroud_Venture02_Template","Venture II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1CC,"Freighter_B_Stroud_Venture03_Template","Venture III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1CE,"Freighter_B_Taiyo_Pelican02_Template","Pelican II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1D0,"General_B_Taiyo_Dolphin02_Template","Dolphin II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1D5,"Cargo_B_Generic_AsphaltCB02_Template","Asphalt CB II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1D7,"Cargo_B_Generic_AsphaltCB03_Template","Asphalt CB III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1D9,"Cargo_B_Generic_CarryALL02_Template","Carry ALL II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1DB,"Cargo_B_Generic_CarryALL03_Template","Carry ALL III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1DF,"Cargo_B_Generic_SpaceOX02_Template","Space OX II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1E4,"Cargo_B_Generic_SpaceOX03_Template","Space OX III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1E7,"Cargo_B_Generic_Wagontrain02_Template","Wagontrain II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1E9,"Cargo_B_Generic_Wagontrain03_Template","Wagontrain III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1EB,"Destroyer_B_Nova_Blackhawk02_Template","Blackhawk II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1ED,"Destroyer_B_Nova_Blackhawk03_Template","Blackhawk III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1EF,"Destroyer_B_Nova_Ranger02_Template","Ranger II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1F1,"Destroyer_B_Nova_Ranger03_Template","Ranger III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1F3,"xDoNotUse_Destroyer_B_Nova_Ranger04_Template","Ranger IV","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1F5,"Destroyer_B_Stroud_Conquerer01_Template","Conquerer","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C1FB,"Destroyer_B_Stroud_Privateer03_Template","Privateer III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C201,"EncShip_FreestarCitizen_B_Slipstream01","Freestar Slipstream","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C203,"EncShip_FreestarCitizen_B_Slipstream02","Freestar Slipstream II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C205,"EncShip_UCCitizen_B_Slipstream01","UC Slipstream","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C207,"EncShip_UCCitizen_B_Slipstream02","UC Slipstream II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C215,"EncShip_Generic_B_Cargo_Pelican01","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C216,"EncShip_Generic_B_Cargo_Pelican02","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C217,"EncShip_Deimos_B_Hoplite02_Template","Hoplite","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C219,"EncShip_Deimos_B_Hoplite03_Template","Hoplite","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C21E,"EncShip_Deimos_B_Phalanx02_Template","Hoplite","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C222,"EncShip_Deimos_B_Phalanx03_Template","Hoplite","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C224,"EncShip_Deimos_C_Celestial02_Template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C226,"EncShip_Ecliptic_B_Rapier03","Ecliptic Rapier III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C228,"EncShip_Ecliptic_B_Scimitar03","Ecliptic Scimitar III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C22A,"EncShip_FreestarCitizen_B_Cargo_CarryAll01","Freestar Carry-ALL","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C22C,"EncShip_FreestarCitizen_B_Cargo_CarryAll02","Freestar Carry-ALL II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C22E,"EncShip_FreestarCitizen_B_Cargo_CarryAll03","Freestar Carry-ALL III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C230,"EncShip_FreestarCitizen_B_Cargo_SpaceOx01","Freestar Space OX","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C232,"EncShip_FreestarCitizen_B_Cargo_SpaceOx02","Freestar Space OX II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C234,"EncShip_FreestarCitizen_B_Cargo_SpaceOx03","Freestar Space OX III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C236,"EncShip_FreestarCitizen_B_Cargo_Pelican01","Freestar Pelican","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C238,"EncShip_FreestarCitizen_B_Cargo_Pelican02","Freestar Pelican II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C23A,"EncShip_FreestarCitizen_B_Personnel_Caravan01","Freestar Caravan","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C23C,"EncShip_FreestarCitizen_B_Personnel_Caravan02","Freestar Caravan II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C23E,"EncShip_FreestarCitizen_B_Personnel_Caravan03","Freestar Caravan III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C240,"EncShip_FreestarSecurity_B_Dolphin01","Freestar Sec Dolphin","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C244,"EncShip_FreestarSecurity_B_Dolphin02","Freestar Sec Dolphin II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C247,"EncShip_Hopetech_B_PCH02_Template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C249,"EncShip_Hopetech_B_Spacetruk03","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C24B,"EncShip_Nova_B_Blackhawk01","Blackhawk","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C24F,"EncShip_Nova_B_Blackhawk02","Blackhawk II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C251,"EncShip_Nova_B_Blackhawk03","Blackhawk III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C253,"EncShip_Nova_B_Ranger02_Template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C263,"EncShip_Nova_B_Ranger03_Template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C265,"xDoNotUse_EncShip_Nova_B_Ranger04_Template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C269,"EncShip_StarParcel_B_Spacetruk01","Star Parcel Spacetruk","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C26B,"EncShip_StarParcel_B_Spacetruk02","Star Parcel Spacetruk II","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C2C0,"EncShip_StarParcel_B_Spacetruk03","Star Parcel Spacetruk III","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C2C2,"EncShip_Stroud_B_Conquerer01_Template","Hoplite","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C2CA,"EncShip_Stroud_B_Conquerer02_Template","Hoplite","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C302,"EncShip_Stroud_B_Conquerer03_Template","Hoplite","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C33A,"EncShip_Stroud_B_Privateer03_Template","Ecliptic Privateer 2","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C3A8,"EncShip_Stroud_B_Roanoke02","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C3AC,"EncShip_Stroud_B_Roanoke03","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C3BD,"EncShip_Stroud_B_Venture02","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C3BF,"EncShip_Stroud_B_Venture03","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C3C2,"EncShip_Taiyo_B_Dolphin02_Template","Pirate Ship","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
0x0002C6D2,"EncShip_Taiyo_B_Falcon02_Template","Hoplite","spaceshipresponse.txt","Markers\DummyMarkers\DummySmall01.nif"
