FormID, EditorID, Name, Faction, Flags, Parent, ANAM, RNAM, TNAM
0x00015FF7, "CityCydoniaLocation", "Cydonia", "", "11111111000000000000000100000000", "SSol_PMars_Surface", "1.000000", "0", "45.000000"
0x00015FFE, "CityNeonLocation", "Neon", "", "11111111000001000000000100000000", "SVolii_PVoliiAlpha_Surface", "1.000000", "0", "20.000000"
0x00016012, "LC032LondinionBLocation", "Londinion", "", "11111111000000000001111000000000", "SToliman_PTolimanII_Surface", "1.000000", "0", "10.000000"
0x00016027, "SettleHopeTownLocation", "HopeTown", "", "11111111000000000000000100000000", "SValo_PPolvo_Surface", "1.000000", "0", "45.000000"
0x00016563, "CityAkilaCityTheRockLocation", "The Rock", "", "11111111000000000000000100000000", "CityAkilaCityLocation", "1.000000", "0", "45.000000"
0x000196DA, "_RENAME_TestShipInteriorLocation", "", "", "00000000000100000000000000000000", "_RENAME_TestShipLocation", "1.000000", "0", "0.000000"
0x000196DB, "_RENAME_TestShipLocation", "", "", "00000000000100000000000000000000", "", "1.000000", "0", "0.000000"
0x0001A53A, "Universe", "Universe", "", "00000000000100000000000000000000", "", "1.000000", "0", "0.000000"
0x0001A53C, "SBardeen_PBardeenI", "Bardeen I", "", "00000000000100000000000000000000", "SBardeen", "1.000000", "0", "0.000000"
0x0001A53D, "SBardeen_PBardeenI_Surface", "Bardeen I", "", "00000000000100000000000000000000", "SBardeen_PBardeenI", "1.000000", "0", "0.000000"
0x0001A53E, "SBardeen_PBardeenI_Orbit", "Bardeen I", "", "00000000000100000000000000000000", "SBardeen_PBardeenI", "1.000000", "0", "0.000000"
0x0001A53F, "SBardeen_PBardeenI_MBardeenI-a", "Bardeen I-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenI", "1.000000", "0", "0.000000"
0x0001A540, "SBardeen_PBardeenI_MBardeenI-a_Surface", "Bardeen I-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenI_MBardeenI-a", "1.000000", "0", "0.000000"
0x0001A541, "SBardeen_PBardeenI_MBardeenI-a_Orbit", "Bardeen I-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenI_MBardeenI-a", "1.000000", "0", "0.000000"
0x0001A542, "SBardeen_PBardeenII", "Bardeen II", "", "00000000000100000000000000000000", "SBardeen", "1.000000", "0", "0.000000"
0x0001A543, "SBardeen_PBardeenII_Surface", "Bardeen II", "", "00000000000100000000000000000000", "SBardeen_PBardeenII", "1.000000", "0", "0.000000"
0x0001A544, "SBardeen_PBardeenII_Orbit", "Bardeen II", "", "00000000000100000000000000000000", "SBardeen_PBardeenII", "1.000000", "0", "0.000000"
0x0001A545, "SBardeen_PBardeenIII", "Bardeen III", "", "00000000000100000000000000000000", "SBardeen", "1.000000", "0", "0.000000"
0x0001A546, "SBardeen_PBardeenIII_Surface", "Bardeen III", "", "00000000000100000000000000000000", "SBardeen_PBardeenIII", "1.000000", "0", "0.000000"
0x0001A547, "SBardeen_PBardeenIII_Orbit", "Bardeen III", "", "00000000000100000000000000000000", "SBardeen_PBardeenIII", "1.000000", "0", "0.000000"
0x0001A548, "SBardeen_PBardeenIII_MBardeenIII-a", "Bardeen III-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenIII", "1.000000", "0", "0.000000"
0x0001A549, "SBardeen_PBardeenIII_MBardeenIII-a_Surface", "Bardeen III-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenIII_MBardeenIII-a", "1.000000", "0", "0.000000"
0x0001A54A, "SBardeen_PBardeenIII_MBardeenIII-a_Orbit", "Bardeen III-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenIII_MBardeenIII-a", "1.000000", "0", "0.000000"
0x0001A54B, "SBardeen_PBardeenIII_MBardeenIII-b", "Bardeen III-b", "", "00000000000100000000000000000000", "SBardeen_PBardeenIII", "1.000000", "0", "0.000000"
0x0001A54C, "SBardeen_PBardeenIII_MBardeenIII-b_Surface", "Bardeen III-b", "", "00000000000100000000000000000000", "SBardeen_PBardeenIII_MBardeenIII-b", "1.000000", "0", "0.000000"
0x0001A54D, "SBardeen_PBardeenIII_MBardeenIII-b_Orbit", "Bardeen III-b", "", "00000000000100000000000000000000", "SBardeen_PBardeenIII_MBardeenIII-b", "1.000000", "0", "0.000000"
0x0001A54E, "SBardeen_PBardeenIV", "Bardeen IV", "", "00000000000100000000000000000000", "SBardeen", "1.000000", "0", "0.000000"
0x0001A54F, "SBardeen_PBardeenIV_Surface", "Bardeen IV", "", "00000000000100000000000000000000", "SBardeen_PBardeenIV", "1.000000", "0", "0.000000"
0x0001A550, "SBardeen_PBardeenIV_Orbit", "Bardeen IV", "", "00000000000100000000000000000000", "SBardeen_PBardeenIV", "1.000000", "0", "0.000000"
0x0001A551, "SBardeen_PBardeenIV_MBardeenIV-a", "Bardeen IV-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenIV", "1.000000", "0", "0.000000"
0x0001A552, "SBardeen_PBardeenIV_MBardeenIV-a_Surface", "Bardeen IV-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenIV_MBardeenIV-a", "1.000000", "0", "0.000000"
0x0001A553, "SBardeen_PBardeenIV_MBardeenIV-a_Orbit", "Bardeen IV-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenIV_MBardeenIV-a", "1.000000", "0", "0.000000"
0x0001A554, "SBardeen_PBardeenV", "Bardeen V", "", "00000000000100000000000000000000", "SBardeen", "1.000000", "0", "0.000000"
0x0001A556, "SBardeen_PBardeenV_Surface", "Bardeen V", "", "00000000000100000000000000000000", "SBardeen_PBardeenV", "1.000000", "0", "0.000000"
0x0001A557, "SBardeen_PBardeenV_Orbit", "Bardeen V", "", "00000000000100000000000000000000", "SBardeen_PBardeenV", "1.000000", "0", "0.000000"
0x0001A558, "SBardeen_PBardeenV_MBardeenV-d", "Bardeen V-d", "", "00000000000100000000000000000000", "SBardeen_PBardeenV", "1.000000", "0", "0.000000"
0x0001A559, "SBardeen_PBardeenV_MBardeenV-d_Surface", "Bardeen V-d", "", "00000000000100000000000000000000", "SBardeen_PBardeenV_MBardeenV-d", "1.000000", "0", "0.000000"
0x0001A55A, "SBardeen_PBardeenV_MBardeenV-d_Orbit", "Bardeen V-d", "", "00000000000100000000000000000000", "SBardeen_PBardeenV_MBardeenV-d", "1.000000", "0", "0.000000"
0x0001A55B, "SBardeen_PBardeenV_MBardeenV-b", "Bardeen V-b", "", "00000000000100000000000000000000", "SBardeen_PBardeenV", "1.000000", "0", "0.000000"
0x0001A55C, "SBardeen_PBardeenV_MBardeenV-b_Surface", "Bardeen V-b", "", "00000000000100000000000000000000", "SBardeen_PBardeenV_MBardeenV-b", "1.000000", "0", "0.000000"
0x0001A55D, "SBardeen_PBardeenV_MBardeenV-b_Orbit", "Bardeen V-b", "", "00000000000100000000000000000000", "SBardeen_PBardeenV_MBardeenV-b", "1.000000", "0", "0.000000"
0x0001A55E, "SBardeen_PBardeenV_MBardeenV-a", "Bardeen V-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenV", "1.000000", "0", "0.000000"
0x0001A55F, "SBardeen_PBardeenV_MBardeenV-a_Surface", "Bardeen V-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenV_MBardeenV-a", "1.000000", "0", "0.000000"
0x0001A560, "SBardeen_PBardeenV_MBardeenV-a_Orbit", "Bardeen V-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenV_MBardeenV-a", "1.000000", "0", "0.000000"
0x0001A561, "SBardeen_PBardeenV_MBardeenV-e", "Bardeen V-e", "", "00000000000100000000000000000000", "SBardeen_PBardeenV", "1.000000", "0", "0.000000"
0x0001A562, "SBardeen_PBardeenV_MBardeenV-e_Surface", "Bardeen V-e", "", "00000000000100000000000000000000", "SBardeen_PBardeenV_MBardeenV-e", "1.000000", "0", "0.000000"
0x0001A563, "SBardeen_PBardeenV_MBardeenV-e_Orbit", "Bardeen V-e", "", "00000000000100000000000000000000", "SBardeen_PBardeenV_MBardeenV-e", "1.000000", "0", "0.000000"
0x0001A564, "SBardeen_PBardeenV_MBardeenV-c", "Bardeen V-c", "", "00000000000100000000000000000000", "SBardeen_PBardeenV", "1.000000", "0", "0.000000"
0x0001A565, "SBardeen_PBardeenV_MBardeenV-c_Surface", "Bardeen V-c", "", "00000000000100000000000000000000", "SBardeen_PBardeenV_MBardeenV-c", "1.000000", "0", "0.000000"
0x0001A566, "SBardeen_PBardeenV_MBardeenV-c_Orbit", "Bardeen V-c", "", "00000000000100000000000000000000", "SBardeen_PBardeenV_MBardeenV-c", "1.000000", "0", "0.000000"
0x0001A567, "SBardeen_PBardeenV_MBardeenV-f", "Bardeen V-f", "", "00000000000100000000000000000000", "SBardeen_PBardeenV", "1.000000", "0", "0.000000"
0x0001A568, "SBardeen_PBardeenV_MBardeenV-f_Surface", "Bardeen V-f", "", "00000000000100000000000000000000", "SBardeen_PBardeenV_MBardeenV-f", "1.000000", "0", "0.000000"
0x0001A569, "SBardeen_PBardeenV_MBardeenV-f_Orbit", "Bardeen V-f", "", "00000000000100000000000000000000", "SBardeen_PBardeenV_MBardeenV-f", "1.000000", "0", "0.000000"
0x0001A56A, "SBardeen_PBardeenVI", "Bardeen VI", "", "00000000000100000000000000000000", "SBardeen", "1.000000", "0", "0.000000"
0x0001A56B, "SBardeen_PBardeenVI_Surface", "Bardeen VI", "", "00000000000100000000000000000000", "SBardeen_PBardeenVI", "1.000000", "0", "0.000000"
0x0001A56C, "SBardeen_PBardeenVI_Orbit", "Bardeen VI", "", "00000000000100000000000000000000", "SBardeen_PBardeenVI", "1.000000", "0", "0.000000"
0x0001A56D, "SBardeen_PBardeenVI_MBardeenVI-a", "Bardeen VI-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenVI", "1.000000", "0", "0.000000"
0x0001A56E, "SBardeen_PBardeenVI_MBardeenVI-a_Surface", "Bardeen VI-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenVI_MBardeenVI-a", "1.000000", "0", "0.000000"
0x0001A56F, "SBardeen_PBardeenVI_MBardeenVI-a_Orbit", "Bardeen VI-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenVI_MBardeenVI-a", "1.000000", "0", "0.000000"
0x0001A570, "SBardeen_PBardeenVI_MBardeenVI-b", "Bardeen VI-b", "", "00000000000100000000000000000000", "SBardeen_PBardeenVI", "1.000000", "0", "0.000000"
0x0001A571, "SBardeen_PBardeenVI_MBardeenVI-b_Surface", "Bardeen VI-b", "", "00000000000100000000000000000000", "SBardeen_PBardeenVI_MBardeenVI-b", "1.000000", "0", "0.000000"
0x0001A572, "SBardeen_PBardeenVI_MBardeenVI-b_Orbit", "Bardeen VI-b", "", "00000000000100000000000000000000", "SBardeen_PBardeenVI_MBardeenVI-b", "1.000000", "0", "0.000000"
0x0001A573, "SBardeen_PBardeenVII", "Bardeen VII", "", "00000000000100000000000000000000", "SBardeen", "1.000000", "0", "0.000000"
0x0001A574, "SBardeen_PBardeenVII_Surface", "Bardeen VII", "", "00000000000100000000000000000000", "SBardeen_PBardeenVII", "1.000000", "0", "0.000000"
0x0001A575, "SBardeen_PBardeenVII_Orbit", "Bardeen VII", "", "00000000000100000000000000000000", "SBardeen_PBardeenVII", "1.000000", "0", "0.000000"
0x0001A576, "SBardeen_PBardeenVII_MBardeenVII-a", "Bardeen VII-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenVII", "1.000000", "0", "0.000000"
0x0001A577, "SBardeen_PBardeenVII_MBardeenVII-a_Surface", "Bardeen VII-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenVII_MBardeenVII-a", "1.000000", "0", "0.000000"
0x0001A578, "SBardeen_PBardeenVII_MBardeenVII-a_Orbit", "Bardeen VII-a", "", "00000000000100000000000000000000", "SBardeen_PBardeenVII_MBardeenVII-a", "1.000000", "0", "0.000000"
0x0001A57A, "SEridani_PEridaniI", "Eridani I", "", "00000000000100000000000000000000", "SEridani", "1.000000", "0", "0.000000"
0x0001A57B, "SEridani_PEridaniI_Surface", "Eridani I", "", "00000000000100000000000000000000", "SEridani_PEridaniI", "1.000000", "0", "0.000000"
0x0001A57C, "SEridani_PEridaniI_Orbit", "Eridani I", "", "00000000000100000000000000000000", "SEridani_PEridaniI", "1.000000", "0", "0.000000"
0x0001A57D, "SEridani_PEridaniII", "Eridani II", "", "00000000000100000000000000000000", "SEridani", "1.000000", "0", "0.000000"
0x0001A57E, "SEridani_PEridaniII_Surface", "Eridani II", "", "00000000000100000000000000000000", "SEridani_PEridaniII", "1.000000", "0", "0.000000"
0x0001A57F, "SEridani_PEridaniII_Orbit", "Eridani II", "", "00000000000100000000000000000000", "SEridani_PEridaniII", "1.000000", "0", "0.000000"
0x0001A580, "SEridani_PEridaniIII", "Eridani III", "", "00000000000100000000000000000000", "SEridani", "1.000000", "0", "0.000000"
0x0001A581, "SEridani_PEridaniIII_Surface", "Eridani III", "", "00000000000100000000000000000000", "SEridani_PEridaniIII", "1.000000", "0", "0.000000"
0x0001A582, "SEridani_PEridaniIII_Orbit", "Eridani III", "", "00000000000100000000000000000000", "SEridani_PEridaniIII", "1.000000", "0", "0.000000"
0x0001A583, "SEridani_PEridaniIII_MEridaniIII-b", "Eridani III-b", "", "00000000000100000000000000000000", "SEridani_PEridaniIII", "1.000000", "0", "0.000000"
0x0001A584, "SEridani_PEridaniIII_MEridaniIII-b_Surface", "Eridani III-b", "", "00000000000100000000000000000000", "SEridani_PEridaniIII_MEridaniIII-b", "1.000000", "0", "0.000000"
0x0001A585, "SEridani_PEridaniIII_MEridaniIII-b_Orbit", "Eridani III-b", "", "00000000000100000000000000000000", "SEridani_PEridaniIII_MEridaniIII-b", "1.000000", "0", "0.000000"
0x0001A586, "SEridani_PEridaniIII_MEridaniIII-c", "Eridani III-c", "", "00000000000100000000000000000000", "SEridani_PEridaniIII", "1.000000", "0", "0.000000"
0x0001A587, "SEridani_PEridaniIII_MEridaniIII-c_Surface", "Eridani III-c", "", "00000000000100000000000000000000", "SEridani_PEridaniIII_MEridaniIII-c", "1.000000", "0", "0.000000"
0x0001A588, "SEridani_PEridaniIII_MEridaniIII-c_Orbit", "Eridani III-c", "", "00000000000100000000000000000000", "SEridani_PEridaniIII_MEridaniIII-c", "1.000000", "0", "0.000000"
0x0001A589, "SEridani_PEridaniIII_MEridaniIII-a", "Eridani III-a", "", "00000000000100000000000000000000", "SEridani_PEridaniIII", "1.000000", "0", "0.000000"
0x0001A58A, "SEridani_PEridaniIII_MEridaniIII-a_Surface", "Eridani III-a", "", "00000000000100000000000000000000", "SEridani_PEridaniIII_MEridaniIII-a", "1.000000", "0", "0.000000"
0x0001A58B, "SEridani_PEridaniIII_MEridaniIII-a_Orbit", "Eridani III-a", "", "00000000000100000000000000000000", "SEridani_PEridaniIII_MEridaniIII-a", "1.000000", "0", "0.000000"
0x0001A58C, "SEridani_PEridaniIV", "Eridani IV", "", "00000000000100000000000000000000", "SEridani", "1.000000", "0", "0.000000"
0x0001A58D, "SEridani_PEridaniIV_Surface", "Eridani IV", "", "00000000000100000000000000000000", "SEridani_PEridaniIV", "1.000000", "0", "0.000000"
0x0001A58E, "SEridani_PEridaniIV_Orbit", "Eridani IV", "", "00000000000100000000000000000000", "SEridani_PEridaniIV", "1.000000", "0", "0.000000"
0x0001A58F, "SEridani_PEridaniIV_MEridaniIV-a", "Eridani IV-a", "", "00000000000100000000000000000000", "SEridani_PEridaniIV", "1.000000", "0", "0.000000"
0x0001A590, "SEridani_PEridaniIV_MEridaniIV-a_Surface", "Eridani IV-a", "", "00000000000100000000000000000000", "SEridani_PEridaniIV_MEridaniIV-a", "1.000000", "0", "0.000000"
0x0001A591, "SEridani_PEridaniIV_MEridaniIV-a_Orbit", "Eridani IV-a", "", "00000000000100000000000000000000", "SEridani_PEridaniIV_MEridaniIV-a", "1.000000", "0", "0.000000"
0x0001A592, "SEridani_PEridaniIV_MEridaniIV-b", "Eridani IV-b", "", "00000000000100000000000000000000", "SEridani_PEridaniIV", "1.000000", "0", "0.000000"
0x0001A593, "SEridani_PEridaniIV_MEridaniIV-b_Surface", "Eridani IV-b", "", "00000000000100000000000000000000", "SEridani_PEridaniIV_MEridaniIV-b", "1.000000", "0", "0.000000"
0x0001A594, "SEridani_PEridaniIV_MEridaniIV-b_Orbit", "Eridani IV-b", "", "00000000000100000000000000000000", "SEridani_PEridaniIV_MEridaniIV-b", "1.000000", "0", "0.000000"
0x0001A595, "SEridani_PEridaniIV_MEridaniIV-c", "Eridani IV-c", "", "00000000000100000000000000000000", "SEridani_PEridaniIV", "1.000000", "0", "0.000000"
0x0001A596, "SEridani_PEridaniIV_MEridaniIV-c_Surface", "Eridani IV-c", "", "00000000000100000000000000000000", "SEridani_PEridaniIV_MEridaniIV-c", "1.000000", "0", "0.000000"
0x0001A597, "SEridani_PEridaniIV_MEridaniIV-c_Orbit", "Eridani IV-c", "", "00000000000100000000000000000000", "SEridani_PEridaniIV_MEridaniIV-c", "1.000000", "0", "0.000000"
0x0001A598, "SEridani_PEridaniV", "Eridani V", "", "00000000000100000000000000000000", "SEridani", "1.000000", "0", "0.000000"
0x0001A599, "SEridani_PEridaniV_Surface", "Eridani V", "", "00000000000100000000000000000000", "SEridani_PEridaniV", "1.000000", "0", "0.000000"
0x0001A59A, "SEridani_PEridaniV_Orbit", "Eridani V", "", "00000000000100000000000000000000", "SEridani_PEridaniV", "1.000000", "0", "0.000000"
0x0001A59B, "SEridani_PEridaniVI", "Eridani VI", "", "00000000000100000000000000000000", "SEridani", "1.000000", "0", "0.000000"
0x0001A59C, "SEridani_PEridaniVI_Surface", "Eridani VI", "", "00000000000100000000000000000000", "SEridani_PEridaniVI", "1.000000", "0", "0.000000"
0x0001A59D, "SEridani_PEridaniVI_Orbit", "Eridani VI", "", "00000000000100000000000000000000", "SEridani_PEridaniVI", "1.000000", "0", "0.000000"
0x0001A59E, "SEridani_PEridaniVI_MEridaniVI-a", "Eridani VI-a", "", "00000000000100000000000000000000", "SEridani_PEridaniVI", "1.000000", "0", "0.000000"
0x0001A59F, "SEridani_PEridaniVI_MEridaniVI-a_Surface", "Eridani VI-a", "", "00000000000100000000000000000000", "SEridani_PEridaniVI_MEridaniVI-a", "1.000000", "0", "0.000000"
0x0001A5A0, "SEridani_PEridaniVI_MEridaniVI-a_Orbit", "Eridani VI-a", "", "00000000000100000000000000000000", "SEridani_PEridaniVI_MEridaniVI-a", "1.000000", "0", "0.000000"
0x0001A5A1, "SEridani_PEridaniVII", "Eridani VII", "", "00000000000100000000000000000000", "SEridani", "1.000000", "0", "0.000000"
0x0001A5A2, "SEridani_PEridaniVII_Surface", "Eridani VII", "", "00000000000100000000000000000000", "SEridani_PEridaniVII", "1.000000", "0", "0.000000"
0x0001A5A3, "SEridani_PEridaniVII_Orbit", "Eridani VII", "", "00000000000100000000000000000000", "SEridani_PEridaniVII", "1.000000", "0", "0.000000"
0x0001A5A4, "SEridani_PEridaniVII_MEridaniVII-c", "Eridani VII-c", "", "00000000000100000000000000000000", "SEridani_PEridaniVII", "1.000000", "0", "0.000000"
0x0001A5A5, "SEridani_PEridaniVII_MEridaniVII-c_Surface", "Eridani VII-c", "", "00000000000100000000000000000000", "SEridani_PEridaniVII_MEridaniVII-c", "1.000000", "0", "0.000000"
0x0001A5A6, "SEridani_PEridaniVII_MEridaniVII-c_Orbit", "Eridani VII-c", "", "00000000000100000000000000000000", "SEridani_PEridaniVII_MEridaniVII-c", "1.000000", "0", "0.000000"
0x0001A5A7, "SEridani_PEridaniVII_MEridaniVII-a", "Eridani VII-a", "", "00000000000100000000000000000000", "SEridani_PEridaniVII", "1.000000", "0", "0.000000"
0x0001A5A8, "SEridani_PEridaniVII_MEridaniVII-a_Surface", "Eridani VII-a", "", "00000000000100000000000000000000", "SEridani_PEridaniVII_MEridaniVII-a", "1.000000", "0", "0.000000"
0x0001A5A9, "SEridani_PEridaniVII_MEridaniVII-a_Orbit", "Eridani VII-a", "", "00000000000100000000000000000000", "SEridani_PEridaniVII_MEridaniVII-a", "1.000000", "0", "0.000000"
0x0001A5AA, "SEridani_PEridaniVII_MEridaniVII-b", "Eridani VII-b", "", "00000000000100000000000000000000", "SEridani_PEridaniVII", "1.000000", "0", "0.000000"
0x0001A5AB, "SEridani_PEridaniVII_MEridaniVII-b_Surface", "Eridani VII-b", "", "00000000000100000000000000000000", "SEridani_PEridaniVII_MEridaniVII-b", "1.000000", "0", "0.000000"
0x0001A5AC, "SEridani_PEridaniVII_MEridaniVII-b_Orbit", "Eridani VII-b", "", "00000000000100000000000000000000", "SEridani_PEridaniVII_MEridaniVII-b", "1.000000", "0", "0.000000"
0x0001A5AD, "SEridani_PEridaniVIII", "Eridani VIII", "", "00000000000100000000000000000000", "SEridani", "1.000000", "0", "0.000000"
0x0001A5AE, "SEridani_PEridaniVIII_Surface", "Eridani VIII", "", "00000000000100000000000000000000", "SEridani_PEridaniVIII", "1.000000", "0", "0.000000"
0x0001A5AF, "SEridani_PEridaniVIII_Orbit", "Eridani VIII", "", "00000000000100000000000000000000", "SEridani_PEridaniVIII", "1.000000", "0", "0.000000"
0x0001A5B0, "SEridani_PEridaniVIII_MEridaniVIII-c", "Eridani VIII-c", "", "00000000000100000000000000000000", "SEridani_PEridaniVIII", "1.000000", "0", "0.000000"
0x0001A5B1, "SEridani_PEridaniVIII_MEridaniVIII-c_Surface", "Eridani VIII-c", "", "00000000000100000000000000000000", "SEridani_PEridaniVIII_MEridaniVIII-c", "1.000000", "0", "0.000000"
