FormID, EditorID, Name, Value, Weight, Unknown3, Model
0x000176B7, "Skin_Critter_Trilobite", "", "0", "0.000000", "0", ""
0x00017C23, "Skin_ModelS_Tactical_Ecliptic_Heavy", "SkinModelS Tactical_EclipticMedium", "0", "0.000000", "0", ""
0x00018999, "Skin_QuadrupedA_Sirens_Alpha", "Sirens", "0", "0.000000", "0", ""
0x00019158, "Skin_ModelS_Brute_CrimsonFleet_Armored", "SkinModelS Brute_CrimsonHeavy", "0", "0.000000", "0", ""
0x00019427, "Skin_ModelS_Expedition_Varuun", "SkinModelS Expedition Varuun", "0", "0.000000", "0", ""
0x0001D1D7, "Clothes_Miner_Jumpsuit", "Miner Jumpsuit", "132", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x0001D1D9, "Clothes_Miner_Jumpsuit_OpenJacket", "Miner Jacketed Jumpsuit", "150", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x0001D1DB, "Clothes_Barrett", "Barrett's Outfit", "225", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x0001D1DE, "Clothes_Sam", "Sam Coe's Outfit", "525", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x0001D1DF, "Clothes_Vladimir", "Vladimir Sall's Outfit", "525", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x0001D1E5, "Clothes_Walter", "Walter Stroud's Outfit", "750", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x0001D1E7, "Clothes_Miner_UtilitySuit", "Miner Utility Outfit", "225", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x0001FC52, "Skin_ModelS_Brute_CrimsonFleet", "SkinModelS Brute_CrimsonLight", "0", "0.000000", "0", ""
0x0001FDB4, "Skin_ModelS_Brute_Generic_Heavy", "SkinModelS Brute_CrimsonMedium", "0", "0.000000", "0", ""
0x0001FE08, "Skin_ModelS_Brute_CrimsonFleet_Heavy", "SkinModelS Brute_CrimsonMedium", "0", "0.000000", "0", ""
0x0001FE31, "Skin_ModelS_Brute_CrimsonFleet_Heavy_BodyNoGun", "SkinModelS Brute_CrimsonMedium", "0", "0.000000", "0", ""
0x0001FEE0, "Skin_ModelS_Combat_Generic", "SkinModelS GenericCombat", "0", "0.000000", "0", ""
0x0001FEE1, "Skin_ModelS_Combat_Generic_Heavy", "SkinModelS GenericHeavyCombat", "0", "0.000000", "0", ""
0x0001FEE3, "Skin_ModelS_Combat_Generic_Armored", "SkinModelS GenericArmoredCombat", "0", "0.000000", "0", ""
0x00025F67, "Skin_OctopedeA_CoralCrawler_GryllobaMelee", "CoralCrawler Octopede  Grylloba Melee", "0", "0.000000", "0", ""
0x00026BEF, "Spacesuit_Miner_Backpack_Deimos", "Deimos", "875", "6.100000", "0", "Clothes\Spacesuit_Miner\SSMiner_Backpack_GO.nif"
0x00026BF0, "Spacesuit_Miner_Helmet_Deimos", "Deimos Space Helmet", "725", "1.900000", "0", "Clothes\Spacesuit_Miner\ssminer_helmet_go.nif"
0x00026BF1, "Spacesuit_Miner_Deimos", "Deimos Spacesuit", "3050", "7.000000", "0", "SetDressing\SpaceSuitContainer01.nif"
0x00026BF2, "Spacesuit_Miner_Backpack_NoBoostPack_Deimos", "Deimos Tunnel", "875", "6.100000", "0", "Clothes\Spacesuit_Miner\SSMiner_Backpack_GO.nif"
0x00027189, "Clothes_Neon_BusinessSuit_01_Slayton_Lapel_Pin", "Suit with Lapel Pin", "375", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x00029C7A, "Spacesuit_Miner_Backpack_NoBoostPack", "Tunnel Mining", "875", "6.100000", "0", "Clothes\Spacesuit_Miner\SSMiner_Backpack_GO.nif"
0x0002B5EE, "Clothes_City_CapeSuit", "White Neocity Poncho", "150", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x0002E554, "Clothes_Eyepatch_Lefteye_NOTPLAYABLE", "Frank Renick's Eyepatch", "0", "0.100000", "0", ""
0x0002E9B2, "Skin_FloaterA_LongBoi", "", "0", "0.000000", "0", ""
0x0002FE70, "Clothes_Service_Uniform_01_Paradiso", "Paradiso Staff Uniform", "150", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x0003084C, "Spacesuit_Explorer_Backpack_01_Landmark", "Old Earth", "6685", "7.500000", "0", "Clothes\Spacesuit_Explorer_01\SpaceSuit_Explorer_Backpack_01_GO.nif"
0x0003084D, "Spacesuit_Explorer_Helmet_01_Landmark", "Old Earth Space Helmet", "5320", "2.600000", "0", "Clothes\Spacesuit_Explorer_01\SpaceSuit_Explorer_Helmet_01_GO.nif"
0x0003084E, "Spacesuit_Explorer_01_Landmark", "Old Earth Spacesuit", "20470", "8.400000", "0", "SetDressing\SpaceSuitContainer01.nif"
0x00030B4B, "Clothes_Matteo_Hat", "Matteo Khatri's Hat", "525", "0.200000", "0", "Clothes\outfit_sanctum_priest\Outfit_Sanctum_Priest_Hat_GO.nif"
0x00030B4D, "Clothes_Matteo", "Matteo's Outfit", "525", "1.100000", "0", "SetDressing\OutfitContainer01.nif"
0x00034110, "Clothes_ScienceLabTec_Ryujin_01", "Ryujin Lab Outfit", "225", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x00034111, "Clothes_ScienceLabTec_02", "TRItek Lab Outfit", "225", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x00034114, "Clothes_ScienceLabTec_Ryujin_02", "Ryujin R&D Outfit", "225", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x00036AFC, "Clothes_Noel", "Noel's Outfit", "525", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x0003780D, "Skin_OctopedeA_LonghornBeetle", "", "0", "0.000000", "0", ""
0x0003818F, "Skin_OctopedeA_Exocrawler", "", "0", "0.000000", "0", ""
0x0003A95F, "Skin_OctopedeA_GallopingBeetle", "", "0", "0.000000", "0", ""
0x0003B422, "Spacesuit_Assault_01Cydonia", "Cydonia Spacesuit", "9660", "7.500000", "0", "SetDressing\SpaceSuitContainer_Brown.nif"
0x0003B423, "Spacesuit_Assault_Backpack_01_Cydonia", "Cydonia", "3080", "6.300000", "0", "Clothes\Spacesuit_Assault_01\Spacesuit_Assault_Backpack_01_GO.nif"
0x0003B424, "Spacesuit_Assault_Helmet_01_Cydonia", "Cydonia Space Helmet", "2470", "2.100000", "0", "Clothes\Spacesuit_Assault_01\Spacesuit_Assault_Helmet_01_GO.nif"
0x0003C01C, "Skin_OctopedeA_SpikedCrab", "", "0", "0.000000", "0", ""
0x0003C01F, "Skin_OctopedeA_BlisterCrab", "", "0", "0.000000", "0", ""
0x0004008C, "Clothes_Hazmat_Xenofresh_Suit_01", "Xenofresh Clean Suit", "375", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x00040091, "Clothes_BusinessSuitFashionable_LucasDrexler_01", "Lucas Drexler Uniform", "225", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x000424BF, "Skin_OctopedeA_MaggotCrab", "", "0", "0.000000", "0", ""
0x00042A10, "Skin_OctopedeA_RoundshellCrab", "", "0", "0.000000", "0", ""
0x00047182, "Skin_OctopedeA_HornedCrab", "", "0", "0.000000", "0", ""
0x0004732D, "Skin_OctopedeA_RockCrab", "", "0", "0.000000", "0", ""
0x000475F6, "Skin_OctopedeA_OctoHorse", "", "0", "0.000000", "0", ""
0x0004770E, "Skin_SecurityCamera_WallMount_02", "", "0", "0.000000", "0", ""
0x0004770F, "Skin_SecurityCamera_WallMount_01", "", "0", "0.000000", "0", ""
0x00047710, "Skin_SecurityCamera_CeilingMount_02", "", "0", "0.000000", "0", ""
0x00047711, "Skin_SecurityCamera_CeilingMount_01", "", "0", "0.000000", "0", ""
0x0004A032, "UC06_Clothes_ScienceLabTec_Orlase_NOTPLAYABLE", "Orlase's Lab Coat", "225", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x0004A986, "Skin_OctopedeA_CoralCrawler_GryllobaQueen", "CoralCrawler Octopede Grylloba Queen", "0", "0.000000", "0", ""
0x0004A987, "Skin_OctopedeA_CoralCrawler_GryllobaRanged", "CoralCrawler Octopede Grylloba Ranged", "0", "0.000000", "0", ""
0x0004A989, "Skin_OctopedeA_HexoHermit_CataxiNymph", "Hexo Hermit Cataxi Nymph", "0", "0.000000", "0", ""
0x0004A98A, "Skin_OctopedeA_HexoHermit_CataxiQueen", "Hexo Hermit Cataxi Queen", "0", "0.000000", "0", ""
0x0004B5A0, "Clothes_Akila_Child_Jumpsuit_Sona_NOTPLAYABLE", "Akila Child Jumpsuit", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x0004B977, "Clothes_CrimsonFleet_Captain_01_C_RedCoat", "Red Pirate Captain Gear", "675", "1.500000", "0", "SetDressing\OutfitContainer01.nif"
0x0004B978, "Clothes_CrimsonFleet_Captain_01_B_GreyCoat", "Gray Pirate Captain Gear", "675", "1.500000", "0", "SetDressing\OutfitContainer01.nif"
0x00050854, "Skin_QuadrupedA_AkilaApex", "", "0", "0.000000", "0", ""
0x00051BC7, "Skin_Critter_Spaceroach", "", "0", "0.000000", "0", ""
0x0005278E, "Spacesuit_Miner", "Deep Mining Spacesuit", "3050", "7.000000", "0", "SetDressing\SpaceSuitContainer01.nif"
0x00052792, "Spacesuit_Miner_Helmet", "Deep Mining Space Helmet", "725", "1.900000", "0", "Clothes\Spacesuit_Miner\ssminer_helmet_go.nif"
0x00052793, "Spacesuit_Miner_Backpack_NoBoostPack_NOTPLAYABLE", "Tunnel Mining Pack", "875", "6.100000", "0", "Clothes\Spacesuit_Miner\SSMiner_Backpack_GO.nif"
0x0005569A, "Skin_OctopedeA_HexoHermit_CataxiRanged", "Hexo Hermit Cataxi Ranged", "0", "0.000000", "0", ""
0x00055905, "Clothes_Sarah", "Sarah Morgan's Outfit", "525", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x0005F65C, "Skin_Critter_Thorn", "", "0", "0.000000", "0", ""
0x00062EA3, "Clothes_UtilityOveralls_CrimsonFleet_Vendor", "Brown Leather Jumpsuit", "132", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x00064A2E, "Clothes_Neon_Gang_Strikers_NoHeadgear", "Striker Streetwear", "132", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x00065925, "Spacesuit_SpaceTrucker_Generic_MQ207C_Body_Reward", "Experimental Nishina Spacesuit", "3140", "7.800000", "0", "SetDressing\SpaceSuitContainer01.nif"
0x00065926, "SpaceSuit_SpaceTrucker_Generic_MQ207C_Helmet_Reward", "Experimental Nishina Helmet", "745", "2.200000", "0", "Clothes\Spacesuit_SpaceTrucker\Spacesuit_SpaceTrucker_Helmet_GO.nif"
0x00066821, "Spacesuit_CrimsonFleet_Assault", "Pirate Assault Spacesuit", "6055", "7.500000", "0", "SetDressing\SpaceSuitContainer_Brown.nif"
0x00066822, "Spacesuit_CrimsonFleet_Assault_Helmet", "Pirate Assault Space Helmet", "1515", "2.100000", "0", "Clothes\spacesuit_pirateset\PirateSet_AssaultHelmet_GO.nif"
0x00066824, "Spacesuit_CrimsonFleet_Backpack_1", "Pirate Raiding", "1875", "6.300000", "0", "Clothes\spacesuit_pirateset\PirateSet_Backpack_GO.nif"
0x00066825, "Spacesuit_CrimsonFleet_Backpack_2", "Pirate Survival", "1875", "6.300000", "0", "Clothes\spacesuit_pirateset\PirateSet_Backpack_Cloth_GO.nif"
0x00066826, "Spacesuit_CrimsonFleet_Charger", "Pirate Charger Spacesuit", "7365", "7.500000", "0", "SetDressing\SpaceSuitContainer_Brown.nif"
0x00066827, "Spacesuit_CrimsonFleet_Charger_Helmet", "Pirate Charger Space Helmet", "1860", "2.100000", "0", "Clothes\spacesuit_pirateset\PirateSet_ChargerHelmet_GO.nif"
0x00066828, "Spacesuit_CrimsonFleet_Officer", "Pirate Corsair Spacesuit", "8710", "7.500000", "0", "SetDressing\SpaceSuitContainer_Brown.nif"
0x00066829, "Spacesuit_CrimsonFleet_Officer_Helmet", "Pirate Corsair Space Helmet", "2215", "2.100000", "0", "Clothes\spacesuit_pirateset\PirateSet_OfficerHelmet_GO.nif"
0x0006682A, "Spacesuit_CrimsonFleet_Sniper", "Pirate Sniper Spacesuit", "6145", "6.800000", "0", "SetDressing\SpaceSuitContainer_Brown.nif"
0x0006682B, "Spacesuit_CrimsonFleet_Sniper_Helmet", "Pirate Sniper Space Helmet", "1540", "1.800000", "0", "Clothes\spacesuit_pirateset\PirateSet_SniperHelmet_GO.nif"
0x00067C93, "Spacesuit_Navigator_Helmet", "Navigator Space Helmet", "760", "2.600000", "0", "Clothes\spacesuit_navigator_01\Spacesuit_Navigator_Helmet_01_GO.nif"
0x00067C94, "Spacesuit_Navigator_Body", "Navigator Spacesuit", "3185", "8.400000", "0", "SetDressing\SpaceSuitContainer01.nif"
0x00067C95, "Spacesuit_Navigator_Backpack", "Navigator", "915", "7.500000", "0", "Clothes\spacesuit_navigator_01\Spacesuit_Navigator_Backpack_01_GO.nif"
0x0006ABCA, "LC043_Spacesuit_SY920_EnsignUniform_NOTPLAYABLE", "SY-920 Ensign Spacesuit", "0", "7.400000", "0", "SetDressing\SpaceSuitContainer01.nif"
0x0006ABD5, "LC043_Spacesuit_SY920_MarineUniform_NOTPLAYABLE", "SY-920 Marine Spacesuit", "0", "7.400000", "0", "SetDressing\SpaceSuitContainer01.nif"
0x0006ABD6, "LC043_Spacesuit_SY920_CommanderUniform_NOTPLAYABLE", "SY-920 Commander Spacesuit", "0", "7.400000", "0", "SetDressing\SpaceSuitContainer01.nif"
0x0006ABFF, "Spacesuit_Miner_Helmet_Orange", "Deepcore Space Helmet", "725", "1.900000", "0", "Clothes\Spacesuit_Miner\ssminer_helmet_go.nif"
0x0006AC00, "Spacesuit_Miner_Orange", "Deepcore Spacesuit", "3050", "7.000000", "0", "SetDressing\SpaceSuitContainer01.nif"
0x0006AC01, "Spacesuit_Miner_Backpack_Orange_NoBoostPack_NOTPLAYABLE", "Miner Survey Pack", "875", "6.100000", "0", "Clothes\Spacesuit_Miner\SSMiner_Backpack_GO.nif"
0x000753F4, "Clothes_ScienceLabTec", "Shielded Lab Outfit", "225", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x00075796, "Clothes_ScienceLabTec_CORPSE_FROZEN_NOTPLAYABLE", "Science Tech Outfit Corpse", "225", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x00077810, "Clothes_UtilityOveralls_Mechanic_01", "Blue UC Leather Jumpsuit", "132", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x00077814, "Clothes_UtilityOveralls_Mechanic_Tanktop_01", "Blue Elbow Grease Gear", "94", "1.100000", "0", "SetDressing\OutfitContainer01.nif"
0x00077816, "Clothes_UtilityOveralls_Mechanic_Welding_01", "Engineering Outfit", "132", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x00077818, "Clothes_UtilityOveralls_SSO_01", "UC Gray Utility Jumpsuit", "132", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x0007781C, "Clothes_UtilityOveralls_SSO_Jacket_01", "Ground Crew Jacketwear", "132", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x0007781D, "Clothes_UtilityOveralls_SSO_CoolingJacket_01", "Utility Jacketwear", "132", "1.400000", "0", "SetDressing\OutfitContainer01.nif"
0x000781F7, "Clothes_UtilityOveralls_Welding_Helmet", "Graviplas Merc Helmet", "94", "0.500000", "0", "Clothes\outfit_utilityoveralls_01\Outfit_UtilityOveralls_Welding_Helmet_GO.nif"
0x000781F8, "Clothes_UtilityOveralls_Welding_HelmetUp", "Open Graviplas Helmet", "94", "0.500000", "0", "Clothes\outfit_utilityoveralls_01\Outfit_UtilityOveralls_Welding_Helmet_GO.nif"
0x000781F9, "Clothes_UtilityOveralls_SSO_Hat_HeadphonesUp", "Utility Headphone Cap", "76", "0.500000", "0", "Clothes\outfit_utilityoveralls_01\Outfit_UtilityOveralls_SSO_Hat_GO.nif"
0x000788A1, "Clothes_Civilian_FormalShirtSlacks_01", "Formal Slack Suit", "450", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x000788A2, "Clothes_Civilian_FormalShirtSlacks_01_Vest", "Urban Slackwear", "450", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x000788A4, "Clothes_Civilian_RubberPocketPants_01", "Neocity Hustler Outfit", "225", "1.100000", "0", "SetDressing\OutfitContainer01.nif"
0x000788A7, "Clothes_Civilian_RubberPants_01", "Urban Efficiency Attire", "225", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x000788AA, "Clothes_Civilian_RubberPants_Jacket_01", "Jacketed Leatherwear", "225", "1.100000", "0", "SetDressing\OutfitContainer01.nif"
0x000788AB, "Clothes_Civilian_RubberPocketPants_Jacket_01", "Cyberware Streetwear", "225", "1.200000", "0", "SetDressing\OutfitContainer01.nif"
0x00079205, "Spacesuit_CrimsonFleet_Backpack_1_NOTPLAYABLE", "Pirate Loot Pack", "1875", "6.300000", "0", "Clothes\spacesuit_pirateset\PirateSet_Backpack_GO.nif"
0x00079206, "Spacesuit_CrimsonFleet_Backpack_2_NOTPLAYABLE", "Pirate Survival Pack", "1875", "6.300000", "0", "Clothes\spacesuit_pirateset\PirateSet_Backpack_Cloth_GO.nif"
0x0007B081, "Skin_ModelA_Expedition_Vasco", "SkinModelA Vasco", "0", "0.000000", "0", ""
0x0007B2B9, "Spacesuit_UC_XenoSpecialist_UC08_Reward", "UC AntiXeno Spacesuit", "9950", "14.900000", "0", "SetDressing\SpaceSuitContainer_Green.nif"
0x0007C3DA, "Clothes_Crowd_Hat_02_Sport_NOTPLAYABLE", "Sport Hat 02", "0", "0.000000", "0", ""
0x0007F88D, "Clothes_Service_Uniform_Terrabrew_A", "TerraBrew Uniform", "150", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x0007FD6B, "Skin_ModelA_Medic_Viator", "SkinModelA Viator", "0", "0.000000", "0", ""
0x00090E5A, "CF05_Spacesuit_SY920_PilotUniformArmor_NOTPLAYABLE", "SY-920 Pilot Spacesuit", "4275", "7.400000", "0", "SetDressing\SpaceSuitContainer01.nif"
0x00090E5B, "CF05_Spacesuit_SY920_UCPilot_Helmet_NOTPLAYABLE", "SY-920 Pilot Helmet", "1585", "2.900000", "0", "Clothes\Spacesuit_UCPilot_01\Spacesuit_UCPilot_Helmet_01_GO.nif"
0x0009B72F, "Clothes_Miner_Jumpsuit_Shirt", "Miner Orebreaker Outfit", "94", "1.100000", "0", "SetDressing\OutfitContainer01.nif"
0x0009F0EF, "Clothes_City_CapeSuit_green", "Neocity Urbanwear", "150", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x0009F0F6, "Clothes_City_CapeSuit_brown", "Festive Neocity Poncho", "150", "1.300000", "0", "SetDressing\OutfitContainer01.nif"
0x000A6FD6, "Clothes_Crowd_Neon_Rainwear_01_Overweight_NOTPLAYABLE", "Neon Rainwear", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A6FD7, "Clothes_Crowd_Akila_ShortSleevejacket_01_Overweight_NOTPLAYABLE", "Akila Crowd Short Sleeve Jacket", "0", "1.000000", "0", ""
0x000A6FDD, "Clothes_Crowd_Akila_CargoPantsVest_01_Overweight_NOTPLAYABLE", "Cargo Pants and Vest", "0", "1.000000", "0", ""
0x000A6FDE, "Clothes_Crowd_Akila_JeansLongSleeveShirt_01_Overweight_NOTPLAYABLE", "Akila Crowd Jeans Long Sleeve Shirt", "0", "1.000000", "0", ""
0x000A6FDF, "Clothes_Crowd_Akila_JacketBoots_01_Overweight_NOTPLAYABLE", "Akila Crowdfit Female02", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A6FE0, "Clothes_Crowd_Akila_Fatigues_01_Overweight_NOTPLAYABLE", "Akila Crowd Fatigues", "0", "1.000000", "0", ""
0x000A6FE1, "Clothes_Crowd_Jacketed_01_Overweight_NOTPLAYABLE", "Jacketed", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A6FEC, "Clothes_Crowd_Sweater_01_Overweight_NOTPLAYABLE", "Sweater", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A6FEF, "Clothes_Crowd_Neon_Jumpsuit_01_Overweight_NOTPLAYABLE", "Neon Jumpsuit", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A6FF0, "Clothes_Crowd_LayeredTee_01_Thin_NOTPLAYABLE", "Layered Tee", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A6FF2, "Clothes_Crowd_Neon_Fashion_01_Thin_NOTPLAYABLE", "Neon Fashion", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A6FF4, "Clothes_Crowd_Longsleeved_01_Thin_NOTPLAYABLE", "LongSleeved", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A6FF8, "Clothes_Crowd_CollaredShirtVest_01_Thin_NOTPLAYABLE", "Collared Shirt Vest", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A6FF9, "Clothes_Crowd_Sweater_01_Thin_NOTPLAYABLE", "Sweater", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A6FFA, "Clothes_Crowd_Neon_Catsuit_01_Overweight_NOTPLAYABLE", "Neon Fashion", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A6FFB, "Clothes_Crowd_Akila_JacketBoots_01_Thin_NOTPLAYABLE", "Akila Crowdfit Female02", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A6FFC, "Clothes_Crowd_Akila_Fatigues_01_Thin_NOTPLAYABLE", "Akila Crowd Fatigues", "0", "1.000000", "0", ""
0x000A6FFD, "Clothes_Crowd_Neon_Windbreaker_01_Thin_NOTPLAYABLE", "Neon Crowdfit Windbreaker", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A6FFE, "Clothes_Crowd_Akila_JeansLongSleeveShirt_01_Thin_NOTPLAYABLE", "Akila Crowd Jeans Long Sleeve Shirt", "0", "1.000000", "0", ""
0x000A6FFF, "Clothes_Crowd_Akila_ShortSleevejacket_01_Thin_NOTPLAYABLE", "Akila Crowd Short Sleeve Jacket", "0", "1.000000", "0", ""
0x000A7001, "Clothes_Crowd_Neon_Tracksuit_01_Thin_NOTPLAYABLE", "Neon Tracksuit", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A7003, "Clothes_Crowd_Neon_Windbreaker_01_Overweight_NOTPLAYABLE", "Neon Crowdfit Windbreaker", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A7007, "Clothes_Crowd_Akila_CargoPantsBoots_01_Thin_NOTPLAYABLE", "Akila Crowdfit Female01", "0", "1.000000", "0", ""
0x000A7008, "Clothes_Crowd_SleevedDress_01_Overweight_NOTPLAYABLE", "Sleeved Dress", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A7009, "Clothes_Crowd_Longsleeved_01_Overweight_NOTPLAYABLE", "LongSleeved", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A700A, "Clothes_Crowd_LayeredTee_01_Overweight_NOTPLAYABLE", "Layered Tee", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A700F, "Clothes_Crowd_CollaredShirtVest_01_Overweight_NOTPLAYABLE", "Collared Shirt Vest", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A7010, "Clothes_Crowd_Akila_CargoPantsBoots_01_Overweight_NOTPLAYABLE", "Akila Crowdfit Female01", "0", "1.000000", "0", ""
0x000A7012, "Clothes_Crowd_Jacketed_01_Thin_NOTPLAYABLE", "Jacketed", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
0x000A7013, "Clothes_Crowd_Akila_CargoPantsVest_01_Thin_NOTPLAYABLE", "Cargo Pants and Vest", "0", "1.000000", "0", ""
0x000A7014, "Clothes_Crowd_SleevedDress_01_Thin_NOTPLAYABLE", "Sleeved Dress", "0", "1.000000", "0", "SetDressing\OutfitContainer01.nif"
